SalesLineKey,OrderID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,DiscountPct,SalesAmount,CostAmount,ProfitAmount
868,ORD-0573,20260323,148,3,3,5,0.05,261.25,140,121.25
869,ORD-0574,20260116,51,1,2,4,0,136,72,64
870,ORD-0575,20260323,53,7,4,3,0.1,240.3,132,108.3
871,ORD-0576,20260226,42,4,3,4,0.1,896.4,580,316.4
872,ORD-0577,20260314,114,7,3,2,0.1,160.2,88,72.2
873,ORD-0578,20260102,116,4,2,4,0.15,846.6,580,266.6
874,ORD-0579,20260525,149,10,2,3,0.1,202.5,108,94.5
875,ORD-0580,20260313,180,3,4,5,0.05,261.25,140,121.25
876,ORD-0581,20260731,161,2,3,4,0.15,268.6,168,100.6
877,ORD-0582,20260601,116,12,3,3,0,1197,675,522
878,ORD-0583,20260702,159,2,2,4,0,316,168,148
879,ORD-0584,20260413,144,11,1,4,0,876,460,416
880,ORD-0584,20260413,144,5,1,3,0,147,66,81
881,ORD-0585,20260529,47,12,3,5,0,1995,1125,870
882,ORD-0586,20260211,154,3,1,2,0.1,99.0,56,43.0
883,ORD-0587,20260119,52,3,3,1,0,55,28,27
884,ORD-0588,20260329,117,7,3,5,0,445,220,225
885,ORD-0588,20260329,117,12,3,5,0.15,1695.75,1125,570.75
886,ORD-0589,20260509,9,2,4,5,0,395,210,185
887,ORD-0590,20260717,91,8,4,5,0.15,191.25,100,91.25
888,ORD-0590,20260717,91,12,4,2,0,798,450,348
889,ORD-0591,20260317,148,11,2,3,0,657,345,312
890,ORD-0592,20260627,13,2,2,5,0,395,210,185
891,ORD-0593,20260328,23,6,4,3,0,417,234,183
892,ORD-0593,20260328,23,3,4,3,0.05,156.75,84,72.75
893,ORD-0594,20260211,127,11,1,4,0.15,744.6,460,284.6
894,ORD-0595,20260415,30,1,1,5,0,170,90,80
895,ORD-0595,20260415,30,9,1,2,0,238,126,112
896,ORD-0596,20260516,147,4,2,1,0.15,211.65,145,66.65
897,ORD-0596,20260516,147,9,2,4,0,476,252,224
898,ORD-0597,20260715,159,5,3,1,0.15,41.65,22,19.65
899,ORD-0598,20260504,72,10,2,5,0,375,180,195
900,ORD-0599,20260717,158,1,4,2,0,68,36,32
901,ORD-0599,20260717,158,6,4,5,0.05,660.25,390,270.25
902,ORD-0600,20260425,98,9,2,2,0,238,126,112
903,ORD-0600,20260425,98,6,2,3,0,417,234,183
904,ORD-0601,20260618,29,3,4,2,0,110,56,54
905,ORD-0601,20260618,29,4,4,5,0,1245,725,520
906,ORD-0602,20260625,95,10,4,2,0,150,72,78
907,ORD-0603,20260430,163,3,1,2,0,110,56,54
908,ORD-0604,20260117,87,1,2,1,0.1,30.6,18,12.6
909,ORD-0605,20260504,134,2,1,3,0,237,126,111
910,ORD-0606,20260416,168,1,4,4,0,136,72,64
911,ORD-0607,20260109,21,2,4,1,0,79,42,37
912,ORD-0608,20260630,32,5,3,5,0,245,110,135
913,ORD-0609,20260520,111,12,1,5,0.05,1895.25,1125,770.25
914,ORD-0609,20260520,111,2,1,4,0,316,168,148
915,ORD-0610,20260523,128,11,1,3,0,657,345,312
916,ORD-0611,20260328,38,9,2,5,0,595,315,280
917,ORD-0612,20260222,3,7,1,5,0.05,422.75,220,202.75
918,ORD-0613,20260604,166,8,1,2,0,90,40,50
919,ORD-0613,20260604,166,2,1,4,0.1,284.4,168,116.4
920,ORD-0614,20260626,25,1,4,4,0,136,72,64
921,ORD-0614,20260626,25,9,4,1,0,119,63,56
922,ORD-0614,20260626,25,6,4,4,0.1,500.4,312,188.4
923,ORD-0615,20260314,65,2,4,4,0.05,300.2,168,132.2
924,ORD-0616,20260426,178,4,3,5,0.05,1182.75,725,457.75
925,ORD-0617,20260101,97,7,4,3,0,267,132,135
926,ORD-0618,20260626,2,3,1,4,0,220,112,108
927,ORD-0618,20260626,2,10,1,1,0,75,36,39
928,ORD-0619,20260104,84,3,4,1,0.05,52.25,28,24.25
929,ORD-0620,20260610,88,7,4,3,0.15,226.95,132,94.95
930,ORD-0620,20260610,88,6,4,3,0.05,396.15,234,162.15
931,ORD-0621,20260702,21,4,3,3,0,747,435,312
932,ORD-0621,20260702,21,1,3,3,0,102,54,48
933,ORD-0622,20260606,113,9,4,3,0,357,189,168
934,ORD-0623,20260110,140,8,1,3,0,135,60,75
935,ORD-0623,20260110,140,12,1,3,0,1197,675,522
936,ORD-0624,20260122,153,8,1,3,0.05,128.25,60,68.25
937,ORD-0625,20260121,49,12,2,2,0,798,450,348
938,ORD-0625,20260121,49,12,2,2,0,798,450,348
939,ORD-0626,20260124,24,2,2,5,0,395,210,185
940,ORD-0627,20260110,76,2,1,3,0,237,126,111
941,ORD-0628,20260216,103,12,4,2,0.1,718.2,450,268.2
942,ORD-0629,20260617,124,10,2,1,0.15,63.75,36,27.75
943,ORD-0630,20260528,8,10,2,4,0,300,144,156
944,ORD-0631,20260324,24,1,2,5,0.1,153.0,90,63.0
945,ORD-0632,20260626,109,11,1,2,0.1,394.2,230,164.2
946,ORD-0633,20260509,108,9,3,5,0,595,315,280
947,ORD-0633,20260509,108,5,3,5,0,245,110,135
948,ORD-0634,20260113,66,5,3,3,0,147,66,81
949,ORD-0635,20260307,179,11,2,4,0,876,460,416
950,ORD-0636,20260402,21,3,4,1,0.1,49.5,28,21.5
951,ORD-0636,20260402,21,12,4,5,0.1,1795.5,1125,670.5
952,ORD-0637,20260320,15,9,3,1,0.1,107.1,63,44.1
953,ORD-0637,20260320,15,8,3,1,0.15,38.25,20,18.25
954,ORD-0638,20260712,134,8,4,1,0,45,20,25
955,ORD-0639,20260512,123,6,2,4,0.15,472.6,312,160.6
956,ORD-0640,20260601,40,12,3,3,0.15,1017.45,675,342.45
957,ORD-0641,20260223,115,6,4,3,0,417,234,183
958,ORD-0642,20260721,147,9,3,2,0.05,226.1,126,100.1
959,ORD-0643,20260517,166,12,1,3,0.05,1137.15,675,462.15
960,ORD-0644,20260408,26,7,1,1,0,89,44,45
961,ORD-0645,20260128,68,12,2,2,0.1,718.2,450,268.2
962,ORD-0645,20260128,68,2,2,4,0,316,168,148
963,ORD-0645,20260128,68,10,2,3,0,225,108,117
964,ORD-0646,20260613,61,2,1,2,0.1,142.2,84,58.2
965,ORD-0647,20260123,177,10,3,5,0.1,337.5,180,157.5
966,ORD-0647,20260123,177,6,3,2,0.1,250.2,156,94.2
967,ORD-0648,20260702,110,5,1,2,0.05,93.1,44,49.1
968,ORD-0649,20260101,15,2,1,4,0,316,168,148
969,ORD-0649,20260101,15,12,1,3,0.05,1137.15,675,462.15
970,ORD-0650,20260518,40,3,4,3,0.05,156.75,84,72.75
971,ORD-0650,20260518,40,6,4,2,0,278,156,122
972,ORD-0651,20260425,89,1,2,1,0,34,18,16
973,ORD-0652,20260502,70,2,3,1,0,79,42,37
974,ORD-0653,20260106,4,10,3,1,0.05,71.25,36,35.25
975,ORD-0653,20260106,4,5,3,5,0.05,232.75,110,122.75
976,ORD-0654,20260228,93,4,1,4,0,996,580,416
977,ORD-0654,20260228,93,3,1,5,0.05,261.25,140,121.25
978,ORD-0655,20260127,155,3,2,4,0,220,112,108
979,ORD-0655,20260127,155,8,2,3,0,135,60,75
980,ORD-0656,20260128,123,6,4,3,0.15,354.45,234,120.45
981,ORD-0657,20260713,180,9,4,1,0,119,63,56
982,ORD-0658,20260714,51,8,2,1,0,45,20,25
983,ORD-0658,20260714,51,8,2,4,0,180,80,100
984,ORD-0658,20260714,51,7,2,4,0.15,302.6,176,126.6
985,ORD-0659,20260611,1,7,2,2,0.05,169.1,88,81.1
986,ORD-0660,20260616,40,2,2,1,0,79,42,37
987,ORD-0661,20260429,24,12,1,2,0.1,718.2,450,268.2
988,ORD-0661,20260429,24,5,1,2,0,98,44,54
989,ORD-0662,20260402,29,11,3,4,0.15,744.6,460,284.6
990,ORD-0663,20260115,77,1,2,1,0,34,18,16
991,ORD-0663,20260115,77,3,2,5,0.05,261.25,140,121.25
992,ORD-0664,20260529,99,6,2,4,0.05,528.2,312,216.2
993,ORD-0664,20260529,99,2,2,2,0,158,84,74
994,ORD-0665,20260123,14,12,2,5,0.15,1695.75,1125,570.75
995,ORD-0666,20260511,3,2,2,5,0,395,210,185
996,ORD-0667,20260705,40,7,1,5,0.1,400.5,220,180.5
997,ORD-0668,20260615,80,10,2,4,0,300,144,156
998,ORD-0669,20260205,37,9,2,1,0,119,63,56
999,ORD-0670,20260106,141,11,3,1,0,219,115,104
1000,ORD-0671,20260511,118,11,2,3,0,657,345,312
1001,ORD-0671,20260511,118,4,2,5,0,1245,725,520
1002,ORD-0672,20260209,28,1,4,2,0,68,36,32
1003,ORD-0673,20260501,131,5,3,2,0.15,83.3,44,39.3
1004,ORD-0674,20260628,8,4,3,2,0,498,290,208
1005,ORD-0675,20260410,158,2,2,2,0.1,142.2,84,58.2
1006,ORD-0675,20260410,158,1,2,2,0.1,61.2,36,25.2
1007,ORD-0676,20260724,18,8,3,4,0,180,80,100
1008,ORD-0677,20260513,130,12,4,1,0,399,225,174
1009,ORD-0678,20260131,107,1,3,2,0.15,57.8,36,21.8
1010,ORD-0679,20260415,53,7,4,1,0.15,75.65,44,31.65
1011,ORD-0680,20260302,24,10,3,1,0.1,67.5,36,31.5
1012,ORD-0681,20260723,138,8,4,5,0.1,202.5,100,102.5
1013,ORD-0682,20260603,166,3,4,4,0,220,112,108
1014,ORD-0683,20260310,110,3,3,2,0,110,56,54
1015,ORD-0684,20260523,93,8,1,5,0,225,100,125
1016,ORD-0684,20260523,93,2,1,5,0.15,335.75,210,125.75
1017,ORD-0685,20260317,132,11,3,3,0.15,558.45,345,213.45
1018,ORD-0686,20260606,55,10,4,1,0,75,36,39
1019,ORD-0686,20260606,55,2,4,4,0.15,268.6,168,100.6
1020,ORD-0687,20260414,64,5,4,1,0.15,41.65,22,19.65
1021,ORD-0688,20260124,12,7,1,4,0,356,176,180
1022,ORD-0688,20260124,12,8,1,2,0.05,85.5,40,45.5
1023,ORD-0689,20260523,35,6,4,2,0.1,250.2,156,94.2
1024,ORD-0690,20260427,73,2,1,5,0.1,355.5,210,145.5
1025,ORD-0690,20260427,73,2,1,5,0.15,335.75,210,125.75
1026,ORD-0691,20260312,63,7,1,2,0,178,88,90
1027,ORD-0691,20260312,63,6,1,2,0.05,264.1,156,108.1
1028,ORD-0692,20260215,43,12,3,3,0.15,1017.45,675,342.45
1029,ORD-0693,20260418,4,12,3,3,0.05,1137.15,675,462.15
1030,ORD-0694,20260309,138,2,2,2,0.05,150.1,84,66.1
1031,ORD-0695,20260124,38,1,1,2,0.1,61.2,36,25.2
1032,ORD-0696,20260302,117,12,1,1,0,399,225,174
1033,ORD-0697,20260329,5,10,2,4,0,300,144,156
1034,ORD-0698,20260523,110,7,1,4,0.1,320.4,176,144.4
1035,ORD-0698,20260523,110,7,1,4,0,356,176,180
1036,ORD-0699,20260702,50,5,3,2,0,98,44,54
1037,ORD-0700,20260323,70,2,3,1,0,79,42,37
