event_id,shipment_id,event_type,event_at,hub_id
5612,1871,Dispatched,2026-04-24 20:31:02.821125,5
5613,1871,Delivered,2026-04-27 10:02:01.534390,5
5614,1872,Created,2026-04-24 13:00:00,2
5615,1872,Dispatched,2026-04-24 16:06:11.082944,2
5616,1872,Delivered,2026-04-26 21:59:53.693174,2
5617,1873,Created,2026-04-24 16:15:00,1
5618,1873,Dispatched,2026-04-24 22:54:15.024203,1
5619,1873,Delivered,2026-04-29 06:20:11.999493,1
5620,1874,Created,2026-04-24 18:45:00,3
5621,1874,Dispatched,2026-04-24 21:57:36.756021,3
5622,1874,Delivered,2026-04-27 02:45:23.934725,3
5623,1875,Created,2026-04-24 09:30:00,1
5624,1875,Dispatched,2026-04-24 16:12:23.740282,1
5625,1875,Delivered,2026-04-26 19:56:09.039485,1
5626,1876,Created,2026-04-24 15:00:00,3
5627,1876,Dispatched,2026-04-24 21:32:04.695523,3
5628,1876,Delivered,2026-04-27 00:53:39.358234,3
5629,1877,Created,2026-04-24 16:45:00,1
5630,1877,Dispatched,2026-04-24 17:45:32.074035,1
5631,1877,Delivered,2026-04-25 20:07:45.442694,1
5632,1878,Created,2026-04-24 07:30:00,1
5633,1878,Dispatched,2026-04-24 11:31:03.070243,1
5634,1878,Delivered,2026-04-25 05:12:58.006967,1
5635,1879,Created,2026-04-24 12:00:00,2
5636,1879,Dispatched,2026-04-24 14:30:19.624735,2
5637,1879,Delivered,2026-04-27 05:59:53.094131,2
5638,1880,Created,2026-04-25 09:45:00,2
5639,1880,Dispatched,2026-04-25 12:21:32.991827,2
5640,1880,Delivered,2026-04-27 20:15:47.476659,2
5641,1881,Created,2026-04-25 17:30:00,1
5642,1881,Dispatched,2026-04-25 20:52:55.981396,1
5643,1881,Delivered,2026-04-28 15:19:17.507347,1
5644,1882,Created,2026-04-25 16:00:00,4
5645,1882,Dispatched,2026-04-25 22:36:10.812053,4
5646,1882,Delivered,2026-04-28 12:26:59.704127,4
5647,1883,Created,2026-04-25 11:45:00,3
5648,1883,Dispatched,2026-04-25 13:08:34.472293,3
5649,1883,Delivered,2026-04-26 09:06:12.845778,3
5650,1884,Created,2026-04-25 17:30:00,3
5651,1884,Dispatched,2026-04-25 18:32:44.051509,3
5652,1884,Delivered,2026-04-28 07:33:04.978634,3
5653,1885,Created,2026-04-25 08:30:00,1
5654,1885,Dispatched,2026-04-25 11:58:56.145504,1
5655,1885,Delivered,2026-04-27 16:56:13.319658,1
5656,1886,Created,2026-04-25 14:15:00,2
5657,1886,Dispatched,2026-04-25 17:06:09.845921,2
5658,1886,Delivered,2026-04-25 06:21:26.366415,2
5659,1887,Created,2026-04-25 18:00:00,1
5660,1887,Dispatched,2026-04-25 22:24:42.008801,1
5661,1887,Delivered,2026-04-28 02:07:42.910664,1
5662,1888,Created,2026-04-25 11:30:00,2
5663,1888,Dispatched,2026-04-25 15:53:09.683441,2
5664,1888,Delivered,2026-04-29 11:07:07.601709,2
5665,1889,Created,2026-04-25 12:45:00,2
5666,1889,Dispatched,2026-04-25 13:58:52.891710,2
5667,1889,Delivered,2026-04-27 19:52:53.719326,2
5668,1890,Created,2026-04-25 13:45:00,4
5669,1890,Dispatched,2026-04-25 16:30:28.417327,4
5670,1890,Delivered,2026-04-26 06:42:11.345314,4
5671,1891,Created,2026-04-25 12:45:00,4
5672,1891,Dispatched,2026-04-25 15:28:16.449883,4
5673,1891,Delivered,2026-04-25 16:34:07.933179,4
5674,1892,Created,2026-04-25 09:00:00,5
5675,1892,Dispatched,2026-04-25 11:28:23.426596,5
5676,1892,Delivered,2026-04-26 09:00:14.828700,5
5677,1893,Created,2026-04-25 16:15:00,5
5678,1893,Dispatched,2026-04-25 17:54:08.275024,5
5679,1893,Delivered,2026-04-28 06:41:41.415412,5
5680,1894,Created,2026-04-25 11:30:00,2
5681,1894,Dispatched,2026-04-25 18:26:06.777287,2
5682,1894,Delivered,2026-04-26 02:44:27.639910,2
5683,1895,Created,2026-04-25 13:30:00,1
5684,1895,Dispatched,2026-04-25 17:28:33.826001,1
5685,1895,Delivery Failed,2026-04-27 03:51:27.225811,1
5686,1896,Created,2026-04-25 12:00:00,1
5687,1896,Dispatched,2026-04-25 16:08:34.713678,1
5688,1896,Delivered,2026-04-25 06:18:23.681414,1
5689,1897,Created,2026-04-25 18:45:00,3
5690,1897,Dispatched,2026-04-25 21:31:24.255851,3
5691,1897,Delivered,2026-04-26 09:14:20.019286,3
5692,1898,Created,2026-04-25 10:45:00,3
5693,1898,Dispatched,2026-04-25 14:36:03.498818,3
5694,1898,Delivered,2026-04-28 08:57:15.309857,3
5695,1899,Created,2026-04-25 09:30:00,6
5696,1899,Dispatched,2026-04-25 14:49:37.877968,6
5697,1899,Delivery Failed,2026-04-26 10:07:40.227063,6
5698,1900,Created,2026-04-26 09:15:00,2
5699,1900,Dispatched,2026-04-26 13:06:02.565899,2
5700,1900,Delivered,2026-04-30 12:25:50.907777,2
5701,1901,Created,2026-04-26 11:15:00,1
5702,1901,Dispatched,2026-04-26 17:34:56.831345,1
5703,1901,Delivered,2026-05-01 01:51:07.066864,1
5704,1902,Created,2026-04-26 17:15:00,4
5705,1902,Dispatched,2026-04-26 23:19:20.440120,4
5706,1902,Delivered,2026-04-29 15:05:18.882345,4
5707,1903,Created,2026-04-26 15:45:00,6
5708,1903,Dispatched,2026-04-26 17:42:04.804399,6
5709,1903,Delivered,2026-04-28 19:44:10.136898,6
5710,1904,Created,2026-04-26 15:15:00,1
5711,1904,Dispatched,2026-04-26 21:59:36.630461,1
5712,1904,Delivered,2026-04-27 10:47:16.936895,1
5713,1905,Created,2026-04-26 16:00:00,1
5714,1905,Dispatched,2026-04-26 18:07:42.595176,1
5715,1905,Delivered,2026-04-27 00:20:53.145610,1
5716,1906,Created,2026-04-26 17:15:00,4
5717,1906,Dispatched,2026-04-26 23:47:13.667510,4
5718,1906,Delivered,2026-04-29 09:08:29.966519,4
5719,1907,Created,2026-04-26 14:15:00,2
5720,1907,Dispatched,2026-04-26 19:05:40.653555,2
5721,1907,Delivered,2026-04-27 20:22:03.353178,2
5722,1908,Created,2026-04-26 18:30:00,1
5723,1908,Dispatched,2026-04-26 22:46:53.621585,1
5724,1908,Delivered,2026-04-29 01:19:40.175515,1
5725,1909,Created,2026-04-26 17:45:00,3
5726,1909,Dispatched,2026-04-26 19:08:55.533096,3
5727,1909,Delivered,2026-04-29 05:49:58.203694,3
5728,1910,Created,2026-04-26 17:30:00,3
5729,1910,Dispatched,2026-04-26 21:47:11.335415,3
5730,1910,Delivered,2026-04-29 13:54:07.372435,3
5731,1911,Created,2026-04-26 11:15:00,2
5732,1911,Dispatched,2026-04-26 15:29:30.069303,2
5733,1911,Delivered,2026-04-28 16:59:44.466961,2
5734,1912,Created,2026-04-26 15:45:00,2
5735,1912,Dispatched,2026-04-26 17:55:04.813079,2
5736,1912,Delivered,2026-04-29 02:48:51.216363,2
5737,1913,Created,2026-04-26 13:00:00,1
5738,1913,Dispatched,2026-04-26 18:34:30.910950,1
5739,1913,Delivered,2026-04-27 17:24:06.429186,1
5740,1914,Created,2026-04-27 13:30:00,2
5741,1914,Dispatched,2026-04-27 16:13:04.473712,2
5742,1914,Delivered,2026-04-29 07:24:26.757140,2
5743,1915,Created,2026-04-27 09:15:00,1
5744,1915,Dispatched,2026-04-27 12:18:36.715488,1
5745,1915,Delivered,2026-04-30 00:58:07.203707,1
5746,1916,Created,2026-04-27 14:15:00,2
5747,1916,Dispatched,2026-04-27 19:30:59.133779,2
5748,1916,Delivered,2026-04-27 19:07:52.877381,2
5749,1917,Created,2026-04-27 16:45:00,4
5750,1917,Dispatched,2026-04-27 18:17:15.613238,4
5751,1917,Delivered,2026-04-28 17:19:47.671150,4
5752,1918,Created,2026-04-27 08:15:00,3
5753,1918,Dispatched,2026-04-27 12:37:17.993160,3
5754,1918,Delivered,2026-04-27 01:53:04.778324,3
5755,1919,Created,2026-04-27 16:00:00,6
5756,1919,Dispatched,2026-04-27 17:00:11.134411,6
5757,1919,Delivered,2026-04-30 00:59:19.105998,6
5758,1920,Created,2026-04-27 11:00:00,1
5759,1920,Dispatched,2026-04-27 17:08:46.189096,1
5760,1920,Delivered,2026-04-30 03:42:09.031502,1
5761,1921,Created,2026-04-27 11:45:00,1
5762,1921,Dispatched,2026-04-27 18:33:10.012835,1
5763,1921,Delivered,2026-04-30 01:24:50.490219,1
5764,1922,Created,2026-04-27 12:45:00,2
5765,1922,Dispatched,2026-04-27 18:35:03.082590,2
5766,1922,Delivered,2026-04-28 02:53:20.669788,2
5767,1923,Created,2026-04-27 16:45:00,1
5768,1923,Dispatched,2026-04-27 20:08:24.944971,1
5769,1923,Delivered,2026-04-30 03:43:08.854920,1
5770,1924,Created,2026-04-27 16:30:00,5
5771,1924,Dispatched,2026-04-27 17:58:07.024527,5
5772,1924,Delivered,2026-04-28 07:13:13.222246,5
5773,1925,Created,2026-04-27 15:15:00,4
5774,1925,Dispatched,2026-04-27 20:20:55.806163,4
5775,1925,Delivered,2026-04-30 08:07:11.586529,4
5776,1926,Created,2026-04-27 09:00:00,1
5777,1926,Dispatched,2026-04-27 13:36:54.024472,1
5778,1926,Delivered,2026-04-30 06:21:54.617613,1
5779,1927,Created,2026-04-27 17:30:00,6
5780,1927,Dispatched,2026-04-27 22:17:55.617698,6
5781,1927,Delivered,2026-04-30 05:52:44.702805,6
5782,1928,Created,2026-04-27 13:30:00,2
5783,1928,Dispatched,2026-04-27 15:37:32.820683,2
5784,1928,Delivered,2026-04-30 04:39:55.565203,2
5785,1929,Created,2026-04-27 11:00:00,3
5786,1929,Dispatched,2026-04-27 14:56:28.715121,3
5787,1929,Delivered,2026-05-02 06:21:43.989407,3
5788,1930,Created,2026-04-27 17:30:00,1
5789,1930,Dispatched,2026-04-27 23:55:59.242174,1
5790,1930,Delivered,2026-04-30 12:40:29.033627,1
5791,1931,Created,2026-04-27 16:00:00,4
5792,1931,Dispatched,2026-04-27 17:13:31.447350,4
5793,1931,Delivered,2026-04-27 11:52:14.129630,4
5794,1932,Created,2026-04-27 17:15:00,5
5795,1932,Dispatched,2026-04-27 23:56:01.390959,5
5796,1932,Delivered,2026-04-30 13:06:55.233283,5
5797,1933,Created,2026-04-27 11:45:00,4
5798,1933,Dispatched,2026-04-27 14:16:59.926889,4
5799,1933,Delivered,2026-04-29 03:26:50.006744,4
5800,1934,Created,2026-04-27 07:30:00,4
5801,1934,Dispatched,2026-04-27 08:56:43.626506,4
5802,1934,Delivered,2026-04-28 09:55:35.464401,4
5803,1935,Created,2026-04-27 13:00:00,1
5804,1935,Dispatched,2026-04-27 17:39:16.676617,1
5805,1935,Delivered,2026-04-28 07:36:36.504299,1
5806,1936,Created,2026-04-27 18:00:00,1
5807,1936,Dispatched,2026-04-27 21:04:18.048179,1
5808,1936,Delivered,2026-04-30 02:17:23.960256,1
5809,1937,Created,2026-04-27 07:45:00,2
5810,1937,Dispatched,2026-04-27 09:23:13.132370,2
5811,1937,Delivered,2026-04-29 16:27:52.454310,2
5812,1938,Created,2026-04-28 11:15:00,2
5813,1938,Dispatched,2026-04-28 17:28:46.562824,2
5814,1938,Delivered,2026-04-30 17:42:03.564209,2
5815,1939,Created,2026-04-28 12:45:00,3
5816,1939,Dispatched,2026-04-28 17:07:34.051292,3
5817,1939,Delivered,2026-04-29 04:04:01.348721,3
5818,1940,Created,2026-04-28 12:00:00,1
5819,1940,Dispatched,2026-04-28 16:47:56.848264,1
5820,1940,Delivered,2026-04-30 23:43:38.313654,1
5821,1941,Created,2026-04-28 09:45:00,3
5822,1941,Dispatched,2026-04-28 15:56:47.510508,3
5823,1941,Delivered,2026-05-01 04:38:20.507277,3
5824,1942,Created,2026-04-28 08:30:00,2
5825,1942,Dispatched,2026-04-28 09:39:33.784757,2
5826,1942,Delivered,2026-04-30 19:26:26.770772,2
5827,1943,Created,2026-04-28 12:30:00,6
5828,1943,Dispatched,2026-04-28 16:49:57.971469,6
5829,1943,Delivered,2026-04-29 05:58:01.507423,6
5830,1944,Created,2026-04-28 08:00:00,6
5831,1944,Dispatched,2026-04-28 13:45:56.310261,6
5832,1944,Delivered,2026-04-29 06:15:06.611394,6
5833,1945,Created,2026-04-28 16:15:00,1
5834,1945,Dispatched,2026-04-28 23:10:27.370628,1
5835,1945,Delivered,2026-05-01 13:13:51.178738,1
5836,1946,Created,2026-04-28 12:00:00,6
5837,1946,Dispatched,2026-04-28 16:42:43.641919,6
5838,1946,Delivered,2026-04-29 14:42:05.263392,6
5839,1947,Created,2026-04-28 15:15:00,5
5840,1947,Dispatched,2026-04-28 20:47:27.743620,5
5841,1947,Delivered,2026-04-29 07:19:25.865942,5
5842,1948,Created,2026-04-28 12:00:00,2
5843,1948,Dispatched,2026-04-28 13:15:54.664485,2
5844,1948,Delivered,2026-04-29 08:43:24.373755,2
5845,1949,Created,2026-04-28 15:00:00,1
5846,1949,Dispatched,2026-04-28 21:23:39.892388,1
5847,1949,Delivered,2026-05-01 05:36:19.564956,1
5848,1950,Created,2026-04-28 18:30:00,3
5849,1950,Dispatched,2026-04-28 21:25:26.772161,3
5850,1950,Delivered,2026-05-01 16:15:33.704366,3
5851,1951,Created,2026-04-28 08:00:00,4
5852,1951,Dispatched,2026-04-28 11:45:02.422653,4
5853,1951,Delivered,2026-05-01 04:09:30.588162,4
5854,1952,Created,2026-04-28 08:30:00,1
5855,1952,Dispatched,2026-04-28 10:42:55.403592,1
5856,1952,Delivered,2026-04-30 23:07:51.325489,1
5857,1953,Created,2026-04-29 14:15:00,2
5858,1953,Dispatched,2026-04-29 17:24:23.046297,2
5859,1953,Delivered,2026-04-30 13:39:09.932825,2
5860,1954,Created,2026-04-29 13:15:00,1
5861,1954,Dispatched,2026-04-29 17:15:00.742107,1
5862,1954,Delivered,2026-04-30 17:52:00.797264,1
5863,1955,Created,2026-04-29 18:30:00,2
5864,1955,Dispatched,2026-04-29 19:44:06.148808,2
5865,1955,Delivered,2026-05-01 16:11:27.811460,2
5866,1956,Created,2026-04-29 09:45:00,4
5867,1956,Dispatched,2026-04-29 13:10:01.546646,4
5868,1956,Delivered,2026-05-03 22:01:27.908048,4
5869,1957,Created,2026-04-29 11:45:00,1
5870,1957,Dispatched,2026-04-29 18:37:49.276376,1
5871,1957,Delivered,2026-04-30 04:53:10.397835,1
5872,1958,Created,2026-04-29 12:45:00,3
5873,1958,Dispatched,2026-04-29 18:06:24.593397,3
5874,1958,Delivered,2026-04-29 15:54:29.373462,3
5875,1959,Created,2026-04-29 10:15:00,1
5876,1959,Dispatched,2026-04-29 16:12:20.236078,1
5877,1959,Delivered,2026-04-30 09:22:30.864677,1
5878,1960,Created,2026-04-29 12:00:00,3
5879,1960,Dispatched,2026-04-29 15:12:39.012471,3
5880,1960,Delivered,2026-05-02 00:32:37.182523,3
5881,1961,Created,2026-04-29 13:00:00,4
5882,1961,Dispatched,2026-04-29 15:46:07.570581,4
5883,1961,Delivered,2026-04-30 01:34:25.328648,4
5884,1962,Created,2026-04-29 14:15:00,2
5885,1962,Dispatched,2026-04-29 16:54:43.323503,2
5886,1962,Delivered,2026-04-30 10:59:18.297242,2
5887,1963,Created,2026-04-29 14:00:00,2
5888,1963,Dispatched,2026-04-29 15:52:15.261493,2
5889,1963,Delivered,2026-04-29 19:42:44.493196,2
5890,1964,Created,2026-04-29 09:30:00,1
5891,1964,Dispatched,2026-04-29 13:42:58.571466,1
5892,1964,Delivered,2026-05-01 17:02:04.099077,1
5893,1965,Created,2026-04-29 16:15:00,6
5894,1965,Dispatched,2026-04-29 17:31:26.845180,6
5895,1965,Delivered,2026-05-01 22:36:10.726422,6
5896,1966,Created,2026-04-29 17:00:00,3
5897,1966,Dispatched,2026-04-29 21:52:37.119090,3
5898,1966,Delivered,2026-04-30 20:02:46.191499,3
5899,1967,Created,2026-04-29 11:00:00,6
5900,1967,Dispatched,2026-04-29 17:53:21.405546,6
5901,1967,Delivered,2026-04-30 06:34:16.713052,6
5902,1968,Created,2026-04-29 07:15:00,1
5903,1968,Dispatched,2026-04-29 12:33:32.640036,1
5904,1968,Delivered,2026-04-30 05:13:11.575599,1
5905,1969,Created,2026-04-29 17:00:00,2
5906,1969,Dispatched,2026-04-29 21:14:59.313637,2
5907,1969,Delivered,2026-04-30 11:15:52.854083,2
5908,1970,Created,2026-04-29 12:15:00,6
5909,1970,Dispatched,2026-04-29 15:18:22.642325,6
5910,1970,Delivered,2026-05-02 04:15:57.610497,6
5911,1971,Created,2026-04-29 12:15:00,2
5912,1971,Dispatched,2026-04-29 18:43:55.524492,2
5913,1971,Delivered,2026-05-03 07:38:32.197893,2
5914,1972,Created,2026-04-29 17:30:00,4
5915,1972,Dispatched,2026-04-29 22:18:07.191954,4
5916,1972,Delivered,2026-04-30 15:51:57.594686,4
5917,1973,Created,2026-04-30 11:15:00,1
5918,1973,Dispatched,2026-04-30 15:51:08.558217,1
5919,1973,Delivered,2026-05-01 13:01:22.921072,1
5920,1974,Created,2026-04-30 11:00:00,3
5921,1974,Dispatched,2026-04-30 12:15:20.058555,3
5922,1974,Delivered,2026-05-02 21:04:15.382913,3
5923,1975,Created,2026-04-30 18:45:00,2
5924,1975,Dispatched,2026-04-30 20:49:31.252389,2
5925,1975,Delivered,2026-05-03 06:29:31.780720,2
5926,1976,Created,2026-04-30 15:45:00,2
5927,1976,Dispatched,2026-04-30 19:36:51.956801,2
5928,1976,Delivered,2026-05-01 11:46:56.270337,2
5929,1977,Created,2026-04-30 18:45:00,2
5930,1977,Dispatched,2026-05-01 00:37:31.939147,2
5931,1977,Delivered,2026-05-03 08:29:19.991162,2
5932,1978,Created,2026-04-30 14:45:00,3
5933,1978,Dispatched,2026-04-30 19:36:24.992842,3
5934,1978,Delivered,2026-05-02 22:12:32.534203,3
5935,1979,Created,2026-04-30 16:30:00,1
5936,1979,Dispatched,2026-04-30 19:55:53.361981,1
5937,1979,Delivered,2026-05-01 10:52:34.564248,1
5938,1980,Created,2026-04-30 12:00:00,2
5939,1980,Dispatched,2026-04-30 17:41:20.369630,2
5940,1980,Delivery Failed,2026-05-03 10:32:02.462519,2
5941,1981,Created,2026-04-30 15:00:00,5
5942,1981,Dispatched,2026-04-30 21:59:44.222414,5
5943,1981,Delivered,2026-05-03 06:57:16.285364,5
5944,1982,Created,2026-04-30 12:30:00,3
5945,1982,Dispatched,2026-04-30 14:44:52.518726,3
5946,1982,Delivered,2026-05-03 06:57:15.878058,3
5947,1983,Created,2026-04-30 08:00:00,4
5948,1983,Dispatched,2026-04-30 12:06:42.475843,4
5949,1983,Delivered,2026-05-03 06:34:14.487681,4
5950,1984,Created,2026-05-01 11:30:00,2
5951,1984,Dispatched,2026-05-01 17:55:15.803427,2
5952,1984,Delivered,2026-05-04 05:54:17.916131,2
5953,1985,Created,2026-05-01 09:30:00,5
5954,1985,Dispatched,2026-05-01 10:59:40.376781,5
5955,1985,Delivered,2026-05-03 22:37:26.631048,5
5956,1986,Created,2026-05-01 18:30:00,3
5957,1986,Dispatched,2026-05-01 23:38:09.648415,3
5958,1986,Delivered,2026-05-04 06:03:11.658224,3
5959,1987,Created,2026-05-01 08:00:00,5
5960,1987,Dispatched,2026-05-01 11:42:45.336897,5
5961,1987,Delivered,2026-05-03 17:11:42.910877,5
5962,1988,Created,2026-05-01 07:30:00,5
5963,1988,Dispatched,2026-05-01 12:01:18.039567,5
5964,1988,Delivered,2026-05-02 05:33:10.507962,5
5965,1989,Created,2026-05-01 14:00:00,6
5966,1989,Dispatched,2026-05-01 19:26:32.121879,6
5967,1989,Delivered,2026-05-02 13:31:13.468158,6
5968,1990,Created,2026-05-01 12:00:00,2
5969,1990,Dispatched,2026-05-01 14:48:37.034341,2
5970,1990,Delivered,2026-05-02 14:12:51.198559,2
5971,1991,Created,2026-05-01 15:30:00,1
5972,1991,Dispatched,2026-05-01 19:42:34.570852,1
5973,1991,Delivery Failed,2026-05-04 04:19:18.313245,1
5974,1992,Created,2026-05-01 11:15:00,1
5975,1992,Dispatched,2026-05-01 13:47:39.236881,1
5976,1992,Delivered,2026-05-03 03:46:29.306241,1
5977,1993,Created,2026-05-01 13:00:00,4
5978,1993,Dispatched,2026-05-01 15:12:02.644165,4
5979,1993,Delivered,2026-05-04 01:47:07.863690,4
5980,1994,Created,2026-05-01 18:45:00,1
5981,1994,Dispatched,2026-05-01 22:51:08.491681,1
5982,1994,Delivered,2026-05-04 01:09:23.845669,1
5983,1995,Created,2026-05-01 07:30:00,5
5984,1995,Dispatched,2026-05-01 11:23:32.093666,5
5985,1995,Delivered,2026-05-02 01:03:40.426533,5
5986,1996,Created,2026-05-01 17:00:00,2
5987,1996,Dispatched,2026-05-01 19:46:03.589440,2
5988,1996,Delivered,2026-05-02 12:39:46.886304,2
5989,1997,Created,2026-05-01 14:30:00,1
5990,1997,Dispatched,2026-05-01 19:55:03.464167,1
5991,1997,Delivered,2026-05-04 04:16:13.105354,1
5992,1998,Created,2026-05-01 09:00:00,1
5993,1998,Dispatched,2026-05-01 15:39:34.699245,1
5994,1998,Delivered,2026-05-02 02:07:44.070924,1
5995,1999,Created,2026-05-01 07:15:00,6
5996,1999,Dispatched,2026-05-01 12:50:38.128248,6
5997,1999,Delivered,2026-05-03 21:19:53.582050,6
5998,2000,Created,2026-05-01 10:45:00,3
5999,2000,Dispatched,2026-05-01 14:00:55.951406,3
6000,2000,Delivered,2026-05-04 08:42:20.557205,3
6001,2001,Created,2026-05-01 18:45:00,1
6002,2001,Dispatched,2026-05-02 01:26:35.495251,1
6003,2001,Delivered,2026-05-01 23:08:18.965832,1
6004,2002,Created,2026-05-01 14:15:00,3
6005,2002,Dispatched,2026-05-01 19:21:36.725540,3
6006,2002,Delivered,2026-05-04 03:39:19.710551,3
6007,2003,Created,2026-05-01 09:30:00,3
6008,2003,Dispatched,2026-05-01 12:12:58.960366,3
6009,2003,Delivered,2026-05-04 00:55:03.031327,3
6010,2004,Created,2026-05-01 10:15:00,1
6011,2004,Dispatched,2026-05-01 16:57:36.408499,1
6012,2004,Delivered,2026-05-03 22:29:16.737106,1
6013,2005,Created,2026-05-01 12:45:00,6
6014,2005,Dispatched,2026-05-01 17:57:11.242325,6
6015,2005,Delivered,2026-05-02 15:12:45.748848,6
6016,2006,Created,2026-05-02 10:45:00,1
6017,2006,Dispatched,2026-05-02 15:38:25.222077,1
6018,2006,Delivered,2026-05-04 18:37:00.741610,1
6019,2007,Created,2026-05-02 18:00:00,6
6020,2007,Dispatched,2026-05-02 22:00:17.303289,6
6021,2007,Delivered,2026-05-05 06:27:26.468273,6
6022,2008,Created,2026-05-02 16:15:00,2
6023,2008,Dispatched,2026-05-02 20:12:54.659985,2
6024,2008,Delivered,2026-05-06 21:15:26.168261,2
6025,2009,Created,2026-05-02 12:15:00,2
6026,2009,Dispatched,2026-05-02 18:57:43.795548,2
6027,2009,Delivered,2026-05-05 07:11:26.016496,2
6028,2010,Created,2026-05-02 07:15:00,6
6029,2010,Dispatched,2026-05-02 09:38:39.481445,6
6030,2010,Delivered,2026-05-03 01:41:15.507125,6
6031,2011,Created,2026-05-02 08:45:00,1
6032,2011,Dispatched,2026-05-02 15:17:54.953231,1
6033,2011,Delivered,2026-05-02 11:14:50.659376,1
6034,2012,Created,2026-05-02 08:15:00,1
6035,2012,Dispatched,2026-05-02 14:19:35.333100,1
6036,2012,Delivered,2026-05-04 15:06:18.182987,1
6037,2013,Created,2026-05-02 12:00:00,1
6038,2013,Dispatched,2026-05-02 18:36:50.809541,1
6039,2013,Delivered,2026-05-05 02:14:12.765363,1
6040,2014,Created,2026-05-02 12:45:00,3
6041,2014,Dispatched,2026-05-02 14:07:27.720949,3
6042,2014,Delivered,2026-05-04 20:09:06.653715,3
6043,2015,Created,2026-05-02 09:30:00,4
6044,2015,Dispatched,2026-05-02 14:31:34.778536,4
6045,2015,Delivered,2026-05-07 00:35:16.616991,4
6046,2016,Created,2026-05-02 14:45:00,1
6047,2016,Dispatched,2026-05-02 19:50:33.798153,1
6048,2016,Delivered,2026-05-03 07:14:59.082742,1
6049,2017,Created,2026-05-02 10:15:00,5
6050,2017,Dispatched,2026-05-02 15:12:25.488570,5
6051,2017,Delivered,2026-05-02 22:29:32.122469,5
6052,2018,Created,2026-05-02 12:30:00,1
6053,2018,Dispatched,2026-05-02 18:05:13.097313,1
6054,2018,Delivered,2026-05-03 10:21:05.440874,1
6055,2019,Created,2026-05-02 17:00:00,1
6056,2019,Dispatched,2026-05-02 23:49:37.066511,1
6057,2019,Delivered,2026-05-03 21:05:51.286125,1
6058,2020,Created,2026-05-02 17:15:00,4
6059,2020,Dispatched,2026-05-02 20:59:02.758599,4
6060,2020,Delivered,2026-05-05 04:18:02.207357,4
6061,2021,Created,2026-05-02 13:00:00,1
6062,2021,Dispatched,2026-05-02 19:46:08.397094,1
6063,2021,Delivered,2026-05-03 09:49:35.129336,1
6064,2022,Created,2026-05-02 07:45:00,3
6065,2022,Dispatched,2026-05-02 12:14:30.530969,3
6066,2022,Delivered,2026-05-03 12:19:33.127752,3
6067,2023,Created,2026-05-02 17:30:00,5
6068,2023,Dispatched,2026-05-02 21:37:47.898324,5
6069,2023,Delivered,2026-05-05 08:16:31.205511,5
6070,2024,Created,2026-05-02 11:00:00,6
6071,2024,Dispatched,2026-05-02 17:10:44.695990,6
6072,2024,Delivered,2026-05-03 08:21:24.345796,6
6073,2025,Created,2026-05-02 10:45:00,3
6074,2025,Dispatched,2026-05-02 16:00:26.460821,3
6075,2025,Delivered,2026-05-03 01:03:49.159742,3
6076,2026,Created,2026-05-03 11:00:00,3
6077,2026,Dispatched,2026-05-03 13:37:00.854732,3
6078,2026,Delivered,2026-05-06 05:13:19.398468,3
6079,2027,Created,2026-05-03 07:00:00,6
6080,2027,Dispatched,2026-05-03 12:53:16.123678,6
6081,2027,Delivered,2026-05-06 05:22:58.651608,6
6082,2028,Created,2026-05-03 18:45:00,2
6083,2028,Dispatched,2026-05-03 23:41:54.535709,2
6084,2028,Delivered,2026-05-06 04:42:45.421422,2
6085,2029,Created,2026-05-03 16:15:00,2
6086,2029,Dispatched,2026-05-03 22:22:49.536822,2
6087,2029,Delivered,2026-05-03 16:31:25.981801,2
6088,2030,Created,2026-05-03 18:45:00,1
6089,2030,Dispatched,2026-05-03 20:02:14.259712,1
6090,2030,Delivered,2026-05-06 17:34:15.454843,1
6091,2031,Created,2026-05-03 14:45:00,6
6092,2031,Dispatched,2026-05-03 21:18:00.790669,6
6093,2031,Delivered,2026-05-04 14:03:06.411030,6
6094,2032,Created,2026-05-03 15:30:00,1
6095,2032,Dispatched,2026-05-03 18:39:39.189606,1
6096,2032,Delivered,2026-05-04 09:03:58.898784,1
6097,2033,Created,2026-05-03 07:15:00,2
6098,2033,Dispatched,2026-05-03 11:20:26.675037,2
6099,2033,Delivered,2026-05-03 03:59:11.399157,2
6100,2034,Created,2026-05-03 16:30:00,5
6101,2034,Dispatched,2026-05-03 22:37:16.101847,5
6102,2034,Delivered,2026-05-05 15:43:37.053472,5
6103,2035,Created,2026-05-03 08:45:00,1
6104,2035,Dispatched,2026-05-03 10:40:46.926836,1
6105,2035,Delivered,2026-05-06 05:17:46.038587,1
6106,2036,Created,2026-05-03 10:15:00,1
6107,2036,Dispatched,2026-05-03 11:34:10.039541,1
6108,2036,Delivered,2026-05-04 01:56:48.736979,1
6109,2037,Created,2026-05-03 18:15:00,6
6110,2037,Dispatched,2026-05-03 21:36:02.166604,6
6111,2037,Delivered,2026-05-04 02:52:15.958172,6
6112,2038,Created,2026-05-03 12:15:00,1
6113,2038,Dispatched,2026-05-03 19:03:23.079366,1
6114,2038,Delivered,2026-05-04 12:41:50.248145,1
6115,2039,Created,2026-05-03 16:15:00,3
