SalesLineID,DateKey,ProductKey,CustomerKey,StoreKey,Quantity,DiscountPct,Revenue,Cost,GrossProfit,ProductName,Category,Subcategory,Brand,UnitCost,CustomerName,Region,Segment,City,StoreName,StoreRegion,Manager,Date,Year,MonthNumber,Month,Quarter,DayName
492,20240226,56,1414,9,4,0.0,642.44,335.92,306.52,Product 056,Snacks,Snacks Group 1,Brand 12,83.98,Customer 1414,South,Consumer,City 23,Store 09,North,Manager 02,2024-02-26,2024,2,Feb,1,Monday
493,20250131,115,972,15,1,0.1,259.18,148.24,110.94,Product 115,Beverages,Beverages Group 4,Brand 11,148.24,Customer 0972,West,Consumer,City 13,Store 15,East,Manager 08,2025-01-31,2025,1,Jan,1,Friday
494,20250730,92,2199,15,1,0.0,242.7,135.23,107.47,Product 092,Snacks,Snacks Group 1,Brand 03,135.23,Customer 2199,East,Corporate,City 40,Store 15,East,Manager 08,2025-07-30,2025,7,Jul,3,Wednesday
495,20240729,90,1900,11,1,0.0,37.14,21.33,15.81,Product 090,Office,Office Group 3,Brand 01,21.33,Customer 1900,West,Consumer,City 29,Store 11,East,Manager 04,2024-07-29,2024,7,Jul,3,Monday
496,20250915,102,275,13,3,0.0,764.94,452.52,312.42,Product 102,Office,Office Group 3,Brand 13,150.84,Customer 0275,East,Corporate,City 36,Store 13,North,Manager 06,2025-09-15,2025,9,Sep,3,Monday
497,20250108,107,48,17,1,0.05,46.89,27.29,19.6,Product 107,Electronics,Electronics Group 4,Brand 03,27.29,Customer 0048,West,Consumer,City 01,Store 17,North,Manager 02,2025-01-08,2025,1,Jan,1,Wednesday
498,20240804,79,2245,24,3,0.0,1112.65,499.68,612.97,Product 079,Beverages,Beverages Group 4,Brand 05,166.56,Customer 2245,North,Consumer,City 38,Store 24,West,Manager 01,2024-08-04,2024,8,Aug,3,Sunday
499,20250804,90,2561,14,1,0.1,33.78,21.33,12.45,Product 090,Office,Office Group 3,Brand 01,21.33,Customer 2561,North,Consumer,City 18,Store 14,South,Manager 07,2025-08-04,2025,8,Aug,3,Monday
500,20241219,84,2297,22,2,0.1,492.64,308.36,184.28,Product 084,Office,Office Group 1,Brand 10,154.18,Customer 2297,North,Corporate,City 42,Store 22,South,Manager 07,2024-12-19,2024,12,Dec,4,Thursday
501,20241119,114,510,6,2,0.0,329.76,203.24,126.52,Product 114,Office,Office Group 3,Brand 10,101.62,Customer 0510,South,Corporate,City 31,Store 06,South,Manager 07,2024-11-19,2024,11,Nov,4,Tuesday
502,20251228,114,3409,15,2,0.0,364.06,203.24,160.82,Product 114,Office,Office Group 3,Brand 10,101.62,Customer 3409,North,Consumer,City 02,Store 15,East,Manager 08,2025-12-28,2025,12,Dec,4,Sunday
503,20251002,109,1161,7,4,0.0,117.99,71.76,46.23,Product 109,Beverages,Beverages Group 2,Brand 05,17.94,Customer 1161,North,SMB,City 10,Store 07,East,Manager 08,2025-10-02,2025,10,Oct,4,Thursday
504,20241014,96,668,7,3,0.0,98.69,47.94,50.75,Product 096,Office,Office Group 1,Brand 07,15.98,Customer 0668,West,Consumer,City 45,Store 07,East,Manager 08,2024-10-14,2024,10,Oct,4,Monday
505,20241212,19,3734,15,1,0.15,37.82,30.62,7.2,Product 019,Beverages,Beverages Group 4,Brand 05,30.62,Customer 3734,South,Consumer,City 39,Store 15,East,Manager 08,2024-12-12,2024,12,Dec,4,Thursday
506,20250822,68,3799,8,3,0.1,616.96,311.7,305.26,Product 068,Snacks,Snacks Group 1,Brand 09,103.9,Customer 3799,East,Consumer,City 08,Store 08,West,Manager 01,2025-08-22,2025,8,Aug,3,Friday
507,20240217,26,2996,5,2,0.1,446.84,252.54,194.3,Product 026,Snacks,Snacks Group 3,Brand 12,126.27,Customer 2996,West,Consumer,City 21,Store 05,North,Manager 06,2024-02-17,2024,2,Feb,1,Saturday
508,20240512,66,867,23,1,0.0,39.5,20.55,18.95,Product 066,Office,Office Group 3,Brand 07,20.55,Customer 0867,East,SMB,City 04,Store 23,East,Manager 08,2024-05-12,2024,5,May,2,Sunday
509,20240827,22,3437,5,1,0.0,6.69,4.19,2.5,Product 022,Personal Care,Personal Care Group 3,Brand 08,4.19,Customer 3437,North,Consumer,City 30,Store 05,North,Manager 06,2024-08-27,2024,8,Aug,3,Tuesday
510,20240703,66,3441,7,1,0.0,45.02,20.55,24.47,Product 066,Office,Office Group 3,Brand 07,20.55,Customer 3441,North,SMB,City 34,Store 07,East,Manager 08,2024-07-03,2024,7,Jul,3,Wednesday
511,20250320,56,1990,7,1,0.0,166.66,83.98,82.68,Product 056,Snacks,Snacks Group 1,Brand 12,83.98,Customer 1990,South,Consumer,City 23,Store 07,East,Manager 08,2025-03-20,2025,3,Mar,1,Thursday
512,20240828,71,3747,17,2,0.05,573.74,308.52,265.22,Product 071,Electronics,Electronics Group 4,Brand 12,154.26,Customer 3747,East,Consumer,City 04,Store 17,North,Manager 02,2024-08-28,2024,8,Aug,3,Wednesday
513,20240703,27,7,19,1,0.0,157.53,83.47,74.06,Product 027,Household,Household Group 4,Brand 13,83.47,Customer 0007,East,Consumer,City 08,Store 19,East,Manager 04,2024-07-03,2024,7,Jul,3,Wednesday
514,20250107,74,3649,20,2,0.0,561.65,256.3,305.35,Product 074,Snacks,Snacks Group 3,Brand 15,128.15,Customer 3649,North,Consumer,City 02,Store 20,West,Manager 05,2025-01-07,2025,1,Jan,1,Tuesday
515,20251012,3,75,15,2,0.05,84.97,53.1,31.87,Product 003,Household,Household Group 4,Brand 04,26.55,Customer 0075,East,SMB,City 28,Store 15,East,Manager 08,2025-10-12,2025,10,Oct,4,Sunday
516,20240425,40,1836,21,2,0.0,301.55,180.32,121.23,Product 040,Personal Care,Personal Care Group 1,Brand 11,90.16,Customer 1836,West,SMB,City 13,Store 21,North,Manager 06,2024-04-25,2024,4,Apr,2,Thursday
517,20240905,77,3211,2,4,0.1,642.78,350.48,292.3,Product 077,Electronics,Electronics Group 2,Brand 03,87.62,Customer 3211,East,Consumer,City 44,Store 02,South,Manager 03,2024-09-05,2024,9,Sep,3,Thursday
518,20240829,57,186,15,2,0.05,284.09,156.08,128.01,Product 057,Household,Household Group 2,Brand 13,78.04,Customer 0186,South,Consumer,City 43,Store 15,East,Manager 08,2024-08-29,2024,8,Aug,3,Thursday
519,20250519,120,549,20,1,0.0,15.56,8.98,6.58,Product 120,Office,Office Group 1,Brand 01,8.98,Customer 0549,North,SMB,City 22,Store 20,West,Manager 05,2025-05-19,2025,5,May,2,Monday
520,20250726,108,801,6,2,0.0,209.91,144.62,65.29,Product 108,Office,Office Group 1,Brand 04,72.31,Customer 0801,North,Consumer,City 34,Store 06,South,Manager 07,2025-07-26,2025,7,Jul,3,Saturday
521,20250130,64,2853,2,1,0.0,280.64,139.12,141.52,Product 064,Personal Care,Personal Care Group 1,Brand 05,139.12,Customer 2853,North,Consumer,City 22,Store 02,South,Manager 03,2025-01-30,2025,1,Jan,1,Thursday
522,20250531,55,756,21,2,0.0,328.88,214.14,114.74,Product 055,Beverages,Beverages Group 4,Brand 11,107.07,Customer 0756,West,Consumer,City 37,Store 21,North,Manager 06,2025-05-31,2025,5,May,2,Saturday
523,20250420,93,2571,3,3,0.0,782.11,530.52,251.59,Product 093,Household,Household Group 2,Brand 04,176.84,Customer 2571,East,Consumer,City 28,Store 03,East,Manager 04,2025-04-20,2025,4,Apr,2,Sunday
524,20250130,80,843,9,1,0.0,244.06,118.39,125.67,Product 080,Snacks,Snacks Group 1,Brand 06,118.39,Customer 0843,East,Consumer,City 28,Store 09,North,Manager 02,2025-01-30,2025,1,Jan,1,Thursday
525,20240114,118,2405,22,1,0.15,303.05,171.58,131.47,Product 118,Personal Care,Personal Care Group 3,Brand 14,171.58,Customer 2405,North,Consumer,City 06,Store 22,South,Manager 07,2024-01-14,2024,1,Jan,1,Sunday
526,20241220,20,3822,19,1,0.15,65.92,39.58,26.34,Product 020,Snacks,Snacks Group 1,Brand 06,39.58,Customer 3822,South,SMB,City 31,Store 19,East,Manager 04,2024-12-20,2024,12,Dec,4,Friday
527,20251105,30,408,20,1,0.1,69.52,40.0,29.52,Product 030,Office,Office Group 3,Brand 01,40.0,Customer 0408,West,Consumer,City 25,Store 20,West,Manager 05,2025-11-05,2025,11,Nov,4,Wednesday
528,20250423,118,1541,23,4,0.1,1220.0,686.32,533.68,Product 118,Personal Care,Personal Care Group 3,Brand 14,171.58,Customer 1541,North,Consumer,City 06,Store 23,East,Manager 08,2025-04-23,2025,4,Apr,2,Wednesday
529,20250414,111,1127,19,2,0.0,130.0,83.4,46.6,Product 111,Household,Household Group 4,Brand 07,41.7,Customer 1127,East,Consumer,City 24,Store 19,East,Manager 04,2025-04-14,2025,4,Apr,2,Monday
530,20251106,120,1661,21,3,0.1,43.71,26.94,16.77,Product 120,Office,Office Group 1,Brand 01,8.98,Customer 1661,North,SMB,City 30,Store 21,North,Manager 06,2025-11-06,2025,11,Nov,4,Thursday
531,20240122,54,2247,4,2,0.0,569.9,322.38,247.52,Product 054,Office,Office Group 3,Brand 10,161.19,Customer 2247,East,Corporate,City 40,Store 04,West,Manager 05,2024-01-22,2024,1,Jan,1,Monday
532,20250904,17,2953,3,3,0.0,254.42,133.05,121.37,Product 017,Electronics,Electronics Group 2,Brand 03,44.35,Customer 2953,North,Consumer,City 26,Store 03,East,Manager 04,2025-09-04,2025,9,Sep,3,Thursday
533,20250119,13,950,12,1,0.1,216.52,135.87,80.65,Product 013,Beverages,Beverages Group 2,Brand 14,135.87,Customer 0950,South,SMB,City 39,Store 12,West,Manager 05,2025-01-19,2025,1,Jan,1,Sunday
534,20240916,6,2297,13,1,0.1,126.06,65.18,60.88,Product 006,Office,Office Group 3,Brand 07,65.18,Customer 2297,North,Corporate,City 42,Store 13,North,Manager 06,2024-09-16,2024,9,Sep,3,Monday
535,20250309,39,3682,11,5,0.0,193.99,105.75,88.24,Product 039,Household,Household Group 4,Brand 10,21.15,Customer 3682,South,Consumer,City 35,Store 11,East,Manager 04,2025-03-09,2025,3,Mar,1,Sunday
536,20240305,118,2164,2,2,0.0,572.2,343.16,229.04,Product 118,Personal Care,Personal Care Group 3,Brand 14,171.58,Customer 2164,West,SMB,City 05,Store 02,South,Manager 03,2024-03-05,2024,3,Mar,1,Tuesday
537,20250404,45,2890,22,3,0.0,651.95,432.54,219.41,Product 045,Household,Household Group 2,Brand 01,144.18,Customer 2890,South,Consumer,City 11,Store 22,South,Manager 07,2025-04-04,2025,4,Apr,2,Friday
538,20250527,33,2200,18,1,0.0,99.02,59.54,39.48,Product 033,Household,Household Group 2,Brand 04,59.54,Customer 2200,West,Consumer,City 41,Store 18,South,Manager 03,2025-05-27,2025,5,May,2,Tuesday
539,20240417,113,2932,9,2,0.0,102.02,57.34,44.68,Product 113,Electronics,Electronics Group 2,Brand 09,28.67,Customer 2932,West,SMB,City 05,Store 09,North,Manager 02,2024-04-17,2024,4,Apr,2,Wednesday
540,20251125,97,2279,1,1,0.0,101.33,47.25,54.08,Product 097,Beverages,Beverages Group 2,Brand 08,47.25,Customer 2279,East,Consumer,City 24,Store 01,North,Manager 02,2025-11-25,2025,11,Nov,4,Tuesday
541,20250225,45,2666,24,1,0.0,263.47,144.18,119.29,Product 045,Household,Household Group 2,Brand 01,144.18,Customer 2666,South,Consumer,City 27,Store 24,West,Manager 01,2025-02-25,2025,2,Feb,1,Tuesday
542,20250104,70,1490,20,1,0.0,380.73,174.05,206.68,Product 070,Personal Care,Personal Care Group 3,Brand 11,174.05,Customer 1490,South,Consumer,City 03,Store 20,West,Manager 05,2025-01-04,2025,1,Jan,1,Saturday
543,20250902,11,1355,2,2,0.1,53.5,33.04,20.46,Product 011,Electronics,Electronics Group 4,Brand 12,16.52,Customer 1355,East,Corporate,City 12,Store 02,South,Manager 03,2025-09-02,2025,9,Sep,3,Tuesday
544,20251020,64,3297,2,1,0.0,237.99,139.12,98.87,Product 064,Personal Care,Personal Care Group 1,Brand 05,139.12,Customer 3297,North,Consumer,City 34,Store 02,South,Manager 03,2025-10-20,2025,10,Oct,4,Monday
545,20241128,75,212,5,3,0.05,926.45,477.09,449.36,Product 075,Household,Household Group 4,Brand 01,159.03,Customer 0212,West,Consumer,City 21,Store 05,North,Manager 06,2024-11-28,2024,11,Nov,4,Thursday
546,20251116,23,2365,19,2,0.0,28.4,15.32,13.08,Product 023,Electronics,Electronics Group 4,Brand 09,7.66,Customer 2365,North,Corporate,City 14,Store 19,East,Manager 04,2025-11-16,2025,11,Nov,4,Sunday
547,20240913,14,3212,16,2,0.0,39.37,25.42,13.95,Product 014,Snacks,Snacks Group 3,Brand 15,12.71,Customer 3212,West,Consumer,City 45,Store 16,West,Manager 01,2024-09-13,2024,9,Sep,3,Friday
548,20250530,112,2475,18,1,0.05,56.43,33.58,22.85,Product 112,Personal Care,Personal Care Group 1,Brand 08,33.58,Customer 2475,East,Consumer,City 28,Store 18,South,Manager 03,2025-05-30,2025,5,May,2,Friday
549,20250417,27,3976,12,2,0.0,358.05,166.94,191.11,Product 027,Household,Household Group 4,Brand 13,83.47,Customer 3976,West,Consumer,City 41,Store 12,West,Manager 05,2025-04-17,2025,4,Apr,2,Thursday
550,20240522,60,3898,8,1,0.0,31.57,19.48,12.09,Product 060,Office,Office Group 1,Brand 01,19.48,Customer 3898,South,Consumer,City 11,Store 08,West,Manager 01,2024-05-22,2024,5,May,2,Wednesday
551,20250110,37,230,18,1,0.0,141.43,84.39,57.04,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 0230,South,Consumer,City 39,Store 18,South,Manager 03,2025-01-10,2025,1,Jan,1,Friday
552,20250810,101,1916,14,1,0.15,207.9,119.36,88.54,Product 101,Electronics,Electronics Group 2,Brand 12,119.36,Customer 1916,West,Consumer,City 45,Store 14,South,Manager 07,2025-08-10,2025,8,Aug,3,Sunday
553,20240520,83,3331,5,3,0.0,345.53,157.08,188.45,Product 083,Electronics,Electronics Group 4,Brand 09,52.36,Customer 3331,East,SMB,City 20,Store 05,North,Manager 06,2024-05-20,2024,5,May,2,Monday
554,20240328,87,692,4,3,0.0,425.51,195.63,229.88,Product 087,Household,Household Group 4,Brand 13,65.21,Customer 0692,West,Consumer,City 21,Store 04,West,Manager 05,2024-03-28,2024,3,Mar,1,Thursday
555,20250124,7,3700,9,5,0.05,1215.01,733.95,481.06,Product 007,Beverages,Beverages Group 4,Brand 08,146.79,Customer 3700,West,Consumer,City 05,Store 09,North,Manager 02,2025-01-24,2025,1,Jan,1,Friday
556,20240119,59,1245,17,2,0.1,289.6,171.7,117.9,Product 059,Electronics,Electronics Group 4,Brand 15,85.85,Customer 1245,North,Corporate,City 46,Store 17,North,Manager 02,2024-01-19,2024,1,Jan,1,Friday
557,20251016,12,291,14,1,0.05,222.42,112.31,110.11,Product 012,Office,Office Group 1,Brand 13,112.31,Customer 0291,East,SMB,City 04,Store 14,South,Manager 07,2025-10-16,2025,10,Oct,4,Thursday
558,20240707,53,2922,14,2,0.0,317.92,143.46,174.46,Product 053,Electronics,Electronics Group 2,Brand 09,71.73,Customer 2922,South,Consumer,City 43,Store 14,South,Manager 07,2024-07-07,2024,7,Jul,3,Sunday
559,20241227,17,2581,21,1,0.05,93.87,44.35,49.52,Product 017,Electronics,Electronics Group 2,Brand 03,44.35,Customer 2581,North,Consumer,City 38,Store 21,North,Manager 06,2024-12-27,2024,12,Dec,4,Friday
560,20240820,41,3728,2,1,0.0,204.62,98.85,105.77,Product 041,Electronics,Electronics Group 2,Brand 12,98.85,Customer 3728,West,SMB,City 33,Store 02,South,Manager 03,2024-08-20,2024,8,Aug,3,Tuesday
561,20250914,118,3366,13,2,0.0,622.97,343.16,279.81,Product 118,Personal Care,Personal Care Group 3,Brand 14,171.58,Customer 3366,South,Consumer,City 07,Store 13,North,Manager 06,2025-09-14,2025,9,Sep,3,Sunday
562,20251227,77,1012,21,1,0.05,139.44,87.62,51.82,Product 077,Electronics,Electronics Group 2,Brand 03,87.62,Customer 1012,West,Consumer,City 05,Store 21,North,Manager 06,2025-12-27,2025,12,Dec,4,Saturday
563,20250823,11,951,3,2,0.0,49.84,33.04,16.8,Product 011,Electronics,Electronics Group 4,Brand 12,16.52,Customer 0951,East,Consumer,City 40,Store 03,East,Manager 04,2025-08-23,2025,8,Aug,3,Saturday
564,20251215,31,686,12,1,0.0,184.83,82.26,102.57,Product 031,Beverages,Beverages Group 4,Brand 02,82.26,Customer 0686,South,Consumer,City 15,Store 12,West,Manager 05,2025-12-15,2025,12,Dec,4,Monday
565,20240114,81,3045,16,5,0.0,87.79,58.45,29.34,Product 081,Household,Household Group 2,Brand 07,11.69,Customer 3045,North,Corporate,City 22,Store 16,West,Manager 01,2024-01-14,2024,1,Jan,1,Sunday
566,20240412,3,1014,18,3,0.0,124.94,79.65,45.29,Product 003,Household,Household Group 4,Brand 04,26.55,Customer 1014,South,SMB,City 07,Store 18,South,Manager 03,2024-04-12,2024,4,Apr,2,Friday
567,20241208,20,3380,1,2,0.0,121.71,79.16,42.55,Product 020,Snacks,Snacks Group 1,Brand 06,39.58,Customer 3380,West,Consumer,City 21,Store 01,North,Manager 02,2024-12-08,2024,12,Dec,4,Sunday
568,20240222,8,2726,18,2,0.0,298.52,151.86,146.66,Product 008,Snacks,Snacks Group 1,Brand 09,75.93,Customer 2726,South,Consumer,City 39,Store 18,South,Manager 03,2024-02-22,2024,2,Feb,1,Thursday
569,20250114,88,1409,4,1,0.0,26.91,11.97,14.94,Product 088,Personal Care,Personal Care Group 1,Brand 14,11.97,Customer 1409,North,Consumer,City 18,Store 04,West,Manager 05,2025-01-14,2025,1,Jan,1,Tuesday
570,20251223,7,658,12,1,0.15,249.57,146.79,102.78,Product 007,Beverages,Beverages Group 4,Brand 08,146.79,Customer 0658,South,Consumer,City 35,Store 12,West,Manager 05,2025-12-23,2025,12,Dec,4,Tuesday
571,20240611,12,3624,3,3,0.0,721.28,336.93,384.35,Product 012,Office,Office Group 1,Brand 13,112.31,Customer 3624,West,Corporate,City 25,Store 03,East,Manager 04,2024-06-11,2024,6,Jun,2,Tuesday
572,20240714,60,1783,17,1,0.0,31.3,19.48,11.82,Product 060,Office,Office Group 1,Brand 01,19.48,Customer 1783,East,Consumer,City 08,Store 17,North,Manager 02,2024-07-14,2024,7,Jul,3,Sunday
573,20240720,16,2826,8,2,0.0,613.84,274.28,339.56,Product 016,Personal Care,Personal Care Group 1,Brand 02,137.14,Customer 2826,South,Consumer,City 43,Store 08,West,Manager 01,2024-07-20,2024,7,Jul,3,Saturday
574,20241001,91,2496,17,1,0.0,68.79,41.28,27.51,Product 091,Beverages,Beverages Group 4,Brand 02,41.28,Customer 2496,West,Consumer,City 01,Store 17,North,Manager 02,2024-10-01,2024,10,Oct,4,Tuesday
575,20240218,35,153,10,2,0.1,533.17,308.74,224.43,Product 035,Electronics,Electronics Group 4,Brand 06,154.37,Customer 0153,North,Consumer,City 10,Store 10,South,Manager 03,2024-02-18,2024,2,Feb,1,Sunday
576,20250101,73,3872,3,5,0.05,107.89,56.9,50.99,Product 073,Beverages,Beverages Group 2,Brand 14,11.38,Customer 3872,West,SMB,City 33,Store 03,East,Manager 04,2025-01-01,2025,1,Jan,1,Wednesday
577,20240923,51,546,15,1,0.1,217.42,138.66,78.76,Product 051,Household,Household Group 4,Brand 07,138.66,Customer 0546,South,Consumer,City 19,Store 15,East,Manager 08,2024-09-23,2024,9,Sep,3,Monday
578,20250217,66,2734,19,2,0.1,57.51,41.1,16.41,Product 066,Office,Office Group 3,Brand 07,20.55,Customer 2734,South,SMB,City 47,Store 19,East,Manager 04,2025-02-17,2025,2,Feb,1,Monday
579,20240529,80,1484,5,1,0.1,239.48,118.39,121.09,Product 080,Snacks,Snacks Group 1,Brand 06,118.39,Customer 1484,West,Corporate,City 45,Store 05,North,Manager 06,2024-05-29,2024,5,May,2,Wednesday
580,20240621,9,3995,22,1,0.0,261.48,133.95,127.53,Product 009,Household,Household Group 2,Brand 10,133.95,Customer 3995,East,SMB,City 12,Store 22,South,Manager 07,2024-06-21,2024,6,Jun,2,Friday
581,20241026,107,2914,9,5,0.0,252.32,136.45,115.87,Product 107,Electronics,Electronics Group 4,Brand 03,27.29,Customer 2914,South,Consumer,City 35,Store 09,North,Manager 02,2024-10-26,2024,10,Oct,4,Saturday
582,20240209,6,1057,15,2,0.05,208.45,130.36,78.09,Product 006,Office,Office Group 3,Brand 07,65.18,Customer 1057,North,Consumer,City 02,Store 15,East,Manager 08,2024-02-09,2024,2,Feb,1,Friday
583,20251115,24,2082,23,1,0.0,247.04,166.84,80.2,Product 024,Office,Office Group 1,Brand 10,166.84,Customer 2082,South,SMB,City 19,Store 23,East,Manager 08,2025-11-15,2025,11,Nov,4,Saturday
584,20250523,91,2168,11,1,0.2,60.66,41.28,19.38,Product 091,Beverages,Beverages Group 4,Brand 02,41.28,Customer 2168,West,Consumer,City 09,Store 11,East,Manager 04,2025-05-23,2025,5,May,2,Friday
585,20240313,50,1786,22,1,0.15,192.24,121.94,70.3,Product 050,Snacks,Snacks Group 3,Brand 06,121.94,Customer 1786,South,Consumer,City 11,Store 22,South,Manager 07,2024-03-13,2024,3,Mar,1,Wednesday
586,20241015,62,2001,5,1,0.0,335.98,157.87,178.11,Product 062,Snacks,Snacks Group 3,Brand 03,157.87,Customer 2001,North,SMB,City 34,Store 05,North,Manager 06,2024-10-15,2024,10,Oct,4,Tuesday
587,20241031,9,1928,22,1,0.0,265.53,133.95,131.58,Product 009,Household,Household Group 2,Brand 10,133.95,Customer 1928,West,SMB,City 09,Store 22,South,Manager 07,2024-10-31,2024,10,Oct,4,Thursday
588,20250331,66,2204,6,1,0.0,38.74,20.55,18.19,Product 066,Office,Office Group 3,Brand 07,20.55,Customer 2204,West,Consumer,City 45,Store 06,South,Manager 07,2025-03-31,2025,3,Mar,1,Monday
589,20250117,67,3220,4,3,0.05,897.54,428.82,468.72,Product 067,Beverages,Beverages Group 4,Brand 08,142.94,Customer 3220,West,SMB,City 05,Store 04,West,Manager 05,2025-01-17,2025,1,Jan,1,Friday
590,20250214,100,1247,24,1,0.0,277.14,153.71,123.43,Product 100,Personal Care,Personal Care Group 1,Brand 11,153.71,Customer 1247,East,Consumer,City 48,Store 24,West,Manager 01,2025-02-14,2025,2,Feb,1,Friday
591,20240317,22,144,23,2,0.0,15.41,8.38,7.03,Product 022,Personal Care,Personal Care Group 3,Brand 08,4.19,Customer 0144,West,Corporate,City 01,Store 23,East,Manager 08,2024-03-17,2024,3,Mar,1,Sunday
592,20250720,37,2448,23,3,0.05,418.32,253.17,165.15,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 2448,West,Consumer,City 01,Store 23,East,Manager 08,2025-07-20,2025,7,Jul,3,Sunday
593,20250330,37,685,7,2,0.0,273.31,168.78,104.53,Product 037,Beverages,Beverages Group 2,Brand 08,84.39,Customer 0685,North,Consumer,City 14,Store 07,East,Manager 08,2025-03-30,2025,3,Mar,1,Sunday
594,20251207,102,2179,13,2,0.0,575.47,301.68,273.79,Product 102,Office,Office Group 3,Brand 13,150.84,Customer 2179,East,Consumer,City 20,Store 13,North,Manager 06,2025-12-07,2025,12,Dec,4,Sunday
595,20240214,43,3413,2,2,0.15,293.48,214.98,78.5,Product 043,Beverages,Beverages Group 4,Brand 14,107.49,Customer 3413,North,Consumer,City 06,Store 02,South,Manager 03,2024-02-14,2024,2,Feb,1,Wednesday
596,20250130,56,2813,24,3,0.05,493.8,251.94,241.86,Product 056,Snacks,Snacks Group 1,Brand 12,83.98,Customer 2813,North,Corporate,City 30,Store 24,West,Manager 01,2025-01-30,2025,1,Jan,1,Thursday
597,20250214,48,1684,9,2,0.0,507.97,233.58,274.39,Product 048,Office,Office Group 1,Brand 04,116.79,Customer 1684,West,Corporate,City 05,Store 09,North,Manager 02,2025-02-14,2025,2,Feb,1,Friday
598,20240902,66,2642,8,1,0.05,43.78,20.55,23.23,Product 066,Office,Office Group 3,Brand 07,20.55,Customer 2642,South,Corporate,City 03,Store 08,West,Manager 01,2024-09-02,2024,9,Sep,3,Monday
599,20250123,94,3948,1,1,0.05,122.97,61.93,61.04,Product 094,Personal Care,Personal Care Group 3,Brand 05,61.93,Customer 3948,West,Consumer,City 13,Store 01,North,Manager 02,2025-01-23,2025,1,Jan,1,Thursday
600,20240802,92,2281,20,4,0.0,1130.73,540.92,589.81,Product 092,Snacks,Snacks Group 1,Brand 03,135.23,Customer 2281,North,SMB,City 26,Store 20,West,Manager 05,2024-08-02,2024,8,Aug,3,Friday
601,20251222,43,2496,15,2,0.0,460.31,214.98,245.33,Product 043,Beverages,Beverages Group 4,Brand 14,107.49,Customer 2496,West,Consumer,City 01,Store 15,East,Manager 08,2025-12-22,2025,12,Dec,4,Monday
602,20250628,46,3050,15,3,0.15,820.18,496.68,323.5,Product 046,Personal Care,Personal Care Group 3,Brand 02,165.56,Customer 3050,South,SMB,City 27,Store 15,East,Manager 08,2025-06-28,2025,6,Jun,2,Saturday
603,20250327,116,1268,17,3,0.0,89.88,44.55,45.33,Product 116,Snacks,Snacks Group 1,Brand 12,14.85,Customer 1268,West,Corporate,City 21,Store 17,North,Manager 02,2025-03-27,2025,3,Mar,1,Thursday
604,20240316,57,337,6,2,0.0,331.65,156.08,175.57,Product 057,Household,Household Group 2,Brand 13,78.04,Customer 0337,North,Consumer,City 02,Store 06,South,Manager 07,2024-03-16,2024,3,Mar,1,Saturday
605,20251119,36,1096,12,1,0.0,83.87,50.44,33.43,Product 036,Office,Office Group 1,Brand 07,50.44,Customer 1096,West,Consumer,City 41,Store 12,West,Manager 05,2025-11-19,2025,11,Nov,4,Wednesday
606,20250419,25,889,14,1,0.15,232.42,128.02,104.4,Product 025,Beverages,Beverages Group 2,Brand 11,128.02,Customer 0889,North,SMB,City 26,Store 14,South,Manager 07,2025-04-19,2025,4,Apr,2,Saturday
607,20251005,61,1745,5,1,0.0,61.64,35.55,26.09,Product 061,Beverages,Beverages Group 2,Brand 02,35.55,Customer 1745,North,Consumer,City 18,Store 05,North,Manager 06,2025-10-05,2025,10,Oct,4,Sunday
608,20240803,79,1896,14,1,0.2,265.41,166.56,98.85,Product 079,Beverages,Beverages Group 4,Brand 05,166.56,Customer 1896,West,Consumer,City 25,Store 14,South,Manager 07,2024-08-03,2024,8,Aug,3,Saturday
609,20240305,46,586,14,3,0.0,988.52,496.68,491.84,Product 046,Personal Care,Personal Care Group 3,Brand 02,165.56,Customer 0586,South,Consumer,City 11,Store 14,South,Manager 07,2024-03-05,2024,3,Mar,1,Tuesday
610,20250322,88,3035,22,1,0.0,22.49,11.97,10.52,Product 088,Personal Care,Personal Care Group 1,Brand 14,11.97,Customer 3035,East,Consumer,City 12,Store 22,South,Manager 07,2025-03-22,2025,3,Mar,1,Saturday
611,20250809,109,2088,17,1,0.1,33.67,17.94,15.73,Product 109,Beverages,Beverages Group 2,Brand 05,17.94,Customer 2088,West,Consumer,City 25,Store 17,North,Manager 02,2025-08-09,2025,8,Aug,3,Saturday
612,20250325,39,374,1,3,0.05,93.24,63.45,29.79,Product 039,Household,Household Group 4,Brand 10,21.15,Customer 0374,South,Corporate,City 39,Store 01,North,Manager 02,2025-03-25,2025,3,Mar,1,Tuesday
613,20250411,86,2772,15,1,0.0,38.59,26.33,12.26,Product 086,Snacks,Snacks Group 3,Brand 12,26.33,Customer 2772,West,SMB,City 37,Store 15,East,Manager 08,2025-04-11,2025,4,Apr,2,Friday
614,20241128,39,1319,22,2,0.1,74.1,42.3,31.8,Product 039,Household,Household Group 4,Brand 10,21.15,Customer 1319,East,Consumer,City 24,Store 22,South,Manager 07,2024-11-28,2024,11,Nov,4,Thursday
