AppointmentID,AppointmentDate,AppointmentTime,BookingDate,CustomerID,StaffID,ServiceID,Status,BookingChannel,DiscountPct,NetRevenue,BookedMinutes
A00566,2026-03-25,14:00,2026-03-05,C170,ST02,SV03,Completed,Phone,0.05,109.25,120
A00567,2026-03-25,18:30,2026-03-25,C060,ST04,SV06,Completed,Phone,0,48,75
A00568,2026-03-25,11:30,2026-03-24,C002,ST01,SV08,Cancelled,Walk-in,0,0,30
A00569,2026-03-25,15:30,2026-03-25,C010,ST03,SV07,Completed,Walk-in,0,70,60
A00570,2026-03-25,18:00,2026-03-07,C041,ST05,SV05,Completed,Walk-in,0.05,28.5,45
A00571,2026-03-26,10:30,2026-03-24,C036,ST04,SV04,Completed,Phone,0.05,137.75,150
A00572,2026-03-26,09:00,2026-03-13,C120,ST01,SV08,Completed,Walk-in,0,25,30
A00573,2026-03-26,10:00,2026-03-20,C125,ST03,SV08,No-show,Phone,0,0,30
A00574,2026-03-26,10:00,2026-03-07,C057,ST03,SV08,Cancelled,Online,0.1,0,30
A00575,2026-03-26,14:30,2026-03-21,C031,ST01,SV04,Completed,Phone,0,145,150
A00576,2026-03-26,10:00,2026-03-16,C132,ST02,SV02,Completed,Phone,0,32,40
A00577,2026-03-26,11:30,2026-03-22,C147,ST04,SV04,Completed,Online,0,145,150
A00578,2026-03-26,15:00,2026-03-24,C025,ST01,SV08,Completed,Online,0.1,22.5,30
A00579,2026-03-27,16:30,2026-03-22,C067,ST01,SV06,Completed,Walk-in,0,48,75
A00580,2026-03-27,10:00,2026-03-07,C094,ST05,SV02,Completed,Phone,0,32,40
A00581,2026-03-27,10:30,2026-03-22,C161,ST01,SV04,Completed,Walk-in,0,145,150
A00582,2026-03-27,14:00,2026-03-17,C081,ST04,SV03,Completed,Online,0.05,109.25,120
A00583,2026-03-27,14:00,2026-03-18,C083,ST01,SV04,Completed,Online,0.05,137.75,150
A00584,2026-03-27,13:30,2026-03-09,C008,ST03,SV08,Cancelled,Walk-in,0.05,0,30
A00585,2026-03-28,18:30,2026-03-17,C016,ST01,SV05,Completed,Walk-in,0,30,45
A00586,2026-03-28,10:00,2026-03-24,C026,ST03,SV05,Completed,Online,0,30,45
A00587,2026-03-28,10:00,2026-03-10,C135,ST03,SV03,Completed,Walk-in,0.1,103.5,120
A00588,2026-03-28,09:00,2026-03-14,C175,ST03,SV03,Completed,Online,0,115,120
A00589,2026-03-28,13:30,2026-03-25,C155,ST02,SV08,Cancelled,Walk-in,0,0,30
A00590,2026-03-28,09:00,2026-03-11,C020,ST03,SV04,Cancelled,Phone,0,0,150
A00591,2026-03-28,10:00,2026-03-09,C170,ST01,SV01,Cancelled,Online,0,0,60
A00592,2026-03-28,11:00,2026-03-11,C011,ST05,SV02,Completed,Walk-in,0,32,40
A00593,2026-03-28,18:00,2026-03-26,C127,ST03,SV04,Cancelled,Online,0,0,150
A00594,2026-03-28,15:00,2026-03-09,C078,ST04,SV02,Completed,Online,0,32,40
A00595,2026-03-28,10:00,2026-03-18,C034,ST04,SV04,Completed,Walk-in,0,145,150
A00596,2026-03-30,17:00,2026-03-18,C147,ST05,SV05,Completed,Walk-in,0.05,28.5,45
A00597,2026-03-30,13:00,2026-03-27,C169,ST05,SV03,Completed,Phone,0,115,120
A00598,2026-03-30,11:00,2026-03-15,C100,ST02,SV08,Cancelled,Phone,0,0,30
A00599,2026-03-30,10:00,2026-03-30,C043,ST02,SV03,Completed,Walk-in,0.05,109.25,120
A00600,2026-03-30,16:30,2026-03-12,C156,ST03,SV08,Completed,Online,0,25,30
A00601,2026-03-30,16:00,2026-03-17,C033,ST01,SV02,Completed,Phone,0,32,40
A00602,2026-03-30,11:30,2026-03-12,C140,ST02,SV04,Completed,Phone,0,145,150
A00603,2026-03-30,14:00,2026-03-23,C101,ST03,SV08,Completed,Walk-in,0.05,23.75,30
A00604,2026-03-30,09:30,2026-03-29,C105,ST03,SV07,Completed,Phone,0,70,60
A00605,2026-03-30,11:30,2026-03-21,C175,ST04,SV07,Completed,Walk-in,0,70,60
A00606,2026-03-31,14:30,2026-03-28,C151,ST03,SV06,Completed,Phone,0,48,75
A00607,2026-03-31,10:00,2026-03-29,C045,ST05,SV04,Completed,Online,0,145,150
A00608,2026-03-31,17:00,2026-03-20,C007,ST04,SV01,Completed,Phone,0,55,60
A00609,2026-03-31,12:30,2026-03-31,C045,ST05,SV05,No-show,Walk-in,0,0,45
A00610,2026-03-31,09:30,2026-03-20,C065,ST04,SV01,Cancelled,Walk-in,0,0,60
A00611,2026-03-31,15:00,2026-03-24,C086,ST03,SV01,Completed,Phone,0,55,60
A00612,2026-03-31,16:30,2026-03-27,C006,ST03,SV05,Completed,Online,0,30,45
A00613,2026-03-31,16:30,2026-03-29,C165,ST05,SV08,Completed,Phone,0,25,30
A00614,2026-03-31,11:30,2026-03-26,C072,ST03,SV06,Completed,Online,0,48,75
A00615,2026-03-31,14:00,2026-03-12,C094,ST03,SV02,Cancelled,Phone,0,0,40
A00616,2026-03-31,16:30,2026-03-13,C121,ST02,SV07,Completed,Online,0.05,66.5,60
A00617,2026-04-01,11:00,2026-03-22,C113,ST02,SV05,Completed,Phone,0.05,28.5,45
A00618,2026-04-01,15:00,2026-04-01,C128,ST01,SV02,Completed,Phone,0,32,40
A00619,2026-04-01,13:00,2026-03-13,C099,ST03,SV05,Completed,Walk-in,0,30,45
A00620,2026-04-01,09:00,2026-03-15,C036,ST02,SV05,Completed,Walk-in,0,30,45
A00621,2026-04-01,10:00,2026-03-19,C073,ST03,SV07,Completed,Phone,0,70,60
A00622,2026-04-01,10:00,2026-03-17,C017,ST05,SV02,Completed,Walk-in,0,32,40
A00623,2026-04-01,09:00,2026-03-17,C139,ST03,SV04,No-show,Walk-in,0,0,150
A00624,2026-04-01,11:30,2026-03-20,C004,ST01,SV01,Completed,Walk-in,0,55,60
A00625,2026-04-01,16:30,2026-03-19,C152,ST03,SV04,Completed,Phone,0,145,150
A00626,2026-04-02,12:00,2026-03-25,C107,ST04,SV06,Completed,Online,0,48,75
A00627,2026-04-02,17:00,2026-03-16,C102,ST04,SV01,Completed,Online,0,55,60
A00628,2026-04-02,10:00,2026-03-18,C138,ST02,SV04,Completed,Walk-in,0,145,150
A00629,2026-04-02,12:30,2026-03-25,C089,ST02,SV05,Completed,Phone,0,30,45
A00630,2026-04-02,18:00,2026-03-25,C050,ST04,SV04,Cancelled,Phone,0,0,150
A00631,2026-04-02,13:30,2026-03-29,C175,ST03,SV06,Cancelled,Walk-in,0.05,0,75
A00632,2026-04-02,17:00,2026-04-02,C005,ST02,SV07,Cancelled,Phone,0.1,0,60
A00633,2026-04-02,18:30,2026-03-20,C083,ST02,SV04,Completed,Phone,0.05,137.75,150
A00634,2026-04-02,13:00,2026-03-23,C125,ST02,SV03,Completed,Online,0.1,103.5,120
A00635,2026-04-02,18:30,2026-04-01,C154,ST05,SV04,Completed,Phone,0,145,150
A00636,2026-04-02,12:30,2026-03-23,C085,ST03,SV03,Completed,Phone,0,115,120
A00637,2026-04-03,18:00,2026-03-29,C010,ST04,SV07,Completed,Walk-in,0,70,60
A00638,2026-04-03,18:30,2026-03-18,C002,ST01,SV05,Completed,Online,0,30,45
A00639,2026-04-03,18:00,2026-04-02,C024,ST03,SV01,Completed,Phone,0,55,60
A00640,2026-04-03,15:30,2026-03-27,C161,ST04,SV07,Completed,Online,0,70,60
A00641,2026-04-03,12:00,2026-03-30,C175,ST01,SV03,Completed,Online,0,115,120
A00642,2026-04-04,13:30,2026-03-22,C119,ST02,SV02,No-show,Online,0,0,40
A00643,2026-04-04,16:00,2026-03-31,C145,ST04,SV03,Completed,Online,0.1,103.5,120
A00644,2026-04-04,11:00,2026-03-21,C083,ST05,SV07,Completed,Online,0,70,60
A00645,2026-04-04,11:00,2026-04-04,C117,ST04,SV06,Completed,Walk-in,0,48,75
A00646,2026-04-04,14:30,2026-03-18,C111,ST01,SV02,Completed,Online,0,32,40
A00647,2026-04-04,17:00,2026-03-30,C004,ST05,SV02,Completed,Walk-in,0.05,30.4,40
A00648,2026-04-04,15:30,2026-03-29,C054,ST02,SV08,Completed,Walk-in,0,25,30
A00649,2026-04-04,17:30,2026-03-18,C022,ST05,SV01,Completed,Online,0.1,49.5,60
A00650,2026-04-04,14:00,2026-03-27,C011,ST02,SV03,Completed,Walk-in,0,115,120
A00651,2026-04-04,16:00,2026-03-16,C022,ST02,SV04,Completed,Walk-in,0,145,150
A00652,2026-04-06,11:30,2026-03-19,C072,ST04,SV04,Completed,Phone,0,145,150
A00653,2026-04-06,12:30,2026-03-21,C132,ST04,SV08,Completed,Phone,0,25,30
A00654,2026-04-06,14:00,2026-03-31,C167,ST03,SV04,Completed,Phone,0,145,150
A00655,2026-04-06,18:00,2026-03-29,C134,ST04,SV01,Completed,Phone,0,55,60
A00656,2026-04-06,10:30,2026-04-05,C075,ST05,SV02,Completed,Phone,0,32,40
A00657,2026-04-06,09:00,2026-03-27,C044,ST04,SV02,Completed,Phone,0.1,28.8,40
A00658,2026-04-06,16:00,2026-03-24,C168,ST04,SV07,Completed,Online,0,70,60
A00659,2026-04-06,09:30,2026-03-19,C022,ST05,SV02,Completed,Online,0,32,40
A00660,2026-04-06,10:30,2026-04-01,C154,ST04,SV07,Completed,Phone,0.05,66.5,60
A00661,2026-04-06,14:00,2026-03-30,C120,ST04,SV03,Completed,Walk-in,0.1,103.5,120
A00662,2026-04-07,17:00,2026-03-19,C011,ST01,SV01,Completed,Phone,0,55,60
A00663,2026-04-07,09:00,2026-03-25,C126,ST02,SV03,No-show,Online,0,0,120
A00664,2026-04-07,13:00,2026-04-04,C096,ST04,SV02,Cancelled,Phone,0,0,40
A00665,2026-04-07,10:00,2026-04-04,C174,ST05,SV02,Cancelled,Phone,0,0,40
A00666,2026-04-07,12:30,2026-03-18,C007,ST04,SV08,Cancelled,Phone,0,0,30
A00667,2026-04-07,12:30,2026-03-30,C010,ST03,SV07,Cancelled,Walk-in,0.05,0,60
A00668,2026-04-07,15:30,2026-03-17,C112,ST05,SV05,Completed,Phone,0.1,27.0,45
A00669,2026-04-08,16:00,2026-03-30,C119,ST02,SV07,Completed,Phone,0.1,63.0,60
A00670,2026-04-08,12:30,2026-03-30,C148,ST04,SV08,Completed,Online,0,25,30
A00671,2026-04-08,11:00,2026-03-25,C123,ST04,SV04,Completed,Walk-in,0,145,150
A00672,2026-04-08,14:30,2026-03-27,C151,ST04,SV06,Completed,Phone,0,48,75
A00673,2026-04-08,14:30,2026-04-05,C176,ST04,SV03,No-show,Walk-in,0,0,120
A00674,2026-04-08,16:30,2026-03-20,C070,ST03,SV08,Cancelled,Walk-in,0,0,30
A00675,2026-04-08,15:00,2026-03-31,C076,ST01,SV02,Completed,Phone,0,32,40
A00676,2026-04-08,14:30,2026-03-22,C012,ST02,SV08,Cancelled,Phone,0.1,0,30
A00677,2026-04-08,17:30,2026-03-22,C007,ST01,SV03,Completed,Phone,0.05,109.25,120
A00678,2026-04-08,10:30,2026-03-28,C069,ST05,SV06,Cancelled,Walk-in,0,0,75
A00679,2026-04-09,11:30,2026-03-25,C117,ST05,SV07,Completed,Phone,0.05,66.5,60
A00680,2026-04-09,12:00,2026-04-05,C028,ST03,SV04,Completed,Walk-in,0,145,150
A00681,2026-04-09,15:00,2026-03-27,C089,ST04,SV08,Completed,Online,0,25,30
A00682,2026-04-09,11:00,2026-03-23,C095,ST05,SV08,Completed,Phone,0,25,30
A00683,2026-04-09,14:00,2026-03-31,C050,ST05,SV02,Completed,Walk-in,0,32,40
A00684,2026-04-10,10:00,2026-03-27,C091,ST03,SV01,Completed,Online,0,55,60
A00685,2026-04-10,18:30,2026-03-28,C098,ST01,SV03,Completed,Phone,0.1,103.5,120
A00686,2026-04-10,18:00,2026-03-31,C010,ST04,SV04,Completed,Phone,0.1,130.5,150
A00687,2026-04-10,11:30,2026-03-27,C130,ST01,SV01,Completed,Online,0.1,49.5,60
A00688,2026-04-10,11:00,2026-04-08,C113,ST02,SV06,Completed,Online,0.05,45.6,75
A00689,2026-04-10,16:00,2026-03-27,C058,ST04,SV01,Completed,Walk-in,0,55,60
A00690,2026-04-10,13:00,2026-03-25,C102,ST03,SV03,Completed,Online,0,115,120
A00691,2026-04-10,16:00,2026-03-25,C095,ST03,SV07,Cancelled,Online,0,0,60
A00692,2026-04-10,11:00,2026-03-31,C066,ST02,SV02,Cancelled,Online,0.05,0,40
A00693,2026-04-10,09:00,2026-03-27,C035,ST01,SV02,Completed,Walk-in,0,32,40
A00694,2026-04-10,17:30,2026-03-25,C167,ST03,SV03,Completed,Phone,0.1,103.5,120
A00695,2026-04-11,16:00,2026-03-23,C042,ST03,SV04,Completed,Phone,0.05,137.75,150
A00696,2026-04-11,18:00,2026-03-31,C140,ST04,SV03,Completed,Online,0,115,120
A00697,2026-04-11,15:30,2026-04-09,C011,ST05,SV08,Completed,Walk-in,0.1,22.5,30
A00698,2026-04-11,14:30,2026-04-06,C162,ST04,SV01,No-show,Walk-in,0,0,60
A00699,2026-04-11,13:30,2026-04-02,C089,ST03,SV04,Completed,Walk-in,0,145,150
A00700,2026-04-11,17:30,2026-03-31,C164,ST01,SV05,Completed,Online,0,30,45
A00701,2026-04-13,17:30,2026-04-10,C015,ST02,SV06,Cancelled,Walk-in,0,0,75
A00702,2026-04-13,12:00,2026-03-29,C084,ST01,SV04,Completed,Phone,0.05,137.75,150
A00703,2026-04-13,18:00,2026-03-24,C001,ST01,SV03,Completed,Walk-in,0.05,109.25,120
A00704,2026-04-13,09:00,2026-03-23,C150,ST04,SV05,Cancelled,Online,0,0,45
A00705,2026-04-13,11:30,2026-04-05,C116,ST03,SV07,Cancelled,Phone,0.1,0,60
A00706,2026-04-14,11:00,2026-04-13,C028,ST02,SV08,Completed,Walk-in,0,25,30
A00707,2026-04-14,11:00,2026-04-11,C107,ST04,SV07,Completed,Phone,0,70,60
A00708,2026-04-14,14:00,2026-04-01,C178,ST01,SV01,Completed,Phone,0,55,60
A00709,2026-04-14,12:30,2026-04-14,C120,ST02,SV05,Completed,Online,0,30,45
A00710,2026-04-14,13:30,2026-04-06,C153,ST02,SV01,Completed,Online,0,55,60
A00711,2026-04-14,17:30,2026-04-09,C180,ST01,SV04,Cancelled,Online,0,0,150
A00712,2026-04-14,14:30,2026-04-14,C014,ST02,SV02,Completed,Phone,0,32,40
A00713,2026-04-14,16:30,2026-03-28,C059,ST02,SV03,Completed,Walk-in,0,115,120
A00714,2026-04-14,13:00,2026-03-30,C160,ST02,SV05,No-show,Online,0,0,45
A00715,2026-04-15,14:30,2026-04-04,C122,ST04,SV05,Completed,Online,0.05,28.5,45
A00716,2026-04-15,10:30,2026-03-30,C083,ST02,SV05,No-show,Walk-in,0.05,0,45
A00717,2026-04-15,18:30,2026-03-25,C164,ST03,SV03,Completed,Online,0,115,120
A00718,2026-04-15,17:00,2026-03-27,C024,ST05,SV01,Completed,Phone,0,55,60
A00719,2026-04-15,09:00,2026-04-11,C099,ST05,SV05,Completed,Phone,0,30,45
A00720,2026-04-15,17:30,2026-04-10,C151,ST02,SV07,Completed,Walk-in,0,70,60
A00721,2026-04-15,13:00,2026-03-29,C052,ST01,SV02,Completed,Online,0,32,40
A00722,2026-04-16,12:30,2026-04-11,C041,ST03,SV01,Completed,Phone,0,55,60
A00723,2026-04-16,12:30,2026-03-29,C158,ST02,SV06,Completed,Online,0,48,75
A00724,2026-04-16,18:00,2026-04-12,C115,ST05,SV04,Completed,Online,0,145,150
A00725,2026-04-16,14:30,2026-04-14,C162,ST05,SV05,Completed,Walk-in,0,30,45
A00726,2026-04-16,12:30,2026-04-07,C104,ST05,SV05,Completed,Walk-in,0.05,28.5,45
A00727,2026-04-16,16:00,2026-04-11,C126,ST03,SV05,Cancelled,Phone,0,0,45
A00728,2026-04-17,17:00,2026-03-28,C051,ST01,SV07,Completed,Phone,0,70,60
A00729,2026-04-17,10:00,2026-04-11,C124,ST05,SV08,Completed,Online,0.1,22.5,30
A00730,2026-04-17,18:00,2026-04-10,C054,ST05,SV05,Completed,Online,0,30,45
A00731,2026-04-17,15:30,2026-03-31,C171,ST01,SV05,Completed,Phone,0,30,45
A00732,2026-04-17,14:00,2026-03-28,C053,ST01,SV08,Completed,Walk-in,0.05,23.75,30
A00733,2026-04-17,16:30,2026-04-12,C158,ST01,SV01,Completed,Walk-in,0,55,60
A00734,2026-04-18,18:00,2026-03-29,C170,ST05,SV03,Cancelled,Phone,0,0,120
A00735,2026-04-18,09:30,2026-04-06,C123,ST01,SV04,Cancelled,Phone,0,0,150
A00736,2026-04-18,11:00,2026-04-13,C157,ST05,SV06,Cancelled,Phone,0.05,0,75
A00737,2026-04-18,16:00,2026-04-09,C018,ST04,SV05,Completed,Walk-in,0,30,45
A00738,2026-04-18,15:00,2026-04-18,C142,ST02,SV06,Completed,Online,0,48,75
A00739,2026-04-20,18:00,2026-04-13,C001,ST03,SV04,Completed,Walk-in,0,145,150
A00740,2026-04-20,13:30,2026-04-17,C066,ST02,SV03,Completed,Walk-in,0.05,109.25,120
A00741,2026-04-20,16:30,2026-04-18,C009,ST02,SV03,Cancelled,Online,0.1,0,120
A00742,2026-04-20,10:30,2026-04-15,C174,ST04,SV04,Completed,Phone,0,145,150
A00743,2026-04-20,09:30,2026-04-02,C038,ST01,SV02,Completed,Online,0,32,40
A00744,2026-04-20,17:30,2026-04-08,C116,ST03,SV05,Completed,Phone,0,30,45
A00745,2026-04-20,18:30,2026-04-02,C100,ST03,SV02,Completed,Online,0,32,40
A00746,2026-04-20,10:00,2026-04-05,C109,ST05,SV07,Completed,Walk-in,0,70,60
A00747,2026-04-21,18:00,2026-04-07,C128,ST01,SV05,Completed,Phone,0,30,45
A00748,2026-04-21,11:30,2026-03-31,C180,ST03,SV08,Completed,Phone,0.1,22.5,30
A00749,2026-04-21,17:30,2026-04-07,C059,ST03,SV01,Completed,Phone,0,55,60
A00750,2026-04-21,18:30,2026-04-02,C155,ST03,SV05,Completed,Online,0.05,28.5,45
A00751,2026-04-21,16:30,2026-04-15,C019,ST03,SV06,Completed,Phone,0,48,75
A00752,2026-04-21,10:00,2026-04-05,C103,ST03,SV02,Completed,Walk-in,0,32,40
A00753,2026-04-21,09:30,2026-04-11,C176,ST03,SV06,Completed,Online,0,48,75
A00754,2026-04-22,11:00,2026-04-19,C032,ST02,SV06,Completed,Phone,0.1,43.2,75
A00755,2026-04-22,15:30,2026-04-08,C065,ST01,SV01,Completed,Walk-in,0,55,60
A00756,2026-04-22,14:00,2026-04-17,C112,ST01,SV04,Completed,Phone,0.05,137.75,150
A00757,2026-04-22,09:00,2026-04-22,C164,ST01,SV01,Completed,Phone,0,55,60
A00758,2026-04-22,12:30,2026-04-18,C069,ST04,SV02,Completed,Walk-in,0,32,40
A00759,2026-04-22,10:30,2026-04-20,C073,ST04,SV06,Cancelled,Online,0,0,75
A00760,2026-04-22,13:00,2026-04-18,C151,ST03,SV04,No-show,Online,0,0,150
A00761,2026-04-23,09:00,2026-04-21,C050,ST03,SV06,Completed,Phone,0,48,75
A00762,2026-04-23,09:30,2026-04-12,C041,ST04,SV07,Completed,Online,0,70,60
A00763,2026-04-23,14:30,2026-04-09,C150,ST01,SV04,Completed,Walk-in,0,145,150
A00764,2026-04-23,10:00,2026-04-22,C070,ST01,SV05,Completed,Phone,0,30,45
A00765,2026-04-23,17:00,2026-04-04,C085,ST03,SV05,Completed,Online,0,30,45
A00766,2026-04-23,10:30,2026-04-02,C010,ST04,SV05,Completed,Walk-in,0,30,45
A00767,2026-04-23,10:00,2026-04-08,C132,ST05,SV01,Completed,Online,0,55,60
A00768,2026-04-23,10:30,2026-04-14,C082,ST05,SV03,Completed,Phone,0.05,109.25,120
A00769,2026-04-23,17:30,2026-04-16,C041,ST01,SV04,Completed,Phone,0,145,150
A00770,2026-04-23,15:00,2026-04-11,C091,ST01,SV04,Completed,Phone,0,145,150
A00771,2026-04-24,09:00,2026-04-20,C049,ST05,SV06,Completed,Phone,0,48,75
A00772,2026-04-24,09:30,2026-04-21,C026,ST05,SV01,Completed,Online,0,55,60
A00773,2026-04-24,10:30,2026-04-10,C042,ST03,SV06,Completed,Online,0,48,75
A00774,2026-04-24,16:00,2026-04-23,C125,ST03,SV06,Completed,Online,0,48,75
A00775,2026-04-24,13:30,2026-04-23,C097,ST02,SV06,Cancelled,Phone,0,0,75
A00776,2026-04-24,17:00,2026-04-18,C059,ST03,SV06,Completed,Walk-in,0,48,75
A00777,2026-04-24,13:00,2026-04-12,C111,ST05,SV08,Cancelled,Phone,0,0,30
A00778,2026-04-24,11:00,2026-04-10,C106,ST01,SV02,Completed,Walk-in,0,32,40
A00779,2026-04-25,18:30,2026-04-13,C044,ST03,SV08,Completed,Online,0,25,30
A00780,2026-04-25,15:30,2026-04-17,C005,ST04,SV03,Completed,Phone,0,115,120
A00781,2026-04-25,11:30,2026-04-06,C033,ST05,SV02,Completed,Walk-in,0,32,40
A00782,2026-04-25,18:00,2026-04-21,C109,ST04,SV08,Completed,Phone,0,25,30
A00783,2026-04-25,15:00,2026-04-11,C113,ST01,SV06,Completed,Walk-in,0,48,75
A00784,2026-04-25,10:00,2026-04-11,C128,ST01,SV03,Cancelled,Walk-in,0,0,120
A00785,2026-04-25,11:00,2026-04-06,C144,ST04,SV01,Completed,Phone,0,55,60
A00786,2026-04-25,12:30,2026-04-14,C168,ST01,SV07,Completed,Walk-in,0,70,60
A00787,2026-04-25,12:00,2026-04-17,C103,ST04,SV01,Completed,Walk-in,0,55,60
A00788,2026-04-27,16:00,2026-04-06,C178,ST01,SV06,Completed,Walk-in,0.1,43.2,75
A00789,2026-04-27,11:00,2026-04-10,C087,ST02,SV01,Completed,Phone,0,55,60
A00790,2026-04-27,09:00,2026-04-17,C175,ST05,SV05,No-show,Phone,0,0,45
A00791,2026-04-27,15:30,2026-04-25,C150,ST02,SV04,Completed,Online,0,145,150
A00792,2026-04-27,16:00,2026-04-18,C109,ST03,SV02,Completed,Online,0.05,30.4,40
A00793,2026-04-27,18:30,2026-04-10,C034,ST03,SV02,Completed,Walk-in,0.1,28.8,40
A00794,2026-04-27,11:00,2026-04-24,C158,ST05,SV02,Completed,Online,0,32,40
A00795,2026-04-28,15:00,2026-04-26,C119,ST03,SV05,Completed,Walk-in,0,30,45
A00796,2026-04-28,18:30,2026-04-24,C006,ST05,SV05,No-show,Online,0.1,0,45
A00797,2026-04-28,17:30,2026-04-28,C007,ST03,SV03,Completed,Online,0,115,120
A00798,2026-04-28,10:30,2026-04-15,C046,ST03,SV01,Cancelled,Walk-in,0,0,60
A00799,2026-04-28,11:30,2026-04-14,C006,ST05,SV02,Completed,Walk-in,0,32,40
A00800,2026-04-28,09:30,2026-04-21,C020,ST03,SV05,Completed,Online,0,30,45
A00801,2026-04-28,15:00,2026-04-19,C179,ST05,SV06,No-show,Walk-in,0.05,0,75
A00802,2026-04-28,15:00,2026-04-11,C109,ST05,SV04,Completed,Walk-in,0,145,150
A00803,2026-04-28,13:30,2026-04-15,C144,ST04,SV07,Completed,Walk-in,0,70,60
A00804,2026-04-28,10:00,2026-04-25,C081,ST05,SV06,Completed,Online,0.05,45.6,75
A00805,2026-04-29,16:30,2026-04-16,C149,ST01,SV05,Cancelled,Phone,0,0,45
A00806,2026-04-29,14:30,2026-04-13,C160,ST05,SV08,Completed,Online,0.05,23.75,30
A00807,2026-04-29,12:00,2026-04-23,C009,ST05,SV07,Completed,Online,0.05,66.5,60
A00808,2026-04-29,09:30,2026-04-10,C123,ST03,SV05,Completed,Online,0.1,27.0,45
A00809,2026-04-29,09:30,2026-04-14,C094,ST03,SV08,Cancelled,Online,0,0,30
A00810,2026-04-29,18:00,2026-04-16,C158,ST05,SV08,Completed,Online,0,25,30
A00811,2026-04-30,11:00,2026-04-18,C018,ST01,SV01,Cancelled,Walk-in,0.1,0,60
A00812,2026-04-30,17:00,2026-04-13,C168,ST01,SV08,Completed,Phone,0,25,30
A00813,2026-04-30,09:00,2026-04-29,C063,ST04,SV01,Completed,Walk-in,0,55,60
A00814,2026-04-30,14:30,2026-04-15,C133,ST02,SV02,No-show,Walk-in,0.05,0,40
A00815,2026-04-30,15:00,2026-04-28,C179,ST05,SV01,Completed,Phone,0.05,52.25,60
A00816,2026-04-30,14:30,2026-04-15,C055,ST03,SV06,Completed,Online,0.1,43.2,75
A00817,2026-04-30,13:30,2026-04-19,C110,ST02,SV07,Completed,Phone,0.1,63.0,60
A00818,2026-04-30,18:00,2026-04-10,C124,ST03,SV06,Completed,Walk-in,0,48,75
A00819,2026-04-30,12:30,2026-04-30,C149,ST02,SV01,Completed,Phone,0,55,60
A00820,2026-05-01,18:30,2026-04-28,C091,ST01,SV04,Completed,Walk-in,0.05,137.75,150
A00821,2026-05-01,10:00,2026-04-12,C092,ST02,SV08,Completed,Phone,0,25,30
A00822,2026-05-01,16:30,2026-04-14,C136,ST03,SV03,Completed,Phone,0,115,120
A00823,2026-05-01,16:00,2026-04-17,C116,ST01,SV08,No-show,Walk-in,0,0,30
A00824,2026-05-01,17:30,2026-04-18,C007,ST03,SV07,Completed,Walk-in,0.1,63.0,60
A00825,2026-05-01,16:00,2026-04-19,C105,ST05,SV04,Completed,Walk-in,0,145,150
A00826,2026-05-01,14:00,2026-04-15,C055,ST05,SV04,Completed,Walk-in,0,145,150
A00827,2026-05-01,10:00,2026-04-19,C110,ST01,SV03,Completed,Online,0,115,120
A00828,2026-05-01,09:30,2026-04-13,C170,ST02,SV06,Completed,Walk-in,0.05,45.6,75
A00829,2026-05-01,16:30,2026-04-29,C102,ST05,SV02,No-show,Phone,0.05,0,40
A00830,2026-05-02,14:30,2026-04-17,C056,ST03,SV06,No-show,Walk-in,0,0,75
A00831,2026-05-02,11:30,2026-04-27,C016,ST04,SV06,No-show,Online,0.05,0,75
A00832,2026-05-02,13:00,2026-04-21,C122,ST03,SV01,Cancelled,Online,0.05,0,60
A00833,2026-05-02,13:30,2026-04-21,C004,ST01,SV06,Completed,Online,0,48,75
A00834,2026-05-02,13:30,2026-04-27,C040,ST03,SV02,Completed,Online,0,32,40
A00835,2026-05-02,17:30,2026-05-02,C164,ST05,SV01,Completed,Phone,0.05,52.25,60
A00836,2026-05-04,15:00,2026-04-15,C120,ST05,SV05,Completed,Phone,0,30,45
A00837,2026-05-04,10:00,2026-04-19,C129,ST04,SV06,Completed,Phone,0,48,75
A00838,2026-05-04,10:30,2026-04-13,C131,ST03,SV07,Completed,Phone,0,70,60
A00839,2026-05-04,16:30,2026-05-03,C098,ST03,SV02,Completed,Walk-in,0,32,40
A00840,2026-05-04,10:30,2026-05-04,C162,ST04,SV02,Completed,Phone,0,32,40
A00841,2026-05-04,09:30,2026-04-22,C133,ST02,SV07,Completed,Walk-in,0,70,60
A00842,2026-05-04,10:00,2026-04-18,C050,ST03,SV02,Completed,Phone,0,32,40
A00843,2026-05-04,18:30,2026-04-16,C167,ST02,SV06,No-show,Walk-in,0,0,75
A00844,2026-05-04,18:00,2026-04-26,C067,ST02,SV06,Completed,Phone,0.05,45.6,75
A00845,2026-05-04,15:30,2026-05-04,C089,ST04,SV04,Completed,Phone,0,145,150
A00846,2026-05-04,14:00,2026-04-30,C130,ST01,SV04,Completed,Walk-in,0,145,150
A00847,2026-05-05,15:30,2026-05-02,C075,ST01,SV02,Completed,Phone,0,32,40
A00848,2026-05-05,18:30,2026-04-23,C180,ST05,SV03,No-show,Phone,0,0,120
A00849,2026-05-05,16:30,2026-04-15,C179,ST03,SV04,Cancelled,Phone,0.1,0,150
A00850,2026-05-05,09:00,2026-04-27,C029,ST05,SV05,Completed,Online,0.1,27.0,45
A00851,2026-05-05,16:30,2026-04-16,C108,ST01,SV06,Completed,Walk-in,0,48,75
