CustomerKey,CustomerName,Region,Segment,City
1396,Customer 1396,West,Corporate,City 05
1397,Customer 1397,North,Consumer,City 06
1398,Customer 1398,South,Consumer,City 07
1399,Customer 1399,East,Consumer,City 08
1400,Customer 1400,West,Corporate,City 09
1401,Customer 1401,North,Consumer,City 10
1402,Customer 1402,South,Consumer,City 11
1403,Customer 1403,East,Consumer,City 12
1404,Customer 1404,West,SMB,City 13
1405,Customer 1405,North,SMB,City 14
1406,Customer 1406,South,Corporate,City 15
1407,Customer 1407,East,SMB,City 16
1408,Customer 1408,West,Consumer,City 17
1409,Customer 1409,North,Consumer,City 18
1410,Customer 1410,South,SMB,City 19
1411,Customer 1411,East,Consumer,City 20
1412,Customer 1412,West,SMB,City 21
1413,Customer 1413,North,SMB,City 22
1414,Customer 1414,South,Consumer,City 23
1415,Customer 1415,East,Consumer,City 24
1416,Customer 1416,West,Consumer,City 25
1417,Customer 1417,North,Consumer,City 26
1418,Customer 1418,South,SMB,City 27
1419,Customer 1419,East,Consumer,City 28
1420,Customer 1420,West,SMB,City 29
1421,Customer 1421,North,Consumer,City 30
1422,Customer 1422,South,Consumer,City 31
1423,Customer 1423,East,Consumer,City 32
1424,Customer 1424,West,SMB,City 33
1425,Customer 1425,North,Consumer,City 34
1426,Customer 1426,South,SMB,City 35
1427,Customer 1427,East,Consumer,City 36
1428,Customer 1428,West,Consumer,City 37
1429,Customer 1429,North,SMB,City 38
1430,Customer 1430,South,Consumer,City 39
1431,Customer 1431,East,SMB,City 40
1432,Customer 1432,West,SMB,City 41
1433,Customer 1433,North,Corporate,City 42
1434,Customer 1434,South,Corporate,City 43
1435,Customer 1435,East,Consumer,City 44
1436,Customer 1436,West,Consumer,City 45
1437,Customer 1437,North,Consumer,City 46
1438,Customer 1438,South,SMB,City 47
1439,Customer 1439,East,Consumer,City 48
1440,Customer 1440,West,SMB,City 01
1441,Customer 1441,North,Consumer,City 02
1442,Customer 1442,South,Consumer,City 03
1443,Customer 1443,East,SMB,City 04
1444,Customer 1444,West,Consumer,City 05
1445,Customer 1445,North,Consumer,City 06
1446,Customer 1446,South,Consumer,City 07
1447,Customer 1447,East,Corporate,City 08
1448,Customer 1448,West,Consumer,City 09
1449,Customer 1449,North,Consumer,City 10
1450,Customer 1450,South,Consumer,City 11
1451,Customer 1451,East,SMB,City 12
1452,Customer 1452,West,SMB,City 13
1453,Customer 1453,North,SMB,City 14
1454,Customer 1454,South,Consumer,City 15
1455,Customer 1455,East,SMB,City 16
1456,Customer 1456,West,Corporate,City 17
1457,Customer 1457,North,SMB,City 18
1458,Customer 1458,South,Consumer,City 19
1459,Customer 1459,East,SMB,City 20
1460,Customer 1460,West,Corporate,City 21
1461,Customer 1461,North,Consumer,City 22
1462,Customer 1462,South,Consumer,City 23
1463,Customer 1463,East,Consumer,City 24
1464,Customer 1464,West,Consumer,City 25
1465,Customer 1465,North,SMB,City 26
1466,Customer 1466,South,Consumer,City 27
1467,Customer 1467,East,Consumer,City 28
1468,Customer 1468,West,Corporate,City 29
1469,Customer 1469,North,Corporate,City 30
1470,Customer 1470,South,Consumer,City 31
1471,Customer 1471,East,Corporate,City 32
1472,Customer 1472,West,Corporate,City 33
1473,Customer 1473,North,Consumer,City 34
1474,Customer 1474,South,Corporate,City 35
1475,Customer 1475,East,Consumer,City 36
1476,Customer 1476,West,SMB,City 37
1477,Customer 1477,North,Consumer,City 38
1478,Customer 1478,South,Consumer,City 39
1479,Customer 1479,East,SMB,City 40
1480,Customer 1480,West,Consumer,City 41
1481,Customer 1481,North,Corporate,City 42
1482,Customer 1482,South,SMB,City 43
1483,Customer 1483,East,Consumer,City 44
1484,Customer 1484,West,Corporate,City 45
1485,Customer 1485,North,SMB,City 46
1486,Customer 1486,South,Consumer,City 47
1487,Customer 1487,East,SMB,City 48
1488,Customer 1488,West,Consumer,City 01
1489,Customer 1489,North,SMB,City 02
1490,Customer 1490,South,Consumer,City 03
1491,Customer 1491,East,Consumer,City 04
1492,Customer 1492,West,Consumer,City 05
1493,Customer 1493,North,Consumer,City 06
1494,Customer 1494,South,Consumer,City 07
1495,Customer 1495,East,Corporate,City 08
1496,Customer 1496,West,Corporate,City 09
1497,Customer 1497,North,Consumer,City 10
1498,Customer 1498,South,Corporate,City 11
1499,Customer 1499,East,Consumer,City 12
1500,Customer 1500,West,SMB,City 13
1501,Customer 1501,North,SMB,City 14
1502,Customer 1502,South,Consumer,City 15
1503,Customer 1503,East,SMB,City 16
1504,Customer 1504,West,SMB,City 17
1505,Customer 1505,North,SMB,City 18
1506,Customer 1506,South,Consumer,City 19
1507,Customer 1507,East,Consumer,City 20
1508,Customer 1508,West,Consumer,City 21
1509,Customer 1509,North,SMB,City 22
1510,Customer 1510,South,Consumer,City 23
1511,Customer 1511,East,Consumer,City 24
1512,Customer 1512,West,SMB,City 25
1513,Customer 1513,North,Consumer,City 26
1514,Customer 1514,South,Corporate,City 27
1515,Customer 1515,East,Consumer,City 28
1516,Customer 1516,West,Consumer,City 29
1517,Customer 1517,North,Consumer,City 30
1518,Customer 1518,South,Consumer,City 31
1519,Customer 1519,East,Consumer,City 32
1520,Customer 1520,West,SMB,City 33
1521,Customer 1521,North,Consumer,City 34
1522,Customer 1522,South,Consumer,City 35
1523,Customer 1523,East,Consumer,City 36
1524,Customer 1524,West,Corporate,City 37
1525,Customer 1525,North,Consumer,City 38
1526,Customer 1526,South,Consumer,City 39
1527,Customer 1527,East,Consumer,City 40
1528,Customer 1528,West,Consumer,City 41
1529,Customer 1529,North,Consumer,City 42
1530,Customer 1530,South,SMB,City 43
1531,Customer 1531,East,Consumer,City 44
1532,Customer 1532,West,Consumer,City 45
1533,Customer 1533,North,Consumer,City 46
1534,Customer 1534,South,Consumer,City 47
1535,Customer 1535,East,Consumer,City 48
1536,Customer 1536,West,Consumer,City 01
1537,Customer 1537,North,Consumer,City 02
1538,Customer 1538,South,Consumer,City 03
1539,Customer 1539,East,Consumer,City 04
1540,Customer 1540,West,Corporate,City 05
1541,Customer 1541,North,Consumer,City 06
1542,Customer 1542,South,Consumer,City 07
1543,Customer 1543,East,Consumer,City 08
1544,Customer 1544,West,Consumer,City 09
1545,Customer 1545,North,Corporate,City 10
1546,Customer 1546,South,SMB,City 11
1547,Customer 1547,East,SMB,City 12
1548,Customer 1548,West,Consumer,City 13
1549,Customer 1549,North,SMB,City 14
1550,Customer 1550,South,SMB,City 15
1551,Customer 1551,East,Consumer,City 16
1552,Customer 1552,West,SMB,City 17
1553,Customer 1553,North,Consumer,City 18
1554,Customer 1554,South,Consumer,City 19
1555,Customer 1555,East,Consumer,City 20
1556,Customer 1556,West,Consumer,City 21
1557,Customer 1557,North,Consumer,City 22
1558,Customer 1558,South,Corporate,City 23
1559,Customer 1559,East,Consumer,City 24
1560,Customer 1560,West,Consumer,City 25
1561,Customer 1561,North,SMB,City 26
1562,Customer 1562,South,Consumer,City 27
1563,Customer 1563,East,Consumer,City 28
1564,Customer 1564,West,Consumer,City 29
1565,Customer 1565,North,SMB,City 30
1566,Customer 1566,South,Consumer,City 31
1567,Customer 1567,East,Corporate,City 32
1568,Customer 1568,West,Consumer,City 33
1569,Customer 1569,North,Corporate,City 34
1570,Customer 1570,South,SMB,City 35
1571,Customer 1571,East,SMB,City 36
1572,Customer 1572,West,Consumer,City 37
1573,Customer 1573,North,Consumer,City 38
1574,Customer 1574,South,Corporate,City 39
1575,Customer 1575,East,SMB,City 40
1576,Customer 1576,West,Consumer,City 41
1577,Customer 1577,North,Consumer,City 42
1578,Customer 1578,South,SMB,City 43
1579,Customer 1579,East,SMB,City 44
1580,Customer 1580,West,Consumer,City 45
1581,Customer 1581,North,SMB,City 46
1582,Customer 1582,South,Consumer,City 47
1583,Customer 1583,East,Consumer,City 48
1584,Customer 1584,West,SMB,City 01
1585,Customer 1585,North,Consumer,City 02
1586,Customer 1586,South,SMB,City 03
1587,Customer 1587,East,Consumer,City 04
1588,Customer 1588,West,Consumer,City 05
1589,Customer 1589,North,SMB,City 06
1590,Customer 1590,South,Consumer,City 07
1591,Customer 1591,East,Consumer,City 08
1592,Customer 1592,West,Consumer,City 09
1593,Customer 1593,North,Corporate,City 10
1594,Customer 1594,South,Consumer,City 11
1595,Customer 1595,East,Consumer,City 12
1596,Customer 1596,West,Consumer,City 13
1597,Customer 1597,North,Corporate,City 14
1598,Customer 1598,South,Corporate,City 15
1599,Customer 1599,East,Consumer,City 16
1600,Customer 1600,West,Consumer,City 17
1601,Customer 1601,North,Consumer,City 18
1602,Customer 1602,South,Consumer,City 19
1603,Customer 1603,East,Consumer,City 20
1604,Customer 1604,West,Consumer,City 21
1605,Customer 1605,North,Consumer,City 22
1606,Customer 1606,South,SMB,City 23
1607,Customer 1607,East,SMB,City 24
1608,Customer 1608,West,Consumer,City 25
1609,Customer 1609,North,Corporate,City 26
1610,Customer 1610,South,SMB,City 27
1611,Customer 1611,East,Corporate,City 28
1612,Customer 1612,West,SMB,City 29
1613,Customer 1613,North,Consumer,City 30
1614,Customer 1614,South,Consumer,City 31
1615,Customer 1615,East,Consumer,City 32
1616,Customer 1616,West,Consumer,City 33
1617,Customer 1617,North,Consumer,City 34
1618,Customer 1618,South,Consumer,City 35
1619,Customer 1619,East,Consumer,City 36
1620,Customer 1620,West,Consumer,City 37
1621,Customer 1621,North,SMB,City 38
1622,Customer 1622,South,Corporate,City 39
1623,Customer 1623,East,Corporate,City 40
1624,Customer 1624,West,Consumer,City 41
1625,Customer 1625,North,Consumer,City 42
1626,Customer 1626,South,Consumer,City 43
1627,Customer 1627,East,Consumer,City 44
1628,Customer 1628,West,SMB,City 45
1629,Customer 1629,North,Consumer,City 46
1630,Customer 1630,South,Consumer,City 47
1631,Customer 1631,East,Consumer,City 48
1632,Customer 1632,West,Consumer,City 01
1633,Customer 1633,North,Consumer,City 02
1634,Customer 1634,South,Consumer,City 03
1635,Customer 1635,East,SMB,City 04
1636,Customer 1636,West,Consumer,City 05
1637,Customer 1637,North,SMB,City 06
1638,Customer 1638,South,SMB,City 07
1639,Customer 1639,East,Consumer,City 08
1640,Customer 1640,West,Consumer,City 09
1641,Customer 1641,North,SMB,City 10
1642,Customer 1642,South,Consumer,City 11
1643,Customer 1643,East,SMB,City 12
1644,Customer 1644,West,SMB,City 13
1645,Customer 1645,North,SMB,City 14
1646,Customer 1646,South,Consumer,City 15
1647,Customer 1647,East,Consumer,City 16
1648,Customer 1648,West,Consumer,City 17
1649,Customer 1649,North,Consumer,City 18
1650,Customer 1650,South,Consumer,City 19
1651,Customer 1651,East,Corporate,City 20
1652,Customer 1652,West,Consumer,City 21
1653,Customer 1653,North,Consumer,City 22
1654,Customer 1654,South,SMB,City 23
1655,Customer 1655,East,Consumer,City 24
1656,Customer 1656,West,SMB,City 25
1657,Customer 1657,North,Consumer,City 26
1658,Customer 1658,South,Consumer,City 27
1659,Customer 1659,East,Consumer,City 28
1660,Customer 1660,West,SMB,City 29
1661,Customer 1661,North,SMB,City 30
1662,Customer 1662,South,SMB,City 31
1663,Customer 1663,East,Consumer,City 32
1664,Customer 1664,West,Consumer,City 33
1665,Customer 1665,North,Consumer,City 34
1666,Customer 1666,South,Consumer,City 35
1667,Customer 1667,East,Consumer,City 36
1668,Customer 1668,West,Corporate,City 37
1669,Customer 1669,North,Corporate,City 38
1670,Customer 1670,South,Consumer,City 39
1671,Customer 1671,East,Corporate,City 40
1672,Customer 1672,West,Consumer,City 41
1673,Customer 1673,North,Consumer,City 42
1674,Customer 1674,South,SMB,City 43
1675,Customer 1675,East,Corporate,City 44
1676,Customer 1676,West,Consumer,City 45
1677,Customer 1677,North,SMB,City 46
1678,Customer 1678,South,SMB,City 47
1679,Customer 1679,East,Consumer,City 48
1680,Customer 1680,West,Consumer,City 01
1681,Customer 1681,North,Consumer,City 02
1682,Customer 1682,South,Consumer,City 03
1683,Customer 1683,East,Consumer,City 04
1684,Customer 1684,West,Corporate,City 05
1685,Customer 1685,North,Consumer,City 06
1686,Customer 1686,South,SMB,City 07
1687,Customer 1687,East,Consumer,City 08
1688,Customer 1688,West,SMB,City 09
1689,Customer 1689,North,Consumer,City 10
1690,Customer 1690,South,SMB,City 11
1691,Customer 1691,East,Consumer,City 12
1692,Customer 1692,West,SMB,City 13
1693,Customer 1693,North,SMB,City 14
1694,Customer 1694,South,Corporate,City 15
1695,Customer 1695,East,Consumer,City 16
1696,Customer 1696,West,Corporate,City 17
1697,Customer 1697,North,Corporate,City 18
1698,Customer 1698,South,Consumer,City 19
1699,Customer 1699,East,Corporate,City 20
1700,Customer 1700,West,Consumer,City 21
1701,Customer 1701,North,Consumer,City 22
1702,Customer 1702,South,Consumer,City 23
1703,Customer 1703,East,SMB,City 24
1704,Customer 1704,West,SMB,City 25
1705,Customer 1705,North,Consumer,City 26
1706,Customer 1706,South,Consumer,City 27
1707,Customer 1707,East,SMB,City 28
1708,Customer 1708,West,Consumer,City 29
1709,Customer 1709,North,Consumer,City 30
1710,Customer 1710,South,Consumer,City 31
1711,Customer 1711,East,SMB,City 32
1712,Customer 1712,West,Consumer,City 33
1713,Customer 1713,North,SMB,City 34
1714,Customer 1714,South,Consumer,City 35
1715,Customer 1715,East,Consumer,City 36
1716,Customer 1716,West,Consumer,City 37
1717,Customer 1717,North,Consumer,City 38
1718,Customer 1718,South,SMB,City 39
1719,Customer 1719,East,Consumer,City 40
1720,Customer 1720,West,Corporate,City 41
1721,Customer 1721,North,SMB,City 42
1722,Customer 1722,South,SMB,City 43
1723,Customer 1723,East,SMB,City 44
1724,Customer 1724,West,SMB,City 45
1725,Customer 1725,North,Consumer,City 46
1726,Customer 1726,South,Consumer,City 47
1727,Customer 1727,East,SMB,City 48
1728,Customer 1728,West,SMB,City 01
1729,Customer 1729,North,Corporate,City 02
1730,Customer 1730,South,Consumer,City 03
1731,Customer 1731,East,Corporate,City 04
1732,Customer 1732,West,Consumer,City 05
1733,Customer 1733,North,Consumer,City 06
1734,Customer 1734,South,Consumer,City 07
1735,Customer 1735,East,SMB,City 08
1736,Customer 1736,West,SMB,City 09
1737,Customer 1737,North,SMB,City 10
1738,Customer 1738,South,Consumer,City 11
1739,Customer 1739,East,Consumer,City 12
1740,Customer 1740,West,Consumer,City 13
1741,Customer 1741,North,Consumer,City 14
1742,Customer 1742,South,SMB,City 15
1743,Customer 1743,East,Corporate,City 16
1744,Customer 1744,West,SMB,City 17
1745,Customer 1745,North,Consumer,City 18
1746,Customer 1746,South,Consumer,City 19
1747,Customer 1747,East,Consumer,City 20
1748,Customer 1748,West,Consumer,City 21
1749,Customer 1749,North,Corporate,City 22
1750,Customer 1750,South,SMB,City 23
1751,Customer 1751,East,Consumer,City 24
1752,Customer 1752,West,SMB,City 25
1753,Customer 1753,North,SMB,City 26
1754,Customer 1754,South,Consumer,City 27
1755,Customer 1755,East,Consumer,City 28
1756,Customer 1756,West,Consumer,City 29
1757,Customer 1757,North,Consumer,City 30
1758,Customer 1758,South,SMB,City 31
1759,Customer 1759,East,Consumer,City 32
1760,Customer 1760,West,SMB,City 33
1761,Customer 1761,North,Consumer,City 34
1762,Customer 1762,South,SMB,City 35
1763,Customer 1763,East,SMB,City 36
1764,Customer 1764,West,Consumer,City 37
1765,Customer 1765,North,Consumer,City 38
1766,Customer 1766,South,SMB,City 39
1767,Customer 1767,East,Corporate,City 40
1768,Customer 1768,West,SMB,City 41
1769,Customer 1769,North,Corporate,City 42
1770,Customer 1770,South,Consumer,City 43
1771,Customer 1771,East,Consumer,City 44
1772,Customer 1772,West,Consumer,City 45
1773,Customer 1773,North,Consumer,City 46
1774,Customer 1774,South,Consumer,City 47
1775,Customer 1775,East,Consumer,City 48
1776,Customer 1776,West,Consumer,City 01
1777,Customer 1777,North,Consumer,City 02
1778,Customer 1778,South,Consumer,City 03
1779,Customer 1779,East,Corporate,City 04
1780,Customer 1780,West,SMB,City 05
1781,Customer 1781,North,Consumer,City 06
1782,Customer 1782,South,Corporate,City 07
1783,Customer 1783,East,Consumer,City 08
1784,Customer 1784,West,SMB,City 09
1785,Customer 1785,North,Consumer,City 10
1786,Customer 1786,South,Consumer,City 11
1787,Customer 1787,East,Consumer,City 12
1788,Customer 1788,West,Consumer,City 13
1789,Customer 1789,North,Consumer,City 14
1790,Customer 1790,South,Corporate,City 15
1791,Customer 1791,East,Consumer,City 16
1792,Customer 1792,West,SMB,City 17
1793,Customer 1793,North,SMB,City 18
1794,Customer 1794,South,Consumer,City 19
1795,Customer 1795,East,Consumer,City 20
1796,Customer 1796,West,Consumer,City 21
1797,Customer 1797,North,Consumer,City 22
1798,Customer 1798,South,Consumer,City 23
1799,Customer 1799,East,SMB,City 24
1800,Customer 1800,West,Consumer,City 25
1801,Customer 1801,North,Consumer,City 26
1802,Customer 1802,South,Consumer,City 27
1803,Customer 1803,East,Corporate,City 28
1804,Customer 1804,West,Consumer,City 29
1805,Customer 1805,North,Consumer,City 30
1806,Customer 1806,South,Consumer,City 31
1807,Customer 1807,East,SMB,City 32
1808,Customer 1808,West,Consumer,City 33
1809,Customer 1809,North,Corporate,City 34
1810,Customer 1810,South,Consumer,City 35
1811,Customer 1811,East,SMB,City 36
1812,Customer 1812,West,Corporate,City 37
1813,Customer 1813,North,Corporate,City 38
1814,Customer 1814,South,Consumer,City 39
1815,Customer 1815,East,SMB,City 40
1816,Customer 1816,West,Corporate,City 41
1817,Customer 1817,North,SMB,City 42
1818,Customer 1818,South,Consumer,City 43
1819,Customer 1819,East,SMB,City 44
1820,Customer 1820,West,Corporate,City 45
1821,Customer 1821,North,Corporate,City 46
1822,Customer 1822,South,Consumer,City 47
1823,Customer 1823,East,SMB,City 48
1824,Customer 1824,West,Consumer,City 01
1825,Customer 1825,North,Consumer,City 02
1826,Customer 1826,South,Consumer,City 03
1827,Customer 1827,East,Consumer,City 04
1828,Customer 1828,West,Consumer,City 05
1829,Customer 1829,North,Consumer,City 06
1830,Customer 1830,South,Consumer,City 07
1831,Customer 1831,East,Consumer,City 08
1832,Customer 1832,West,Consumer,City 09
1833,Customer 1833,North,SMB,City 10
1834,Customer 1834,South,Consumer,City 11
1835,Customer 1835,East,SMB,City 12
1836,Customer 1836,West,SMB,City 13
1837,Customer 1837,North,SMB,City 14
1838,Customer 1838,South,Consumer,City 15
1839,Customer 1839,East,SMB,City 16
1840,Customer 1840,West,Consumer,City 17
1841,Customer 1841,North,Corporate,City 18
1842,Customer 1842,South,Consumer,City 19
1843,Customer 1843,East,Consumer,City 20
1844,Customer 1844,West,Consumer,City 21
1845,Customer 1845,North,Consumer,City 22
1846,Customer 1846,South,Consumer,City 23
1847,Customer 1847,East,Consumer,City 24
1848,Customer 1848,West,SMB,City 25
1849,Customer 1849,North,SMB,City 26
1850,Customer 1850,South,Consumer,City 27
1851,Customer 1851,East,SMB,City 28
1852,Customer 1852,West,Consumer,City 29
1853,Customer 1853,North,SMB,City 30
1854,Customer 1854,South,SMB,City 31
1855,Customer 1855,East,Consumer,City 32
1856,Customer 1856,West,SMB,City 33
1857,Customer 1857,North,Consumer,City 34
1858,Customer 1858,South,Corporate,City 35
1859,Customer 1859,East,SMB,City 36
1860,Customer 1860,West,SMB,City 37
1861,Customer 1861,North,Consumer,City 38
1862,Customer 1862,South,Consumer,City 39
1863,Customer 1863,East,SMB,City 40
1864,Customer 1864,West,Consumer,City 41
1865,Customer 1865,North,Consumer,City 42
1866,Customer 1866,South,SMB,City 43
1867,Customer 1867,East,SMB,City 44
1868,Customer 1868,West,Consumer,City 45
1869,Customer 1869,North,SMB,City 46
1870,Customer 1870,South,Consumer,City 47
1871,Customer 1871,East,Consumer,City 48
1872,Customer 1872,West,Consumer,City 01
1873,Customer 1873,North,Consumer,City 02
1874,Customer 1874,South,Consumer,City 03
1875,Customer 1875,East,Consumer,City 04
1876,Customer 1876,West,SMB,City 05
1877,Customer 1877,North,Consumer,City 06
1878,Customer 1878,South,SMB,City 07
1879,Customer 1879,East,SMB,City 08
1880,Customer 1880,West,Consumer,City 09
1881,Customer 1881,North,Consumer,City 10
1882,Customer 1882,South,SMB,City 11
1883,Customer 1883,East,Consumer,City 12
1884,Customer 1884,West,Corporate,City 13
1885,Customer 1885,North,SMB,City 14
1886,Customer 1886,South,SMB,City 15
1887,Customer 1887,East,Consumer,City 16
1888,Customer 1888,West,Corporate,City 17
1889,Customer 1889,North,Consumer,City 18
1890,Customer 1890,South,Consumer,City 19
1891,Customer 1891,East,SMB,City 20
1892,Customer 1892,West,Consumer,City 21
1893,Customer 1893,North,Consumer,City 22
1894,Customer 1894,South,Consumer,City 23
1895,Customer 1895,East,Consumer,City 24
1896,Customer 1896,West,Consumer,City 25
1897,Customer 1897,North,Consumer,City 26
1898,Customer 1898,South,Consumer,City 27
1899,Customer 1899,East,Consumer,City 28
1900,Customer 1900,West,Consumer,City 29
1901,Customer 1901,North,SMB,City 30
1902,Customer 1902,South,Consumer,City 31
1903,Customer 1903,East,Corporate,City 32
1904,Customer 1904,West,SMB,City 33
1905,Customer 1905,North,SMB,City 34
1906,Customer 1906,South,Consumer,City 35
1907,Customer 1907,East,Consumer,City 36
1908,Customer 1908,West,Consumer,City 37
1909,Customer 1909,North,SMB,City 38
1910,Customer 1910,South,Corporate,City 39
1911,Customer 1911,East,SMB,City 40
1912,Customer 1912,West,Corporate,City 41
1913,Customer 1913,North,Consumer,City 42
1914,Customer 1914,South,Consumer,City 43
1915,Customer 1915,East,Corporate,City 44
1916,Customer 1916,West,Consumer,City 45
1917,Customer 1917,North,Consumer,City 46
1918,Customer 1918,South,Consumer,City 47
1919,Customer 1919,East,Consumer,City 48
1920,Customer 1920,West,Consumer,City 01
1921,Customer 1921,North,SMB,City 02
1922,Customer 1922,South,Consumer,City 03
1923,Customer 1923,East,SMB,City 04
1924,Customer 1924,West,Consumer,City 05
1925,Customer 1925,North,Consumer,City 06
1926,Customer 1926,South,Consumer,City 07
1927,Customer 1927,East,Consumer,City 08
1928,Customer 1928,West,SMB,City 09
1929,Customer 1929,North,Consumer,City 10
1930,Customer 1930,South,Consumer,City 11
1931,Customer 1931,East,Consumer,City 12
1932,Customer 1932,West,Consumer,City 13
1933,Customer 1933,North,SMB,City 14
1934,Customer 1934,South,Corporate,City 15
1935,Customer 1935,East,SMB,City 16
1936,Customer 1936,West,SMB,City 17
1937,Customer 1937,North,SMB,City 18
1938,Customer 1938,South,Consumer,City 19
1939,Customer 1939,East,Consumer,City 20
1940,Customer 1940,West,Consumer,City 21
1941,Customer 1941,North,SMB,City 22
1942,Customer 1942,South,Consumer,City 23
1943,Customer 1943,East,SMB,City 24
1944,Customer 1944,West,SMB,City 25
1945,Customer 1945,North,Consumer,City 26
1946,Customer 1946,South,Consumer,City 27
1947,Customer 1947,East,SMB,City 28
1948,Customer 1948,West,SMB,City 29
1949,Customer 1949,North,SMB,City 30
1950,Customer 1950,South,Consumer,City 31
1951,Customer 1951,East,Consumer,City 32
1952,Customer 1952,West,SMB,City 33
1953,Customer 1953,North,Consumer,City 34
1954,Customer 1954,South,Consumer,City 35
1955,Customer 1955,East,SMB,City 36
1956,Customer 1956,West,Consumer,City 37
1957,Customer 1957,North,Consumer,City 38
1958,Customer 1958,South,Consumer,City 39
1959,Customer 1959,East,Corporate,City 40
1960,Customer 1960,West,Consumer,City 41
1961,Customer 1961,North,SMB,City 42
1962,Customer 1962,South,Consumer,City 43
1963,Customer 1963,East,Consumer,City 44
1964,Customer 1964,West,SMB,City 45
1965,Customer 1965,North,Consumer,City 46
1966,Customer 1966,South,Corporate,City 47
1967,Customer 1967,East,SMB,City 48
1968,Customer 1968,West,Consumer,City 01
1969,Customer 1969,North,Consumer,City 02
1970,Customer 1970,South,SMB,City 03
1971,Customer 1971,East,Consumer,City 04
1972,Customer 1972,West,Corporate,City 05
1973,Customer 1973,North,Consumer,City 06
1974,Customer 1974,South,Consumer,City 07
1975,Customer 1975,East,Consumer,City 08
1976,Customer 1976,West,Consumer,City 09
1977,Customer 1977,North,Consumer,City 10
1978,Customer 1978,South,Consumer,City 11
1979,Customer 1979,East,Corporate,City 12
1980,Customer 1980,West,SMB,City 13
1981,Customer 1981,North,Consumer,City 14
1982,Customer 1982,South,SMB,City 15
1983,Customer 1983,East,Consumer,City 16
1984,Customer 1984,West,Consumer,City 17
1985,Customer 1985,North,SMB,City 18
1986,Customer 1986,South,SMB,City 19
1987,Customer 1987,East,Corporate,City 20
1988,Customer 1988,West,SMB,City 21
1989,Customer 1989,North,Consumer,City 22
1990,Customer 1990,South,Consumer,City 23
1991,Customer 1991,East,Corporate,City 24
1992,Customer 1992,West,Corporate,City 25
1993,Customer 1993,North,SMB,City 26
1994,Customer 1994,South,Consumer,City 27
1995,Customer 1995,East,Consumer,City 28
1996,Customer 1996,West,Consumer,City 29
1997,Customer 1997,North,SMB,City 30
1998,Customer 1998,South,Consumer,City 31
1999,Customer 1999,East,Consumer,City 32
2000,Customer 2000,West,Consumer,City 33
2001,Customer 2001,North,SMB,City 34
2002,Customer 2002,South,Consumer,City 35
2003,Customer 2003,East,SMB,City 36
2004,Customer 2004,West,SMB,City 37
2005,Customer 2005,North,Consumer,City 38
2006,Customer 2006,South,SMB,City 39
2007,Customer 2007,East,SMB,City 40
2008,Customer 2008,West,Consumer,City 41
2009,Customer 2009,North,Consumer,City 42
2010,Customer 2010,South,SMB,City 43
2011,Customer 2011,East,SMB,City 44
2012,Customer 2012,West,SMB,City 45
2013,Customer 2013,North,Consumer,City 46
2014,Customer 2014,South,Consumer,City 47
2015,Customer 2015,East,SMB,City 48
2016,Customer 2016,West,SMB,City 01
2017,Customer 2017,North,Consumer,City 02
2018,Customer 2018,South,Consumer,City 03
2019,Customer 2019,East,Consumer,City 04
2020,Customer 2020,West,Consumer,City 05
2021,Customer 2021,North,Consumer,City 06
2022,Customer 2022,South,Consumer,City 07
2023,Customer 2023,East,SMB,City 08
2024,Customer 2024,West,SMB,City 09
2025,Customer 2025,North,Consumer,City 10
2026,Customer 2026,South,Consumer,City 11
2027,Customer 2027,East,SMB,City 12
2028,Customer 2028,West,SMB,City 13
2029,Customer 2029,North,Corporate,City 14
2030,Customer 2030,South,Consumer,City 15
2031,Customer 2031,East,Consumer,City 16
2032,Customer 2032,West,Consumer,City 17
2033,Customer 2033,North,Corporate,City 18
2034,Customer 2034,South,Consumer,City 19
2035,Customer 2035,East,Consumer,City 20
2036,Customer 2036,West,Consumer,City 21
2037,Customer 2037,North,Consumer,City 22
2038,Customer 2038,South,Consumer,City 23
2039,Customer 2039,East,SMB,City 24
2040,Customer 2040,West,Consumer,City 25
2041,Customer 2041,North,SMB,City 26
2042,Customer 2042,South,Consumer,City 27
2043,Customer 2043,East,Consumer,City 28
2044,Customer 2044,West,Consumer,City 29
2045,Customer 2045,North,Consumer,City 30
2046,Customer 2046,South,Corporate,City 31
2047,Customer 2047,East,SMB,City 32
2048,Customer 2048,West,Consumer,City 33
2049,Customer 2049,North,Corporate,City 34
2050,Customer 2050,South,Consumer,City 35
2051,Customer 2051,East,Consumer,City 36
2052,Customer 2052,West,SMB,City 37
2053,Customer 2053,North,SMB,City 38
2054,Customer 2054,South,Consumer,City 39
2055,Customer 2055,East,Corporate,City 40
2056,Customer 2056,West,SMB,City 41
2057,Customer 2057,North,Consumer,City 42
2058,Customer 2058,South,Corporate,City 43
2059,Customer 2059,East,Consumer,City 44
2060,Customer 2060,West,SMB,City 45
2061,Customer 2061,North,Consumer,City 46
2062,Customer 2062,South,Consumer,City 47
2063,Customer 2063,East,Consumer,City 48
2064,Customer 2064,West,SMB,City 01
2065,Customer 2065,North,SMB,City 02
2066,Customer 2066,South,Consumer,City 03
2067,Customer 2067,East,Consumer,City 04
2068,Customer 2068,West,SMB,City 05
2069,Customer 2069,North,Consumer,City 06
