SaleID,OrderDate,ProductID,Category,Channel,Region,Quantity,Revenue,Cost,Profit
S00672,2025-08-10,P05,Storage,Retail,Aegean,3,357,232.92,124.08
S00673,2025-08-10,P01,Accessories,Marketplace,Central Anatolia,2,226.1,114.4,111.7
S00674,2025-08-10,P02,Audio,Retail,Marmara,2,358,179.11,178.89
S00675,2025-08-10,P01,Accessories,Online,Aegean,5,375,253.79,121.21
S00676,2025-08-10,P04,Office,Online,Aegean,1,75,42.96,32.04
S00677,2025-08-11,P05,Storage,Marketplace,Aegean,6,1344.6,775.16,569.44
S00678,2025-08-12,P03,Displays,Marketplace,Aegean,2,358,194.3,163.7
S00679,2025-08-12,P02,Audio,Online,Marmara,5,1182.75,592.9,589.85
S00680,2025-08-12,P04,Office,Online,Aegean,6,210,135.1,74.9
S00681,2025-08-12,P03,Displays,Marketplace,Aegean,4,133.0,87.58,45.42
S00682,2025-08-13,P04,Office,Retail,Marmara,4,996,661.64,334.36
S00683,2025-08-13,P03,Displays,Marketplace,Aegean,1,179,116.69,62.31
S00684,2025-08-14,P01,Accessories,Marketplace,Marmara,5,1245,686.95,558.05
S00685,2025-08-15,P01,Accessories,Marketplace,Marmara,2,238,122.46,115.54
S00686,2025-08-16,P01,Accessories,Retail,Marmara,5,895,496.49,398.51
S00687,2025-08-16,P03,Displays,Marketplace,Marmara,1,75,49.28,25.72
S00688,2025-08-16,P05,Storage,Marketplace,Central Anatolia,3,483.3,242.34,240.96
S00689,2025-08-17,P01,Accessories,Retail,Central Anatolia,2,238,119.31,118.69
S00690,2025-08-17,P02,Audio,Marketplace,Central Anatolia,5,375,192.7,182.3
S00691,2025-08-18,P02,Audio,Online,Marmara,3,357,195.31,161.69
S00692,2025-08-19,P01,Accessories,Online,Marmara,6,1020.3,512.48,507.82
S00693,2025-08-19,P04,Office,Online,Aegean,1,119,65.65,53.35
S00694,2025-08-20,P05,Storage,Retail,Aegean,2,498,305.57,192.43
S00695,2025-08-21,P02,Audio,Retail,Central Anatolia,2,498,240.04,257.96
S00696,2025-08-22,P03,Displays,Retail,Central Anatolia,1,75,45.81,29.19
S00697,2025-08-22,P05,Storage,Marketplace,Central Anatolia,5,535.5,271.75,263.75
S00698,2025-08-23,P02,Audio,Marketplace,Marmara,5,157.5,87.84,69.66
S00699,2025-08-23,P04,Office,Marketplace,Aegean,5,245,157.43,87.57
S00700,2025-08-24,P05,Storage,Online,Aegean,4,644.4,322.34,322.06
S00701,2025-08-24,P05,Storage,Marketplace,Aegean,6,405.0,256.78,148.22
S00702,2025-08-24,P02,Audio,Online,Central Anatolia,4,680.2,428.59,251.61
S00703,2025-08-24,P03,Displays,Online,Marmara,1,31.5,21.05,10.45
S00704,2025-08-24,P03,Displays,Marketplace,Central Anatolia,2,150,95.32,54.68
S00705,2025-08-25,P03,Displays,Retail,Central Anatolia,6,1074,593.03,480.97
S00706,2025-08-25,P01,Accessories,Online,Aegean,2,142.5,74.03,68.47
S00707,2025-08-25,P04,Office,Retail,Central Anatolia,4,140,88.31,51.69
S00708,2025-08-25,P04,Office,Retail,Central Anatolia,6,1344.6,766.23,578.37
S00709,2025-08-25,P03,Displays,Online,Central Anatolia,4,300,158.8,141.2
S00710,2025-08-26,P01,Accessories,Online,Central Anatolia,3,132.3,88.95,43.35
S00711,2025-08-26,P04,Office,Marketplace,Aegean,6,189.0,115.95,73.05
S00712,2025-08-27,P05,Storage,Retail,Aegean,2,150,95.89,54.11
S00713,2025-08-27,P05,Storage,Retail,Aegean,3,537,293.23,243.77
S00714,2025-08-28,P04,Office,Marketplace,Aegean,2,88.2,58.47,29.73
S00715,2025-08-28,P04,Office,Marketplace,Aegean,6,405.0,241.96,163.04
S00716,2025-08-29,P03,Displays,Retail,Aegean,4,996,495.32,500.68
S00717,2025-08-29,P03,Displays,Online,Central Anatolia,3,213.75,127.62,86.13
S00718,2025-08-30,P05,Storage,Retail,Aegean,4,196,120.94,75.06
S00719,2025-08-30,P05,Storage,Marketplace,Central Anatolia,6,264.6,147.64,116.96
S00720,2025-08-31,P02,Audio,Online,Aegean,4,176.4,93.31,83.09
S00721,2025-08-31,P04,Office,Retail,Central Anatolia,5,535.5,343.38,192.12
S00722,2025-08-31,P03,Displays,Online,Central Anatolia,5,895,593.29,301.71
S00723,2025-08-31,P02,Audio,Marketplace,Aegean,6,714,469.42,244.58
S00724,2025-08-31,P05,Storage,Marketplace,Central Anatolia,2,448.2,254.47,193.73
S00725,2025-09-01,P01,Accessories,Marketplace,Marmara,6,1020.3,617.81,402.49
S00726,2025-09-02,P02,Audio,Online,Central Anatolia,6,427.5,257.52,169.98
S00727,2025-09-02,P01,Accessories,Retail,Marmara,4,476,266.89,209.11
S00728,2025-09-02,P04,Office,Online,Aegean,2,214.2,117.19,97.01
S00729,2025-09-02,P02,Audio,Retail,Marmara,1,119,72.94,46.06
S00730,2025-09-02,P03,Displays,Retail,Aegean,5,595,325.9,269.1
S00731,2025-09-03,P01,Accessories,Online,Aegean,2,135.0,81.99,53.01
S00732,2025-09-04,P02,Audio,Online,Central Anatolia,2,473.1,275.99,197.11
S00733,2025-09-04,P03,Displays,Retail,Aegean,1,179,110.25,68.75
S00734,2025-09-04,P01,Accessories,Online,Marmara,5,1120.5,740.75,379.75
S00735,2025-09-04,P01,Accessories,Marketplace,Central Anatolia,4,186.2,92.31,93.89
S00736,2025-09-04,P02,Audio,Marketplace,Aegean,3,132.3,79.08,53.22
S00737,2025-09-05,P01,Accessories,Retail,Central Anatolia,3,321.3,203.59,117.71
S00738,2025-09-06,P03,Displays,Online,Marmara,2,93.1,52.98,40.12
S00739,2025-09-06,P02,Audio,Retail,Marmara,6,642.6,354.59,288.01
S00740,2025-09-06,P01,Accessories,Online,Central Anatolia,1,236.55,152.36,84.19
S00741,2025-09-06,P04,Office,Online,Central Anatolia,3,139.65,89.37,50.28
S00742,2025-09-07,P02,Audio,Marketplace,Aegean,1,113.05,59.69,53.36
S00743,2025-09-07,P04,Office,Online,Marmara,1,119,75.55,43.45
S00744,2025-09-07,P04,Office,Retail,Aegean,5,245,155.96,89.04
S00745,2025-09-07,P03,Displays,Online,Marmara,6,294,150.65,143.35
S00746,2025-09-08,P03,Displays,Online,Marmara,4,176.4,90.33,86.07
S00747,2025-09-09,P01,Accessories,Marketplace,Marmara,5,175,88.43,86.57
S00748,2025-09-10,P04,Office,Online,Central Anatolia,3,147,99.86,47.14
S00749,2025-09-10,P02,Audio,Online,Central Anatolia,6,294,167.48,126.52
S00750,2025-09-10,P01,Accessories,Marketplace,Aegean,6,294,144.22,149.78
S00751,2025-09-10,P04,Office,Online,Central Anatolia,5,850.25,542.63,307.62
S00752,2025-09-10,P05,Storage,Online,Central Anatolia,1,249,128.93,120.07
S00753,2025-09-11,P04,Office,Retail,Marmara,5,1245,808.22,436.78
S00754,2025-09-11,P01,Accessories,Online,Marmara,3,747,497.86,249.14
S00755,2025-09-11,P02,Audio,Online,Central Anatolia,4,176.4,103.23,73.17
S00756,2025-09-12,P03,Displays,Retail,Central Anatolia,5,375,214.14,160.86
S00757,2025-09-12,P05,Storage,Retail,Aegean,6,189.0,124.37,64.63
S00758,2025-09-13,P01,Accessories,Marketplace,Central Anatolia,6,1074,710.89,363.11
S00759,2025-09-13,P05,Storage,Marketplace,Central Anatolia,2,63.0,36.95,26.05
S00760,2025-09-13,P01,Accessories,Online,Aegean,5,220.5,107.48,113.02
S00761,2025-09-13,P01,Accessories,Marketplace,Aegean,1,75,40.04,34.96
S00762,2025-09-13,P02,Audio,Online,Marmara,1,224.1,134.12,89.98
S00763,2025-09-14,P05,Storage,Online,Aegean,2,98,63.18,34.82
S00764,2025-09-14,P01,Accessories,Online,Central Anatolia,1,49,30.86,18.14
S00765,2025-09-14,P04,Office,Retail,Marmara,1,75,39.78,35.22
S00766,2025-09-15,P04,Office,Retail,Central Anatolia,4,140,86.11,53.89
S00767,2025-09-15,P01,Accessories,Marketplace,Aegean,1,46.55,27.68,18.87
S00768,2025-09-15,P03,Displays,Retail,Marmara,5,245,158.6,86.4
S00769,2025-09-15,P02,Audio,Marketplace,Aegean,2,98,49.63,48.37
S00770,2025-09-15,P03,Displays,Online,Central Anatolia,2,142.5,79.27,63.23
S00771,2025-09-16,P02,Audio,Online,Marmara,3,99.75,67.66,32.09
S00772,2025-09-16,P05,Storage,Online,Marmara,2,66.5,35.79,30.71
S00773,2025-09-16,P02,Audio,Online,Central Anatolia,6,1494,882.01,611.99
S00774,2025-09-17,P03,Displays,Online,Aegean,1,75,50.89,24.11
S00775,2025-09-17,P01,Accessories,Retail,Central Anatolia,5,1182.75,617.05,565.7
S00776,2025-09-17,P01,Accessories,Online,Central Anatolia,1,67.5,43.01,24.49
S00777,2025-09-18,P02,Audio,Retail,Marmara,5,850.25,432.43,417.82
S00778,2025-09-18,P02,Audio,Marketplace,Central Anatolia,5,1120.5,685.74,434.76
S00779,2025-09-18,P04,Office,Retail,Central Anatolia,2,63.0,34.53,28.47
S00780,2025-09-19,P04,Office,Retail,Central Anatolia,6,1419.3,759.9,659.4
S00781,2025-09-19,P01,Accessories,Online,Marmara,3,225,133.22,91.78
S00782,2025-09-19,P02,Audio,Marketplace,Marmara,6,1494,940.84,553.16
S00783,2025-09-19,P01,Accessories,Online,Marmara,6,966.6,614.63,351.97
S00784,2025-09-19,P04,Office,Online,Marmara,1,49,28.03,20.97
S00785,2025-09-20,P01,Accessories,Online,Aegean,5,1245,737.67,507.33
S00786,2025-09-20,P05,Storage,Retail,Aegean,4,680.2,331.66,348.54
S00787,2025-09-21,P04,Office,Retail,Aegean,6,279.3,156.85,122.45
S00788,2025-09-21,P05,Storage,Online,Marmara,3,483.3,271.15,212.15
S00789,2025-09-21,P03,Displays,Marketplace,Marmara,2,93.1,46.07,47.03
S00790,2025-09-21,P03,Displays,Online,Aegean,1,67.5,33.42,34.08
S00791,2025-09-22,P05,Storage,Retail,Central Anatolia,2,448.2,244.47,203.73
S00792,2025-09-23,P03,Displays,Online,Aegean,5,895,558.08,336.92
S00793,2025-09-23,P04,Office,Retail,Central Anatolia,4,186.2,119.74,66.46
S00794,2025-09-23,P05,Storage,Retail,Central Anatolia,3,747,438.35,308.65
S00795,2025-09-23,P02,Audio,Marketplace,Central Anatolia,3,225,150.54,74.46
S00796,2025-09-23,P05,Storage,Online,Marmara,1,75,40.88,34.12
S00797,2025-09-24,P04,Office,Online,Aegean,6,427.5,273.75,153.75
S00798,2025-09-24,P05,Storage,Marketplace,Marmara,6,678.3,343.24,335.06
S00799,2025-09-24,P02,Audio,Retail,Central Anatolia,5,1120.5,631.92,488.58
S00800,2025-09-24,P01,Accessories,Retail,Aegean,3,94.5,59.97,34.53
S00801,2025-09-25,P01,Accessories,Retail,Aegean,6,199.5,127.6,71.9
S00802,2025-09-25,P04,Office,Marketplace,Aegean,3,339.15,169.33,169.82
S00803,2025-09-25,P03,Displays,Marketplace,Central Anatolia,3,483.3,299.29,184.01
S00804,2025-09-26,P01,Accessories,Online,Aegean,2,238,138.72,99.28
S00805,2025-09-26,P04,Office,Online,Central Anatolia,5,175,116.06,58.94
S00806,2025-09-26,P04,Office,Online,Central Anatolia,4,452.2,243.36,208.84
S00807,2025-09-26,P05,Storage,Online,Aegean,4,996,555.72,440.28
S00808,2025-09-27,P03,Displays,Marketplace,Marmara,3,357,211.46,145.54
S00809,2025-09-27,P02,Audio,Online,Central Anatolia,3,147,91.45,55.55
S00810,2025-09-27,P01,Accessories,Retail,Aegean,3,321.3,166.27,155.03
S00811,2025-09-27,P01,Accessories,Marketplace,Aegean,6,1419.3,915.02,504.28
S00812,2025-09-27,P01,Accessories,Retail,Marmara,6,1419.3,925.86,493.44
S00813,2025-09-28,P02,Audio,Retail,Aegean,4,196,94.21,101.79
S00814,2025-09-29,P03,Displays,Retail,Central Anatolia,3,202.5,113.7,88.8
S00815,2025-09-29,P05,Storage,Retail,Marmara,1,75,50.63,24.37
S00816,2025-09-29,P03,Displays,Online,Marmara,4,176.4,91.69,84.71
S00817,2025-09-29,P02,Audio,Marketplace,Aegean,2,238,119.47,118.53
S00818,2025-09-29,P03,Displays,Marketplace,Marmara,2,238,145.01,92.99
S00819,2025-09-30,P05,Storage,Retail,Aegean,5,595,294.95,300.05
S00820,2025-09-30,P03,Displays,Online,Aegean,1,44.1,21.69,22.41
S00821,2025-09-30,P01,Accessories,Marketplace,Marmara,5,375,232.43,142.57
S00822,2025-09-30,P03,Displays,Retail,Marmara,2,322.2,217.44,104.76
S00823,2025-10-01,P03,Displays,Online,Marmara,5,1245,664.3,580.7
S00824,2025-10-01,P01,Accessories,Online,Aegean,6,405.0,273.62,131.38
S00825,2025-10-01,P02,Audio,Online,Central Anatolia,6,1020.3,619.54,400.76
S00826,2025-10-01,P02,Audio,Online,Central Anatolia,4,140,72.52,67.48
S00827,2025-10-01,P04,Office,Online,Marmara,5,805.5,412.75,392.75
S00828,2025-10-02,P05,Storage,Retail,Aegean,4,644.4,421.36,223.04
S00829,2025-10-02,P04,Office,Retail,Aegean,2,473.1,293.05,180.05
S00830,2025-10-03,P05,Storage,Retail,Marmara,4,452.2,272.14,180.06
S00831,2025-10-03,P05,Storage,Marketplace,Aegean,1,35,21.45,13.55
S00832,2025-10-03,P02,Audio,Marketplace,Aegean,5,595,327.05,267.95
S00833,2025-10-04,P03,Displays,Online,Aegean,2,238,140.79,97.21
S00834,2025-10-04,P05,Storage,Online,Aegean,1,49,30.56,18.44
S00835,2025-10-04,P05,Storage,Retail,Marmara,2,214.2,129.68,84.52
S00836,2025-10-04,P05,Storage,Online,Central Anatolia,1,71.25,44.94,26.31
S00837,2025-10-04,P03,Displays,Online,Aegean,5,220.5,136.42,84.08
S00838,2025-10-05,P01,Accessories,Online,Aegean,4,176.4,84.82,91.58
S00839,2025-10-05,P01,Accessories,Retail,Marmara,3,147,98.41,48.59
S00840,2025-10-05,P01,Accessories,Retail,Marmara,4,196,114.8,81.2
S00841,2025-10-05,P01,Accessories,Marketplace,Marmara,4,644.4,390.18,254.22
S00842,2025-10-05,P03,Displays,Retail,Central Anatolia,4,300,189.24,110.76
S00843,2025-10-06,P03,Displays,Marketplace,Central Anatolia,3,483.3,243.82,239.48
S00844,2025-10-06,P05,Storage,Retail,Marmara,6,450,254.01,195.99
S00845,2025-10-06,P01,Accessories,Retail,Marmara,2,63.0,34.49,28.51
S00846,2025-10-07,P04,Office,Online,Central Anatolia,2,473.1,270.74,202.36
S00847,2025-10-08,P04,Office,Online,Central Anatolia,1,35,20.72,14.28
S00848,2025-10-09,P03,Displays,Marketplace,Aegean,2,150,88.04,61.96
S00849,2025-10-10,P05,Storage,Marketplace,Marmara,5,1245,756.75,488.25
S00850,2025-10-10,P05,Storage,Online,Aegean,5,375,202.91,172.09
S00851,2025-10-10,P04,Office,Online,Marmara,3,339.15,183.71,155.44
S00852,2025-10-10,P01,Accessories,Retail,Marmara,4,270.0,136.87,133.13
S00853,2025-10-11,P04,Office,Retail,Marmara,2,498,334.35,163.65
S00854,2025-10-11,P01,Accessories,Marketplace,Central Anatolia,1,35,21.17,13.83
S00855,2025-10-11,P05,Storage,Retail,Aegean,3,225,108.63,116.37
S00856,2025-10-12,P05,Storage,Retail,Aegean,2,448.2,252.58,195.62
S00857,2025-10-12,P03,Displays,Marketplace,Aegean,5,232.75,123.23,109.52
S00858,2025-10-13,P03,Displays,Retail,Aegean,5,895,500.42,394.58
S00859,2025-10-13,P04,Office,Online,Aegean,1,170.05,97.11,72.94
S00860,2025-10-13,P05,Storage,Online,Marmara,4,476,248.45,227.55
S00861,2025-10-13,P02,Audio,Marketplace,Central Anatolia,5,337.5,162.46,175.04
S00862,2025-10-14,P01,Accessories,Online,Aegean,1,31.5,20.88,10.62
S00863,2025-10-14,P05,Storage,Marketplace,Central Anatolia,3,357,225.53,131.47
S00864,2025-10-14,P04,Office,Online,Aegean,2,340.1,186.1,154.0
S00865,2025-10-14,P05,Storage,Online,Aegean,6,1344.6,792.42,552.18
S00866,2025-10-14,P02,Audio,Marketplace,Aegean,3,202.5,97.94,104.56
S00867,2025-10-15,P03,Displays,Marketplace,Central Anatolia,3,510.15,286.15,224.0
S00868,2025-10-15,P05,Storage,Retail,Aegean,6,1494,823.66,670.34
S00869,2025-10-15,P04,Office,Retail,Central Anatolia,1,161.1,93.7,67.4
S00870,2025-10-15,P04,Office,Online,Marmara,1,35,22.58,12.42
S00871,2025-10-15,P04,Office,Retail,Central Anatolia,2,135.0,66.87,68.13
S00872,2025-10-16,P02,Audio,Retail,Aegean,1,75,45.56,29.44
S00873,2025-10-16,P04,Office,Online,Central Anatolia,5,337.5,170.4,167.1
S00874,2025-10-17,P05,Storage,Online,Central Anatolia,6,294,192.71,101.29
S00875,2025-10-18,P04,Office,Retail,Aegean,2,93.1,57.54,35.56
S00876,2025-10-18,P02,Audio,Retail,Aegean,3,747,499.28,247.72
S00877,2025-10-18,P02,Audio,Online,Aegean,6,1074,537.7,536.3
S00878,2025-10-18,P05,Storage,Retail,Central Anatolia,5,895,484.23,410.77
S00879,2025-10-18,P02,Audio,Retail,Aegean,2,473.1,246.97,226.13
S00880,2025-10-19,P01,Accessories,Retail,Marmara,2,150,84.43,65.57
S00881,2025-10-19,P02,Audio,Retail,Marmara,2,498,239.62,258.38
S00882,2025-10-20,P01,Accessories,Marketplace,Aegean,6,678.3,394.53,283.77
S00883,2025-10-21,P03,Displays,Retail,Central Anatolia,2,70,45.1,24.9
S00884,2025-10-21,P03,Displays,Retail,Aegean,5,356.25,205.81,150.44
S00885,2025-10-21,P03,Displays,Retail,Aegean,2,226.1,113.01,113.09
S00886,2025-10-21,P01,Accessories,Online,Marmara,6,199.5,125.11,74.39
S00887,2025-10-21,P04,Office,Online,Marmara,2,98,59.23,38.77
S00888,2025-10-22,P01,Accessories,Retail,Central Anatolia,2,142.5,84.19,58.31
S00889,2025-10-22,P03,Displays,Marketplace,Marmara,4,186.2,123.83,62.37
S00890,2025-10-22,P01,Accessories,Marketplace,Aegean,3,483.3,280.59,202.71
S00891,2025-10-22,P01,Accessories,Online,Aegean,5,356.25,235.15,121.1
S00892,2025-10-23,P02,Audio,Retail,Marmara,4,196,97.91,98.09
S00893,2025-10-23,P04,Office,Retail,Aegean,6,966.6,612.12,354.48
S00894,2025-10-23,P02,Audio,Retail,Aegean,4,896.4,525.29,371.11
S00895,2025-10-24,P02,Audio,Retail,Central Anatolia,1,49,25.62,23.38
S00896,2025-10-24,P01,Accessories,Retail,Marmara,3,105,66.97,38.03
S00897,2025-10-24,P02,Audio,Online,Central Anatolia,1,224.1,124.33,99.77
S00898,2025-10-24,P03,Displays,Retail,Marmara,4,176.4,87.71,88.69
S00899,2025-10-24,P05,Storage,Online,Central Anatolia,4,946.2,561.29,384.91
S00900,2025-10-25,P01,Accessories,Marketplace,Central Anatolia,6,189.0,121.64,67.36
S00901,2025-10-26,P04,Office,Online,Aegean,1,33.25,18.07,15.18
S00902,2025-10-27,P01,Accessories,Retail,Aegean,5,595,347.13,247.87
S00903,2025-10-27,P05,Storage,Online,Marmara,5,895,545.65,349.35
S00904,2025-10-27,P05,Storage,Marketplace,Central Anatolia,4,300,184.81,115.19
S00905,2025-10-27,P03,Displays,Online,Marmara,2,142.5,79.75,62.75
S00906,2025-10-27,P01,Accessories,Marketplace,Central Anatolia,1,236.55,149.87,86.68
S00907,2025-10-28,P04,Office,Retail,Marmara,3,147,72.0,75.0
S00908,2025-10-28,P01,Accessories,Marketplace,Marmara,1,119,62.08,56.92
S00909,2025-10-28,P01,Accessories,Marketplace,Aegean,1,33.25,16.88,16.37
S00910,2025-10-28,P01,Accessories,Marketplace,Central Anatolia,5,895,487.61,407.39
S00911,2025-10-28,P03,Displays,Retail,Central Anatolia,3,139.65,89.44,50.21
S00912,2025-10-29,P05,Storage,Retail,Aegean,3,132.3,82.91,49.39
S00913,2025-10-29,P05,Storage,Online,Aegean,4,140,92.29,47.71
S00914,2025-10-29,P01,Accessories,Marketplace,Aegean,2,98,47.93,50.07
S00915,2025-10-30,P01,Accessories,Marketplace,Marmara,2,214.2,107.8,106.4
S00916,2025-10-30,P01,Accessories,Online,Marmara,2,150,91.21,58.79
S00917,2025-10-30,P04,Office,Online,Central Anatolia,5,157.5,81.98,75.52
S00918,2025-10-30,P03,Displays,Marketplace,Aegean,4,716,450.81,265.19
S00919,2025-10-31,P02,Audio,Retail,Aegean,5,245,129.67,115.33
S00920,2025-11-01,P01,Accessories,Marketplace,Central Anatolia,6,294,148.38,145.62
S00921,2025-11-02,P02,Audio,Retail,Central Anatolia,3,94.5,60.45,34.05
S00922,2025-11-02,P04,Office,Online,Central Anatolia,6,678.3,391.61,286.69
S00923,2025-11-03,P03,Displays,Retail,Marmara,1,46.55,22.85,23.7
S00924,2025-11-03,P02,Audio,Retail,Central Anatolia,3,99.75,51.7,48.05
S00925,2025-11-03,P02,Audio,Retail,Marmara,1,67.5,42.77,24.73
S00926,2025-11-03,P02,Audio,Online,Aegean,3,537,265.63,271.37
S00927,2025-11-04,P04,Office,Online,Central Anatolia,1,33.25,20.96,12.29
S00928,2025-11-04,P01,Accessories,Marketplace,Marmara,5,245,143.97,101.03
S00929,2025-11-05,P03,Displays,Marketplace,Aegean,5,1182.75,587.81,594.94
S00930,2025-11-06,P05,Storage,Online,Central Anatolia,2,63.0,37.16,25.84
S00931,2025-11-06,P02,Audio,Marketplace,Aegean,6,1494,991.49,502.51
S00932,2025-11-07,P02,Audio,Retail,Central Anatolia,5,356.25,223.89,132.36
S00933,2025-11-07,P02,Audio,Marketplace,Aegean,3,747,479.76,267.24
S00934,2025-11-07,P03,Displays,Online,Aegean,5,356.25,239.39,116.86
S00935,2025-11-07,P05,Storage,Online,Marmara,6,199.5,96.24,103.26
S00936,2025-11-08,P05,Storage,Online,Central Anatolia,3,139.65,71.11,68.54
S00937,2025-11-08,P05,Storage,Marketplace,Aegean,5,1120.5,623.13,497.37
S00938,2025-11-08,P04,Office,Marketplace,Central Anatolia,1,119,69.98,49.02
S00939,2025-11-08,P05,Storage,Marketplace,Aegean,3,213.75,144.38,69.37
S00940,2025-11-09,P03,Displays,Retail,Central Anatolia,6,210,120.28,89.72
S00941,2025-11-09,P03,Displays,Marketplace,Aegean,3,483.3,243.36,239.94
S00942,2025-11-09,P02,Audio,Online,Aegean,3,339.15,224.53,114.62
S00943,2025-11-09,P03,Displays,Online,Central Anatolia,1,35,19.44,15.56
S00944,2025-11-10,P04,Office,Online,Marmara,1,170.05,95.19,74.86
S00945,2025-11-11,P04,Office,Online,Central Anatolia,1,179,104.22,74.78
S00946,2025-11-11,P04,Office,Online,Central Anatolia,4,680.2,331.76,348.44
S00947,2025-11-11,P03,Displays,Online,Aegean,6,405.0,268.85,136.15
S00948,2025-11-12,P02,Audio,Retail,Aegean,2,98,63.88,34.12
S00949,2025-11-12,P05,Storage,Marketplace,Central Anatolia,2,238,132.44,105.56
S00950,2025-11-12,P03,Displays,Retail,Central Anatolia,5,220.5,138.57,81.93
S00951,2025-11-12,P01,Accessories,Online,Marmara,3,321.3,183.59,137.71
S00952,2025-11-12,P01,Accessories,Online,Marmara,4,285.0,180.62,104.38
S00953,2025-11-13,P04,Office,Online,Marmara,4,140,73.69,66.31
S00954,2025-11-13,P03,Displays,Marketplace,Aegean,5,1245,600.85,644.15
S00955,2025-11-14,P01,Accessories,Retail,Marmara,5,232.75,140.13,92.62
S00956,2025-11-15,P03,Displays,Retail,Aegean,6,714,453.99,260.01
S00957,2025-11-15,P02,Audio,Online,Aegean,3,483.3,261.78,221.52
S00958,2025-11-15,P03,Displays,Online,Marmara,6,450,233.98,216.02
S00959,2025-11-15,P04,Office,Marketplace,Marmara,1,179,93.37,85.63
S00960,2025-11-16,P02,Audio,Retail,Central Anatolia,1,161.1,101.13,59.97
S00961,2025-11-17,P02,Audio,Online,Central Anatolia,1,49,30.26,18.74
S00962,2025-11-17,P02,Audio,Marketplace,Central Anatolia,3,225,109.26,115.74
S00963,2025-11-17,P02,Audio,Retail,Central Anatolia,1,44.1,21.89,22.21
S00964,2025-11-18,P02,Audio,Retail,Central Anatolia,4,140,69.83,70.17
S00965,2025-11-18,P05,Storage,Retail,Central Anatolia,5,895,543.19,351.81
S00966,2025-11-18,P03,Displays,Marketplace,Marmara,2,70,45.56,24.44
S00967,2025-11-19,P04,Office,Online,Central Anatolia,5,375,222.18,152.82
S00968,2025-11-19,P01,Accessories,Marketplace,Central Anatolia,4,176.4,118.58,57.82
S00969,2025-11-19,P02,Audio,Online,Marmara,5,375,203.57,171.43
S00970,2025-11-20,P04,Office,Online,Aegean,6,714,450.44,263.56
S00971,2025-11-20,P02,Audio,Retail,Central Anatolia,1,249,129.55,119.45
S00972,2025-11-21,P04,Office,Marketplace,Marmara,6,450,234.67,215.33
S00973,2025-11-21,P04,Office,Online,Aegean,5,157.5,89.94,67.56
S00974,2025-11-22,P04,Office,Marketplace,Marmara,6,1494,961.02,532.98
S00975,2025-11-22,P01,Accessories,Retail,Aegean,6,1074,686.45,387.55
S00976,2025-11-23,P01,Accessories,Online,Marmara,3,99.75,49.82,49.93
S00977,2025-11-24,P05,Storage,Online,Aegean,3,357,233.82,123.18
S00978,2025-11-24,P02,Audio,Online,Marmara,3,147,90.22,56.78
S00979,2025-11-24,P05,Storage,Marketplace,Central Anatolia,6,642.6,359.12,283.48
S00980,2025-11-25,P03,Displays,Retail,Marmara,5,595,301.31,293.69
S00981,2025-11-25,P01,Accessories,Marketplace,Aegean,5,895,496.76,398.24
S00982,2025-11-25,P02,Audio,Online,Marmara,2,238,129.59,108.41
S00983,2025-11-25,P05,Storage,Marketplace,Aegean,5,1182.75,663.1,519.65
S00984,2025-11-25,P04,Office,Marketplace,Central Anatolia,3,709.65,477.34,232.31
S00985,2025-11-26,P04,Office,Marketplace,Aegean,4,140,73.74,66.26
S00986,2025-11-26,P03,Displays,Retail,Marmara,5,175,85.76,89.24
S00987,2025-11-26,P02,Audio,Online,Aegean,5,895,458.63,436.37
S00988,2025-11-26,P03,Displays,Online,Aegean,2,473.1,304.51,168.59
S00989,2025-11-27,P04,Office,Online,Aegean,2,98,65.32,32.68
S00990,2025-11-27,P04,Office,Marketplace,Central Anatolia,2,358,239.07,118.93
S00991,2025-11-28,P03,Displays,Online,Central Anatolia,1,179,88.41,90.59
S00992,2025-11-29,P03,Displays,Retail,Aegean,1,44.1,29.0,15.1
S00993,2025-11-29,P04,Office,Retail,Marmara,2,214.2,113.65,100.55
S00994,2025-11-29,P02,Audio,Online,Central Anatolia,2,473.1,303.09,170.01
S00995,2025-11-29,P03,Displays,Retail,Aegean,1,179,109.54,69.46
S00996,2025-11-30,P05,Storage,Online,Marmara,1,35,19.72,15.28
S00997,2025-11-30,P05,Storage,Online,Aegean,4,186.2,90.84,95.36
S00998,2025-11-30,P02,Audio,Retail,Central Anatolia,2,498,272.0,226.0
S00999,2025-11-30,P05,Storage,Marketplace,Aegean,2,448.2,239.42,208.78
S01000,2025-12-01,P05,Storage,Retail,Central Anatolia,1,224.1,146.18,77.92
S01001,2025-12-01,P04,Office,Marketplace,Central Anatolia,1,49,28.39,20.61
S01002,2025-12-01,P05,Storage,Online,Aegean,1,31.5,16.93,14.57
S01003,2025-12-01,P05,Storage,Retail,Marmara,2,358,216.78,141.22
S01004,2025-12-02,P01,Accessories,Retail,Marmara,5,175,109.55,65.45
S01005,2025-12-02,P04,Office,Online,Aegean,6,427.5,279.3,148.2
S01006,2025-12-03,P02,Audio,Retail,Marmara,3,147,84.77,62.23
S01007,2025-12-04,P02,Audio,Retail,Aegean,6,966.6,587.82,378.78
S01008,2025-12-04,P02,Audio,Online,Aegean,3,105,66.23,38.77
S01009,2025-12-04,P01,Accessories,Online,Central Anatolia,2,358,188.49,169.51
