OrderID,OrderDate,ProductID,ProductName,Category,Region,Channel,CustomerSegment,Quantity,DiscountPct,Revenue,Cost,GrossProfit,RevenueTarget
ORD-01475,2026-02-13,P11,Standing Desk,Office,Central Anatolia,Marketplace,Small Business,1,0,699,440,259,657.06
ORD-01476,2026-02-13,P12,Portable SSD 1TB,Storage,Aegean,Online,Consumer,1,0.05,141.55,84,57.55,140.06
ORD-01477,2026-02-13,P02,Office Laptop 15,Computing,Aegean,Retail,Consumer,1,0.05,854.05,590,264.05,845.06
ORD-01478,2026-02-13,P09,Portable Speaker,Audio,Central Anatolia,Online,Consumer,1,0.15,101.15,63,38.15,111.86
ORD-01479,2026-02-13,P12,Portable SSD 1TB,Storage,Central Anatolia,Retail,Small Business,1,0,149,84,65,140.06
ORD-01480,2026-02-14,P05,Mechanical Keyboard,Accessories,Aegean,Online,Corporate,1,0,119,61,58,111.86
ORD-01481,2026-02-14,P03,4K Monitor,Displays,Aegean,Retail,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-01482,2026-02-14,P02,Office Laptop 15,Computing,Aegean,Marketplace,Consumer,1,0.05,854.05,590,264.05,845.06
ORD-01483,2026-02-14,P11,Standing Desk,Office,Marmara,Online,Small Business,1,0,699,440,259,657.06
ORD-01484,2026-02-14,P04,27-inch Monitor,Displays,Marmara,Online,Corporate,1,0.1,260.1,185,75.1,271.66
ORD-01485,2026-02-14,P10,Ergonomic Chair,Office,Mediterranean,Online,Small Business,1,0,499,315,184,469.06
ORD-01486,2026-02-14,P06,Wireless Mouse,Accessories,Mediterranean,Online,Consumer,1,0,59,25,34,55.46
ORD-01487,2026-02-15,P12,Portable SSD 1TB,Storage,Aegean,Retail,Consumer,1,0.1,134.1,84,50.1,140.06
ORD-01488,2026-02-15,P04,27-inch Monitor,Displays,Aegean,Online,Consumer,1,0.1,260.1,185,75.1,271.66
ORD-01489,2026-02-15,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Consumer,1,0.2,1039.2,820,219.2,1221.06
ORD-01490,2026-02-15,P10,Ergonomic Chair,Office,Aegean,Online,Small Business,1,0.2,399.2,315,84.2,469.06
ORD-01491,2026-02-15,P12,Portable SSD 1TB,Storage,Aegean,Online,Consumer,1,0.2,119.2,84,35.2,140.06
ORD-01492,2026-02-16,P12,Portable SSD 1TB,Storage,Mediterranean,Retail,Small Business,1,0,149,84,65,140.06
ORD-01493,2026-02-16,P07,USB-C Dock,Accessories,Marmara,Online,Corporate,1,0,169,92,77,158.86
ORD-01494,2026-02-16,P02,Office Laptop 15,Computing,Aegean,Marketplace,Small Business,1,0,899,590,309,845.06
ORD-01495,2026-02-16,P04,27-inch Monitor,Displays,Central Anatolia,Marketplace,Consumer,1,0.05,274.55,185,89.55,271.66
ORD-01496,2026-02-16,P01,Laptop Pro 14,Computing,Central Anatolia,Retail,Small Business,2,0.05,2468.1,1640,828.1,2442.12
ORD-01497,2026-02-16,P06,Wireless Mouse,Accessories,Marmara,Retail,Consumer,1,0,59,25,34,55.46
ORD-01498,2026-02-16,P09,Portable Speaker,Audio,Aegean,Marketplace,Small Business,1,0.1,107.1,63,44.1,111.86
ORD-01499,2026-02-17,P11,Standing Desk,Office,Marmara,Marketplace,Consumer,3,0,2097,1320,777,1971.18
ORD-01500,2026-02-17,P08,Noise-Cancel Headphones,Audio,Mediterranean,Retail,Small Business,1,0,249,133,116,234.06
ORD-01501,2026-02-17,P08,Noise-Cancel Headphones,Audio,Mediterranean,Online,Consumer,1,0,249,133,116,234.06
ORD-01502,2026-02-17,P04,27-inch Monitor,Displays,Mediterranean,Online,Consumer,1,0.05,274.55,185,89.55,271.66
ORD-01503,2026-02-18,P04,27-inch Monitor,Displays,Aegean,Online,Small Business,1,0,289,185,104,271.66
ORD-01504,2026-02-18,P11,Standing Desk,Office,Mediterranean,Online,Corporate,1,0,699,440,259,657.06
ORD-01505,2026-02-18,P09,Portable Speaker,Audio,Central Anatolia,Online,Small Business,1,0.2,95.2,63,32.2,111.86
ORD-01506,2026-02-18,P12,Portable SSD 1TB,Storage,Aegean,Online,Small Business,1,0,149,84,65,140.06
ORD-01507,2026-02-18,P03,4K Monitor,Displays,Aegean,Retail,Corporate,1,0,429,270,159,403.26
ORD-01508,2026-02-18,P04,27-inch Monitor,Displays,Aegean,Retail,Small Business,2,0,578,370,208,543.32
ORD-01509,2026-02-18,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Consumer,1,0,1299,820,479,1221.06
ORD-01510,2026-02-19,P02,Office Laptop 15,Computing,Mediterranean,Retail,Small Business,4,0,3596,2360,1236,3380.24
ORD-01511,2026-02-19,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Corporate,1,0,119,61,58,111.86
ORD-01512,2026-02-19,P01,Laptop Pro 14,Computing,Marmara,Online,Small Business,1,0,1299,820,479,1221.06
ORD-01513,2026-02-19,P03,4K Monitor,Displays,Aegean,Online,Corporate,2,0.05,815.1,540,275.1,806.52
ORD-01514,2026-02-20,P11,Standing Desk,Office,Aegean,Retail,Small Business,3,0.05,1992.15,1320,672.15,1971.18
ORD-01515,2026-02-20,P03,4K Monitor,Displays,Central Anatolia,Online,Corporate,3,0,1287,810,477,1209.78
ORD-01516,2026-02-20,P04,27-inch Monitor,Displays,Aegean,Online,Small Business,1,0,289,185,104,271.66
ORD-01517,2026-02-20,P04,27-inch Monitor,Displays,Marmara,Online,Corporate,2,0,578,370,208,543.32
ORD-01518,2026-02-20,P12,Portable SSD 1TB,Storage,Marmara,Online,Small Business,1,0.1,134.1,84,50.1,140.06
ORD-01519,2026-02-20,P02,Office Laptop 15,Computing,Central Anatolia,Marketplace,Consumer,1,0,899,590,309,845.06
ORD-01520,2026-02-20,P08,Noise-Cancel Headphones,Audio,Aegean,Marketplace,Consumer,2,0.15,423.3,266,157.3,468.12
ORD-01521,2026-02-21,P03,4K Monitor,Displays,Marmara,Retail,Consumer,1,0.05,407.55,270,137.55,403.26
ORD-01522,2026-02-21,P07,USB-C Dock,Accessories,Central Anatolia,Online,Small Business,1,0,169,92,77,158.86
ORD-01523,2026-02-21,P05,Mechanical Keyboard,Accessories,Mediterranean,Online,Small Business,1,0.1,107.1,61,46.1,111.86
ORD-01524,2026-02-21,P12,Portable SSD 1TB,Storage,Aegean,Online,Consumer,1,0.05,141.55,84,57.55,140.06
ORD-01525,2026-02-21,P02,Office Laptop 15,Computing,Marmara,Online,Small Business,1,0,899,590,309,845.06
ORD-01526,2026-02-21,P02,Office Laptop 15,Computing,Aegean,Retail,Corporate,1,0.1,809.1,590,219.1,845.06
ORD-01527,2026-02-21,P04,27-inch Monitor,Displays,Mediterranean,Retail,Corporate,1,0.05,274.55,185,89.55,271.66
ORD-01528,2026-02-21,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Consumer,2,0,998,630,368,938.12
ORD-01529,2026-02-22,P08,Noise-Cancel Headphones,Audio,Marmara,Online,Corporate,3,0,747,399,348,702.18
ORD-01530,2026-02-22,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Small Business,1,0,499,315,184,469.06
ORD-01531,2026-02-22,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Online,Corporate,1,0.1,224.1,133,91.1,234.06
ORD-01532,2026-02-22,P11,Standing Desk,Office,Marmara,Marketplace,Small Business,1,0.2,559.2,440,119.2,657.06
ORD-01533,2026-02-22,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Small Business,2,0.15,202.3,122,80.3,223.72
ORD-01534,2026-02-22,P07,USB-C Dock,Accessories,Marmara,Marketplace,Consumer,1,0.1,152.1,92,60.1,158.86
ORD-01535,2026-02-22,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Marketplace,Consumer,1,0.15,211.65,133,78.65,234.06
ORD-01536,2026-02-22,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Corporate,2,0,118,50,68,110.92
ORD-01537,2026-02-23,P10,Ergonomic Chair,Office,Aegean,Retail,Consumer,1,0.05,474.05,315,159.05,469.06
ORD-01538,2026-02-23,P03,4K Monitor,Displays,Marmara,Marketplace,Small Business,3,0.05,1222.65,810,412.65,1209.78
ORD-01539,2026-02-23,P08,Noise-Cancel Headphones,Audio,Aegean,Marketplace,Consumer,1,0.1,224.1,133,91.1,234.06
ORD-01540,2026-02-23,P10,Ergonomic Chair,Office,Aegean,Marketplace,Corporate,4,0,1996,1260,736,1876.24
ORD-01541,2026-02-23,P03,4K Monitor,Displays,Marmara,Marketplace,Corporate,2,0.05,815.1,540,275.1,806.52
ORD-01542,2026-02-23,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Consumer,1,0,149,84,65,140.06
ORD-01543,2026-02-23,P04,27-inch Monitor,Displays,Aegean,Online,Corporate,1,0.1,260.1,185,75.1,271.66
ORD-01544,2026-02-24,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Consumer,1,0,149,84,65,140.06
ORD-01545,2026-02-24,P12,Portable SSD 1TB,Storage,Mediterranean,Retail,Consumer,1,0.05,141.55,84,57.55,140.06
ORD-01546,2026-02-24,P01,Laptop Pro 14,Computing,Marmara,Retail,Small Business,2,0.15,2208.3,1640,568.3,2442.12
ORD-01547,2026-02-24,P03,4K Monitor,Displays,Marmara,Marketplace,Corporate,2,0,858,540,318,806.52
ORD-01548,2026-02-24,P10,Ergonomic Chair,Office,Mediterranean,Retail,Consumer,3,0.05,1422.15,945,477.15,1407.18
ORD-01549,2026-02-24,P04,27-inch Monitor,Displays,Marmara,Online,Small Business,1,0.15,245.65,185,60.65,271.66
ORD-01550,2026-02-24,P10,Ergonomic Chair,Office,Aegean,Retail,Corporate,1,0,499,315,184,469.06
ORD-01551,2026-02-25,P11,Standing Desk,Office,Central Anatolia,Marketplace,Consumer,1,0.05,664.05,440,224.05,657.06
ORD-01552,2026-02-25,P02,Office Laptop 15,Computing,Central Anatolia,Retail,Corporate,1,0,899,590,309,845.06
ORD-01553,2026-02-25,P12,Portable SSD 1TB,Storage,Aegean,Online,Consumer,3,0.05,424.65,252,172.65,420.18
ORD-01554,2026-02-25,P04,27-inch Monitor,Displays,Aegean,Online,Corporate,1,0.05,274.55,185,89.55,271.66
ORD-01555,2026-02-26,P03,4K Monitor,Displays,Mediterranean,Online,Consumer,2,0.05,815.1,540,275.1,806.52
ORD-01556,2026-02-26,P04,27-inch Monitor,Displays,Aegean,Retail,Small Business,1,0.05,274.55,185,89.55,271.66
ORD-01557,2026-02-26,P02,Office Laptop 15,Computing,Mediterranean,Marketplace,Consumer,3,0,2697,1770,927,2535.18
ORD-01558,2026-02-26,P06,Wireless Mouse,Accessories,Aegean,Retail,Consumer,1,0.05,56.05,25,31.05,55.46
ORD-01559,2026-02-26,P06,Wireless Mouse,Accessories,Mediterranean,Marketplace,Corporate,3,0.05,168.15,75,93.15,166.38
ORD-01560,2026-02-26,P05,Mechanical Keyboard,Accessories,Aegean,Marketplace,Consumer,2,0,238,122,116,223.72
ORD-01561,2026-02-26,P10,Ergonomic Chair,Office,Central Anatolia,Online,Consumer,1,0,499,315,184,469.06
ORD-01562,2026-02-27,P11,Standing Desk,Office,Mediterranean,Marketplace,Small Business,2,0.05,1328.1,880,448.1,1314.12
ORD-01563,2026-02-27,P06,Wireless Mouse,Accessories,Marmara,Marketplace,Consumer,1,0.15,50.15,25,25.15,55.46
ORD-01564,2026-02-27,P03,4K Monitor,Displays,Aegean,Online,Corporate,2,0.15,729.3,540,189.3,806.52
ORD-01565,2026-02-27,P03,4K Monitor,Displays,Central Anatolia,Retail,Corporate,1,0,429,270,159,403.26
ORD-01566,2026-02-27,P06,Wireless Mouse,Accessories,Aegean,Marketplace,Small Business,4,0.05,224.2,100,124.2,221.84
ORD-01567,2026-02-27,P02,Office Laptop 15,Computing,Mediterranean,Marketplace,Small Business,1,0.05,854.05,590,264.05,845.06
ORD-01568,2026-02-27,P02,Office Laptop 15,Computing,Aegean,Retail,Small Business,1,0.15,764.15,590,174.15,845.06
ORD-01569,2026-02-28,P10,Ergonomic Chair,Office,Aegean,Online,Consumer,2,0.05,948.1,630,318.1,938.12
ORD-01570,2026-02-28,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Small Business,1,0.1,449.1,315,134.1,469.06
ORD-01571,2026-02-28,P12,Portable SSD 1TB,Storage,Aegean,Retail,Corporate,1,0,149,84,65,140.06
ORD-01572,2026-02-28,P02,Office Laptop 15,Computing,Marmara,Marketplace,Corporate,2,0,1798,1180,618,1690.12
ORD-01573,2026-02-28,P03,4K Monitor,Displays,Marmara,Retail,Consumer,2,0,858,540,318,806.52
ORD-01574,2026-02-28,P12,Portable SSD 1TB,Storage,Marmara,Marketplace,Corporate,3,0,447,252,195,420.18
ORD-01575,2026-02-28,P03,4K Monitor,Displays,Mediterranean,Online,Small Business,2,0,858,540,318,806.52
ORD-01576,2026-03-01,P04,27-inch Monitor,Displays,Central Anatolia,Marketplace,Consumer,1,0,289,185,104,271.66
ORD-01577,2026-03-01,P10,Ergonomic Chair,Office,Aegean,Retail,Small Business,1,0,499,315,184,469.06
ORD-01578,2026-03-01,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Consumer,3,0,447,252,195,420.18
ORD-01579,2026-03-01,P05,Mechanical Keyboard,Accessories,Marmara,Retail,Consumer,1,0,119,61,58,111.86
ORD-01580,2026-03-01,P06,Wireless Mouse,Accessories,Aegean,Retail,Corporate,4,0,236,100,136,221.84
ORD-01581,2026-03-01,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Marketplace,Consumer,3,0,747,399,348,702.18
ORD-01582,2026-03-01,P06,Wireless Mouse,Accessories,Aegean,Retail,Corporate,1,0.15,50.15,25,25.15,55.46
ORD-01583,2026-03-01,P12,Portable SSD 1TB,Storage,Central Anatolia,Marketplace,Consumer,2,0.2,238.4,168,70.4,280.12
ORD-01584,2026-03-01,P07,USB-C Dock,Accessories,Marmara,Retail,Corporate,4,0.05,642.2,368,274.2,635.44
ORD-01585,2026-03-02,P12,Portable SSD 1TB,Storage,Central Anatolia,Retail,Corporate,1,0.15,126.65,84,42.65,140.06
ORD-01586,2026-03-02,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Small Business,1,0.15,101.15,61,40.15,111.86
ORD-01587,2026-03-02,P11,Standing Desk,Office,Mediterranean,Retail,Small Business,1,0,699,440,259,657.06
ORD-01588,2026-03-02,P08,Noise-Cancel Headphones,Audio,Marmara,Online,Small Business,1,0,249,133,116,234.06
ORD-01589,2026-03-02,P06,Wireless Mouse,Accessories,Central Anatolia,Marketplace,Corporate,2,0,118,50,68,110.92
ORD-01590,2026-03-02,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Corporate,2,0,298,168,130,280.12
ORD-01591,2026-03-02,P03,4K Monitor,Displays,Marmara,Retail,Consumer,4,0.15,1458.6,1080,378.6,1613.04
ORD-01592,2026-03-03,P03,4K Monitor,Displays,Aegean,Marketplace,Small Business,1,0,429,270,159,403.26
ORD-01593,2026-03-03,P05,Mechanical Keyboard,Accessories,Aegean,Online,Consumer,1,0,119,61,58,111.86
ORD-01594,2026-03-03,P03,4K Monitor,Displays,Aegean,Online,Small Business,2,0.1,772.2,540,232.2,806.52
ORD-01595,2026-03-03,P02,Office Laptop 15,Computing,Marmara,Online,Consumer,2,0,1798,1180,618,1690.12
ORD-01596,2026-03-03,P04,27-inch Monitor,Displays,Central Anatolia,Retail,Corporate,2,0.1,520.2,370,150.2,543.32
ORD-01597,2026-03-03,P01,Laptop Pro 14,Computing,Mediterranean,Marketplace,Corporate,1,0.2,1039.2,820,219.2,1221.06
ORD-01598,2026-03-04,P05,Mechanical Keyboard,Accessories,Central Anatolia,Online,Consumer,2,0.1,214.2,122,92.2,223.72
ORD-01599,2026-03-04,P01,Laptop Pro 14,Computing,Marmara,Retail,Corporate,2,0.05,2468.1,1640,828.1,2442.12
ORD-01600,2026-03-04,P02,Office Laptop 15,Computing,Marmara,Retail,Corporate,1,0,899,590,309,845.06
ORD-01601,2026-03-04,P03,4K Monitor,Displays,Central Anatolia,Online,Small Business,2,0,858,540,318,806.52
ORD-01602,2026-03-04,P12,Portable SSD 1TB,Storage,Mediterranean,Online,Corporate,1,0,149,84,65,140.06
ORD-01603,2026-03-04,P12,Portable SSD 1TB,Storage,Mediterranean,Marketplace,Consumer,1,0,149,84,65,140.06
ORD-01604,2026-03-04,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Small Business,1,0.05,236.55,133,103.55,234.06
ORD-01605,2026-03-05,P09,Portable Speaker,Audio,Mediterranean,Online,Consumer,3,0,357,189,168,335.58
ORD-01606,2026-03-05,P10,Ergonomic Chair,Office,Central Anatolia,Retail,Corporate,1,0.1,449.1,315,134.1,469.06
ORD-01607,2026-03-05,P03,4K Monitor,Displays,Marmara,Retail,Corporate,3,0,1287,810,477,1209.78
ORD-01608,2026-03-05,P03,4K Monitor,Displays,Central Anatolia,Marketplace,Corporate,2,0,858,540,318,806.52
ORD-01609,2026-03-05,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Corporate,1,0,499,315,184,469.06
ORD-01610,2026-03-05,P01,Laptop Pro 14,Computing,Mediterranean,Marketplace,Consumer,2,0,2598,1640,958,2442.12
ORD-01611,2026-03-06,P07,USB-C Dock,Accessories,Aegean,Retail,Corporate,2,0,338,184,154,317.72
ORD-01612,2026-03-06,P05,Mechanical Keyboard,Accessories,Aegean,Online,Corporate,2,0,238,122,116,223.72
ORD-01613,2026-03-06,P06,Wireless Mouse,Accessories,Aegean,Retail,Corporate,1,0,59,25,34,55.46
ORD-01614,2026-03-06,P04,27-inch Monitor,Displays,Mediterranean,Online,Small Business,1,0.05,274.55,185,89.55,271.66
ORD-01615,2026-03-06,P07,USB-C Dock,Accessories,Marmara,Retail,Corporate,2,0.1,304.2,184,120.2,317.72
ORD-01616,2026-03-06,P02,Office Laptop 15,Computing,Mediterranean,Retail,Consumer,3,0.15,2292.45,1770,522.45,2535.18
ORD-01617,2026-03-06,P03,4K Monitor,Displays,Aegean,Online,Small Business,1,0.05,407.55,270,137.55,403.26
ORD-01618,2026-03-06,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Consumer,1,0,249,133,116,234.06
ORD-01619,2026-03-06,P12,Portable SSD 1TB,Storage,Mediterranean,Online,Consumer,1,0,149,84,65,140.06
ORD-01620,2026-03-06,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Small Business,3,0.15,3312.45,2460,852.45,3663.18
ORD-01621,2026-03-07,P02,Office Laptop 15,Computing,Central Anatolia,Online,Small Business,4,0.15,3056.6,2360,696.6,3380.24
ORD-01622,2026-03-07,P08,Noise-Cancel Headphones,Audio,Mediterranean,Marketplace,Consumer,1,0.1,224.1,133,91.1,234.06
ORD-01623,2026-03-07,P03,4K Monitor,Displays,Mediterranean,Retail,Consumer,1,0,429,270,159,403.26
ORD-01624,2026-03-07,P10,Ergonomic Chair,Office,Aegean,Marketplace,Corporate,1,0.05,474.05,315,159.05,469.06
ORD-01625,2026-03-07,P06,Wireless Mouse,Accessories,Central Anatolia,Retail,Consumer,3,0.1,159.3,75,84.3,166.38
ORD-01626,2026-03-07,P04,27-inch Monitor,Displays,Central Anatolia,Online,Corporate,1,0,289,185,104,271.66
ORD-01627,2026-03-07,P03,4K Monitor,Displays,Central Anatolia,Retail,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-01628,2026-03-07,P04,27-inch Monitor,Displays,Marmara,Marketplace,Corporate,1,0.05,274.55,185,89.55,271.66
ORD-01629,2026-03-07,P09,Portable Speaker,Audio,Marmara,Marketplace,Small Business,4,0.05,452.2,252,200.2,447.44
ORD-01630,2026-03-07,P12,Portable SSD 1TB,Storage,Marmara,Online,Corporate,3,0.05,424.65,252,172.65,420.18
ORD-01631,2026-03-08,P03,4K Monitor,Displays,Marmara,Online,Consumer,1,0.05,407.55,270,137.55,403.26
ORD-01632,2026-03-08,P04,27-inch Monitor,Displays,Central Anatolia,Online,Small Business,1,0.1,260.1,185,75.1,271.66
ORD-01633,2026-03-08,P01,Laptop Pro 14,Computing,Marmara,Marketplace,Small Business,1,0.15,1104.15,820,284.15,1221.06
ORD-01634,2026-03-08,P09,Portable Speaker,Audio,Mediterranean,Online,Small Business,1,0.05,113.05,63,50.05,111.86
ORD-01635,2026-03-08,P01,Laptop Pro 14,Computing,Aegean,Online,Small Business,1,0.1,1169.1,820,349.1,1221.06
ORD-01636,2026-03-08,P08,Noise-Cancel Headphones,Audio,Mediterranean,Retail,Corporate,1,0,249,133,116,234.06
ORD-01637,2026-03-08,P02,Office Laptop 15,Computing,Marmara,Online,Consumer,1,0.1,809.1,590,219.1,845.06
ORD-01638,2026-03-08,P09,Portable Speaker,Audio,Central Anatolia,Retail,Corporate,1,0.1,107.1,63,44.1,111.86
ORD-01639,2026-03-08,P11,Standing Desk,Office,Mediterranean,Retail,Small Business,2,0.1,1258.2,880,378.2,1314.12
ORD-01640,2026-03-08,P02,Office Laptop 15,Computing,Central Anatolia,Online,Consumer,1,0.05,854.05,590,264.05,845.06
ORD-01641,2026-03-09,P09,Portable Speaker,Audio,Aegean,Retail,Consumer,1,0,119,63,56,111.86
ORD-01642,2026-03-09,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Small Business,4,0.1,4676.4,3280,1396.4,4884.24
ORD-01643,2026-03-09,P05,Mechanical Keyboard,Accessories,Central Anatolia,Online,Consumer,1,0,119,61,58,111.86
ORD-01644,2026-03-09,P05,Mechanical Keyboard,Accessories,Aegean,Retail,Corporate,3,0,357,183,174,335.58
ORD-01645,2026-03-09,P07,USB-C Dock,Accessories,Marmara,Online,Small Business,3,0,507,276,231,476.58
ORD-01646,2026-03-09,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Marketplace,Small Business,1,0,249,133,116,234.06
ORD-01647,2026-03-09,P01,Laptop Pro 14,Computing,Central Anatolia,Retail,Consumer,1,0.15,1104.15,820,284.15,1221.06
ORD-01648,2026-03-10,P03,4K Monitor,Displays,Aegean,Retail,Small Business,1,0,429,270,159,403.26
ORD-01649,2026-03-10,P04,27-inch Monitor,Displays,Mediterranean,Online,Small Business,1,0.05,274.55,185,89.55,271.66
ORD-01650,2026-03-10,P10,Ergonomic Chair,Office,Central Anatolia,Marketplace,Small Business,1,0.05,474.05,315,159.05,469.06
ORD-01651,2026-03-10,P01,Laptop Pro 14,Computing,Central Anatolia,Marketplace,Corporate,1,0.1,1169.1,820,349.1,1221.06
ORD-01652,2026-03-10,P04,27-inch Monitor,Displays,Aegean,Online,Corporate,1,0,289,185,104,271.66
ORD-01653,2026-03-11,P08,Noise-Cancel Headphones,Audio,Mediterranean,Retail,Consumer,3,0,747,399,348,702.18
ORD-01654,2026-03-11,P09,Portable Speaker,Audio,Aegean,Online,Corporate,2,0,238,126,112,223.72
ORD-01655,2026-03-11,P12,Portable SSD 1TB,Storage,Aegean,Marketplace,Small Business,1,0.05,141.55,84,57.55,140.06
ORD-01656,2026-03-11,P01,Laptop Pro 14,Computing,Aegean,Online,Corporate,1,0,1299,820,479,1221.06
ORD-01657,2026-03-11,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Small Business,1,0.05,236.55,133,103.55,234.06
ORD-01658,2026-03-11,P01,Laptop Pro 14,Computing,Aegean,Marketplace,Consumer,2,0,2598,1640,958,2442.12
ORD-01659,2026-03-11,P05,Mechanical Keyboard,Accessories,Marmara,Marketplace,Small Business,4,0.05,452.2,244,208.2,447.44
ORD-01660,2026-03-11,P01,Laptop Pro 14,Computing,Marmara,Online,Corporate,1,0,1299,820,479,1221.06
ORD-01661,2026-03-11,P08,Noise-Cancel Headphones,Audio,Marmara,Marketplace,Small Business,2,0.05,473.1,266,207.1,468.12
ORD-01662,2026-03-11,P11,Standing Desk,Office,Central Anatolia,Retail,Corporate,1,0,699,440,259,657.06
ORD-01663,2026-03-12,P12,Portable SSD 1TB,Storage,Marmara,Marketplace,Small Business,1,0,149,84,65,140.06
ORD-01664,2026-03-12,P10,Ergonomic Chair,Office,Mediterranean,Marketplace,Corporate,3,0,1497,945,552,1407.18
ORD-01665,2026-03-12,P06,Wireless Mouse,Accessories,Mediterranean,Online,Corporate,1,0.15,50.15,25,25.15,55.46
ORD-01666,2026-03-12,P02,Office Laptop 15,Computing,Marmara,Online,Corporate,1,0.05,854.05,590,264.05,845.06
ORD-01667,2026-03-12,P11,Standing Desk,Office,Mediterranean,Online,Consumer,1,0.1,629.1,440,189.1,657.06
ORD-01668,2026-03-12,P01,Laptop Pro 14,Computing,Mediterranean,Retail,Consumer,1,0.1,1169.1,820,349.1,1221.06
ORD-01669,2026-03-12,P11,Standing Desk,Office,Marmara,Retail,Consumer,2,0.05,1328.1,880,448.1,1314.12
ORD-01670,2026-03-13,P04,27-inch Monitor,Displays,Aegean,Marketplace,Small Business,3,0.05,823.65,555,268.65,814.98
ORD-01671,2026-03-13,P04,27-inch Monitor,Displays,Aegean,Retail,Small Business,1,0,289,185,104,271.66
ORD-01672,2026-03-13,P03,4K Monitor,Displays,Aegean,Retail,Corporate,1,0.05,407.55,270,137.55,403.26
ORD-01673,2026-03-13,P07,USB-C Dock,Accessories,Aegean,Marketplace,Corporate,2,0.05,321.1,184,137.1,317.72
ORD-01674,2026-03-13,P03,4K Monitor,Displays,Aegean,Marketplace,Small Business,1,0,429,270,159,403.26
ORD-01675,2026-03-13,P08,Noise-Cancel Headphones,Audio,Aegean,Marketplace,Small Business,1,0,249,133,116,234.06
ORD-01676,2026-03-13,P07,USB-C Dock,Accessories,Marmara,Retail,Consumer,1,0,169,92,77,158.86
ORD-01677,2026-03-13,P03,4K Monitor,Displays,Marmara,Marketplace,Small Business,1,0,429,270,159,403.26
ORD-01678,2026-03-14,P02,Office Laptop 15,Computing,Central Anatolia,Retail,Small Business,1,0,899,590,309,845.06
ORD-01679,2026-03-14,P08,Noise-Cancel Headphones,Audio,Mediterranean,Retail,Small Business,1,0.05,236.55,133,103.55,234.06
ORD-01680,2026-03-14,P04,27-inch Monitor,Displays,Marmara,Online,Corporate,2,0,578,370,208,543.32
ORD-01681,2026-03-14,P11,Standing Desk,Office,Marmara,Marketplace,Small Business,2,0.1,1258.2,880,378.2,1314.12
ORD-01682,2026-03-14,P01,Laptop Pro 14,Computing,Mediterranean,Retail,Consumer,1,0,1299,820,479,1221.06
ORD-01683,2026-03-14,P08,Noise-Cancel Headphones,Audio,Central Anatolia,Marketplace,Corporate,1,0.05,236.55,133,103.55,234.06
ORD-01684,2026-03-14,P12,Portable SSD 1TB,Storage,Mediterranean,Online,Small Business,3,0.05,424.65,252,172.65,420.18
ORD-01685,2026-03-14,P04,27-inch Monitor,Displays,Aegean,Online,Small Business,3,0,867,555,312,814.98
ORD-01686,2026-03-14,P01,Laptop Pro 14,Computing,Mediterranean,Retail,Consumer,2,0,2598,1640,958,2442.12
ORD-01687,2026-03-14,P10,Ergonomic Chair,Office,Mediterranean,Online,Consumer,1,0,499,315,184,469.06
ORD-01688,2026-03-15,P11,Standing Desk,Office,Marmara,Online,Consumer,3,0,2097,1320,777,1971.18
ORD-01689,2026-03-15,P04,27-inch Monitor,Displays,Mediterranean,Marketplace,Small Business,2,0.05,549.1,370,179.1,543.32
ORD-01690,2026-03-15,P12,Portable SSD 1TB,Storage,Marmara,Marketplace,Small Business,1,0.05,141.55,84,57.55,140.06
ORD-01691,2026-03-15,P09,Portable Speaker,Audio,Aegean,Online,Consumer,2,0,238,126,112,223.72
ORD-01692,2026-03-15,P03,4K Monitor,Displays,Mediterranean,Marketplace,Corporate,3,0.1,1158.3,810,348.3,1209.78
ORD-01693,2026-03-15,P02,Office Laptop 15,Computing,Aegean,Marketplace,Consumer,1,0,899,590,309,845.06
